Distance_(pixels),Gray_Value
0,31.000
1,30.919
2,30.676
3,30.512
4,30.349
5,29.605
6,30.488
7,30.430
8,30.349
9,30.267
10,30.968
11,31.000
12,31.953
13,32.000
14,41.457
15,42.000
16,42.938
17,43.576
18,43.037
19,43.000
20,42.078
21,42.000
22,41.085
23,40.206
24,39.140
25,38.934
26,37.973
27,37.802
28,37.078
29,37.000
30,39.055
31,39.570
32,44.540
33,46.244
34,53.218
35,55.880
36,60.552
37,61.845
38,63.533
39,63.651
40,60.325
41,58.822
42,53.909
43,52.583
44,47.442
45,45.512
46,41.147
47,40.174
48,40.093
49,40.812
50,45.213
51,46.453
52,53.271
53,56.596
54,64.468
55,67.300
56,73.960
57,77.281
58,82.137
59,83.550
60,79.566
61,76.690
62,62.244
63,55.573
64,49.370
65,46.888
66,45.416
67,44.664
68,45.938
69,46.103
70,52.558
71,55.000
72,63.651
73,67.717
74,77.268
75,80.970
76,86.250
77,88.899
78,88.889
79,88.128
80,80.833
81,77.070
82,67.610
83,61.495
84,54.339
85,50.143
86,49.667
87,49.973
88,57.248
89,61.000
90,72.070
91,78.647
92,89.295
93,96.279
94,107.171
95,113.632
96,121.535
97,127.183
98,128.611
99,127.628
100,118.410
101,111.754
102,97.439
103,86.508
104,74.487
105,66.357
106,64.298
107,63.166
108,68.415
109,73.396
110,85.426
111,95.140
112,107.318
113,117.575
114,131.156
115,141.554
116,145.546
117,148.523
118,147.191
119,146.169
120,137.674
121,129.620
122,113.820
123,98.221
124,84.660
125,72.881
126,70.829
127,70.497
128,76.675
129,84.250
130,104.966
131,125.961
132,138.709
133,150.482
134,152.249
135,158.291
136,176.783
137,193.160
138,175.752
139,155.092
140,147.129
141,136.523
142,119.608
143,98.269
144,91.412
145,83.475
146,84.671
147,87.430
148,98.098
149,113.237
150,125.580
151,140.166
152,143.572
153,147.324
154,146.194
155,145.000
156,144.605
157,144.000
158,144.000
159,144.000
160,141.744
161,138.065
162,130.558
163,117.902
164,113.516
165,105.574
166,109.481
167,118.616
168,126.212
169,140.101
170,141.519
171,143.256
172,141.333
173,137.423
174,139.159
175,139.031
176,140.272
177,141.070
178,142.980
179,145.682
180,145.889
181,146.514
182,144.322
183,139.733
184,138.569
185,136.900
186,138.535
187,142.779
188,143.322
189,145.535
190,145.419
191,141.779
192,142.304
193,137.469
194,138.836
195,144.365
196,160.677
197,185.569
198,181.186
199,158.377
200,147.354
201,143.397
202,141.571
203,142.495
204,142.835
205,143.974
206,142.209
207,131.673
208,136.186
209,130.498
210,135.587
211,130.562
212,133.419
213,129.139
214,132.574
215,131.833
216,133.865
217,136.789
218,135.897
219,137.474
220,134.707
221,135.881
222,129.599
223,132.021
224,130.023
225,117.802
226,130.780
227,118.898
228,132.874
229,128.449
230,132.178
231,127.802
232,127.895
233,127.997
234,128.093
235,129.000
236,129.067
237,129.652
238,129.000
239,128.967
240,128.326
241,126.318
242,125.426
243,127.337
244,129.349
245,133.000
246,133.022
247,133.663
248,130.558
249,128.698
250,127.640
251,127.143
252,126.977
253,127.647
254,128.411
255,135.462
256,154.194
257,178.977
258,173.000
259,146.694
260,131.787
261,128.547
262,126.380
263,125.023
264,125.000
265,125.000
266,124.031
267,123.293
268,123.007
269,123.100
270,123.023
271,123.953
272,124.814
273,125.721
274,125.698
275,126.550
276,126.535
277,126.453
278,126.951
279,127.000
280,127.000
281,127.911
282,128.042
283,128.000
284,128.000
285,128.718
286,127.187
287,127.000
288,126.610
289,125.597
290,125.395
291,125.314
292,125.233
293,127.744
294,128.930
295,131.555
296,130.202
297,132.520
298,129.620
299,134.047
300,130.464
301,132.417
302,134.177
303,127.176
304,130.674
305,124.180
306,130.936
307,132.148
308,134.169
309,133.744
310,133.915
311,133.495
312,129.548
313,134.324
314,137.129
315,156.276
316,179.641
317,173.328
318,162.496
319,149.361
320,146.000
321,139.953
322,140.098
323,132.916
324,134.560
325,129.268
326,129.673
327,129.835
328,131.977
329,137.061
330,138.620
331,140.260
332,139.557
333,140.462
334,140.349
335,142.619
336,142.953
337,134.244
338,129.798
339,132.151
340,133.103
341,137.235
342,139.163
343,134.497
344,133.333
345,130.348
346,130.576
347,134.193
348,135.651
349,137.492
350,137.516
351,140.612
352,142.429
353,140.695
354,139.442
355,124.435
356,114.635
357,105.372
358,100.527
359,112.476
360,121.027
361,131.829
362,139.132
363,140.047
364,140.372
365,137.950
366,136.088
367,135.496
368,136.167
369,140.514
370,142.550
371,140.629
372,139.007
373,122.575
374,108.476
375,93.882
376,82.062
377,83.008
378,83.326
379,97.991
380,111.331
381,123.023
382,134.426
383,136.552
384,139.017
385,141.357
386,143.797
387,144.750
388,145.000
389,136.632
390,127.875
391,111.753
392,93.417
393,80.547
394,67.773
395,68.435
396,69.767
397,78.242
398,87.966
399,102.481
400,119.426
401,124.878
402,131.551
403,134.628
404,138.849
405,137.814
406,136.000
407,128.818
408,118.581
409,108.047
410,93.436
411,83.778
412,70.194
413,66.205
414,62.000
415,68.655
416,79.388
417,87.313
418,99.620
419,109.693
420,125.256
421,130.574
422,138.620
423,138.438
424,137.465
425,131.003
426,119.212
427,108.600
428,89.163
429,80.174
430,65.333
