,t,V1,V2
0,122.27850580215454,-0.000201354,-0.000242127
1,123.3219690322876,-0.000200182,-0.000244097
2,124.36635541915894,-0.000198329,-0.000246948
3,125.41111660003662,-0.00019701,-0.000248635
4,126.45543217658997,-0.00019613,-0.000250626
5,127.50007963180542,-0.000195575,-0.000252303
6,128.54350757598877,-0.000195209,-0.000252806
7,129.5871284008026,-0.000194591,-0.000254095
8,130.63168478012085,-0.000194392,-0.000254954
9,131.67731285095215,-0.000194026,-0.00025574
10,132.72168946266174,-0.000193596,-0.000256673
11,133.76717162132263,-0.00019346,-0.000256955
12,134.81184768676758,-0.000192968,-0.000257616
13,135.85739088058472,-0.000192937,-0.000258391
14,136.90305352210999,-0.000192403,-0.00025924
15,137.9482982158661,-0.000192675,-0.000258978
16,138.99322295188904,-0.000192277,-0.000259408
17,140.03747582435608,-0.000192026,-0.000259837
18,141.08235788345337,-0.000191984,-0.000260739
19,142.12636995315552,-0.000191848,-0.000261357
20,143.17099356651306,-0.000191544,-0.000261692
21,144.21521615982056,-0.000191303,-0.000261776
22,145.25943541526794,-0.000190906,-0.000262478
23,146.30326056480408,-0.000191178,-0.000262761
24,147.34904050827026,-0.000190979,-0.000263044
25,148.39290142059326,-0.000190832,-0.000263599
26,149.43703603744507,-0.00019034,-0.000263945
27,150.48159193992615,-0.000190382,-0.000264281
28,151.5252649784088,-0.000190173,-0.000264626
29,152.56954789161682,-0.000190026,-0.000264983
30,153.61374020576477,-0.000189723,-0.000265486
31,154.65864944458008,-0.000189649,-0.00026579
32,155.70370244979858,-0.000189325,-0.000266188
33,156.7487781047821,-0.00018899,-0.000266691
34,157.79353833198547,-0.000188906,-0.000266722
35,158.83891820907593,-0.000189021,-0.00026712
36,159.88320660591125,-0.000188854,-0.000267927
37,160.92907118797302,-0.000188644,-0.000268263
38,161.9731090068817,-0.000188571,-0.000268598
39,163.01828956604004,-0.000188487,-0.000269049
40,164.06244730949402,-0.000188236,-0.000268965
41,165.1065709590912,-0.000188006,-0.000269164
42,166.151620388031,-0.000187911,-0.000269573
43,167.1954221725464,-0.000187796,-0.000270044
44,168.23974895477295,-0.000187817,-0.000270243
45,169.2835614681244,-0.000187472,-0.0002706
46,170.32788753509521,-0.000187304,-0.00027083
47,171.37173748016357,-0.000187451,-0.000271197
48,172.41519689559937,-0.000187032,-0.000271627
49,173.4601891040802,-0.000186969,-0.000272004
50,174.5040078163147,-0.000186948,-0.000272245
51,175.548490524292,-0.000187021,-0.000272475
52,176.5932538509369,-0.000186665,-0.000273282
53,177.63816452026367,-0.000186247,-0.000272811
54,178.68291544914246,-0.000186131,-0.000273272
55,179.7276291847229,-0.000186058,-0.000273743
56,180.7726948261261,-0.000186205,-0.000274047
57,181.8185625076294,-0.000185744,-0.000274299
58,182.86390733718872,-0.000185618,-0.000274089
59,183.90809750556946,-0.000185545,-0.00027497
60,184.95314836502075,-0.000185241,-0.000274875
61,185.99716186523438,-0.000185043,-0.000275179
62,187.04199981689453,-0.000185231,-0.000275232
63,188.08634638786316,-0.000184613,-0.000276028
64,189.1303493976593,-0.000184959,-0.000275829
65,190.17495489120483,-0.00018476,-0.00027608
66,191.21860575675964,-0.000184498,-0.000276363
67,192.26325297355652,-0.00018431,-0.000276238
68,193.30778288841248,-0.000184404,-0.00027695
69,194.35187554359436,-0.000184184,-0.000277034
70,195.39619708061218,-0.000184006,-0.000277275
71,196.44000506401062,-0.000183891,-0.000277306
72,197.48410773277283,-0.000183619,-0.00027783
73,198.52874279022217,-0.000183566,-0.000277956
74,199.57305026054382,-0.000183535,-0.000278092
75,200.61836433410645,-0.000183001,-0.000279067
76,201.66236901283264,-0.0001832,-0.000278878
77,202.70766925811768,-0.000183158,-0.000278952
78,203.7537326812744,-0.00018298,-0.000279245
79,204.79875493049622,-0.000183053,-0.00027935
80,205.84371662139893,-0.000182697,-0.000279371
81,206.88863348960876,-0.000182519,-0.000279601
82,207.93342804908752,-0.000182436,-0.000280304
83,208.97775268554688,-0.000182216,-0.000280356
84,210.02215003967285,-0.000182226,-0.000280104
85,211.06683921813965,-0.000182006,-0.000280524
86,212.11062359809875,-0.000181975,-0.000280691
87,213.155104637146,-0.000181923,-0.000280765
88,214.199369430542,-0.000181891,-0.0002811
89,215.24452114105225,-0.00018164,-0.0002811
90,216.28713965415955,-0.000181357,-0.000281739
91,217.33245825767517,-0.000181347,-0.000281173
92,218.37391352653503,-0.000181315,-0.000281781
93,219.41756105422974,-0.000181294,-0.000281949
94,220.46467518806458,-0.00018119,-0.000281896
95,221.50598669052124,-0.00018074,-0.000282483
