t,V_m,V_e
-0.0025,-1.92,-1.44
-0.0024980000000000002,-1.92,-1.44
-0.002496,-1.92,-1.44
-0.002494,-1.92,-1.36
-0.002492,-1.92,-1.36
-0.00249,-1.92,-1.36
-0.002488,-1.92,-1.28
-0.002486,-1.92,-1.28
-0.002484,-1.84,-1.28
-0.0024820000000000003,-1.84,-1.2
-0.00248,-1.84,-1.2
-0.002478,-1.84,-1.2
-0.002476,-1.84,-1.2
-0.002474,-1.84,-1.12
-0.0024720000000000002,-1.84,-1.12
-0.00247,-1.84,-1.04
-0.002468,-1.76,-1.04
-0.002466,-1.76,-0.96
-0.002464,-1.76,-0.96
-0.002462,-1.76,-0.96
-0.00246,-1.68,-0.88
-0.002458,-1.68,-0.88
-0.002456,-1.68,-0.88
-0.002454,-1.68,-0.8
-0.002452,-1.6,-0.8
-0.00245,-1.68,-0.8
-0.002448,-1.6,-0.8
-0.0024460000000000003,-1.6,-0.72
-0.002444,-1.6,-0.72
-0.002442,-1.6,-0.64
-0.00244,-1.52,-0.64
-0.002438,-1.52,-0.64
-0.0024360000000000002,-1.52,-0.56
-0.002434,-1.52,-0.56
-0.002432,-1.52,-0.56
-0.00243,-1.44,-0.56
-0.002428,-1.44,-0.48
-0.002426,-1.44,-0.4
-0.002424,-1.36,-0.4
-0.002422,-1.36,-0.32
-0.0024200000000000003,-1.36,-0.4
-0.002418,-1.36,-0.32
-0.002416,-1.36,-0.24
-0.002414,-1.36,-0.32
-0.002412,-1.28,-0.24
-0.0024100000000000002,-1.28,-0.24
-0.002408,-1.28,-0.16
-0.002406,-1.28,-0.16
-0.002404,-1.2,-0.08
-0.002402,-1.2,-0.08
-0.0024000000000000002,-1.2,-0.08
-0.002398,-1.2,-0.08
-0.002396,-1.12,0.0
-0.002394,-1.12,0.0
-0.002392,-1.12,0.0
-0.00239,-1.12,0.08
-0.002388,-1.04,0.08
-0.002386,-1.04,0.16
-0.002384,-1.04,0.16
-0.002382,-1.04,0.16
-0.00238,-0.96,0.16
-0.002378,-0.96,0.24
-0.002376,-0.96,0.32
-0.0023740000000000002,-0.96,0.32
-0.002372,-0.88,0.4
-0.00237,-0.88,0.4
-0.002368,-0.88,0.4
-0.002366,-0.8,0.4
-0.002364,-0.8,0.48
-0.002362,-0.8,0.48
-0.00236,-0.8,0.56
-0.002358,-0.72,0.56
-0.002356,-0.72,0.56
-0.002354,-0.64,0.56
-0.002352,-0.64,0.64
-0.00235,-0.64,0.64
-0.0023480000000000003,-0.64,0.64
-0.002346,-0.56,0.72
-0.002344,-0.56,0.8
-0.002342,-0.56,0.8
-0.00234,-0.56,0.8
-0.0023380000000000002,-0.56,0.8
-0.002336,-0.48,0.8
-0.002334,-0.48,0.88
-0.002332,-0.4,0.96
-0.00233,-0.48,0.96
-0.002328,-0.4,1.04
-0.002326,-0.4,0.96
-0.002324,-0.32,1.04
-0.0023220000000000003,-0.32,1.04
-0.00232,-0.24,1.04
-0.002318,-0.32,1.12
-0.002316,-0.24,1.12
-0.002314,-0.24,1.12
-0.0023120000000000003,-0.16,1.12
-0.00231,-0.16,1.2
-0.002308,-0.08,1.2
-0.002306,-0.08,1.28
-0.002304,-0.16,1.28
-0.0023020000000000002,-0.08,1.28
-0.0023,0.0,1.36
-0.002298,0.0,1.36
-0.002296,0.08,1.44
-0.002294,0.0,1.44
-0.002292,0.08,1.44
