,t,V1,V2,V3
0,1.5453968048095703,-0.000138819,0.000204097,-0.028404897
1,3.092514991760254,-0.000139279,0.000201739,-0.028461779
2,4.6382105350494385,-0.00013886,0.000200524,-0.028586109
3,6.179121494293213,-0.000139258,0.000200932,-0.028663642
4,7.728661775588989,-0.000139101,0.000200461,-0.028712833
5,9.27477216720581,-0.000139237,0.0002035,-0.028789658
6,10.820026636123657,-0.000139353,0.000214105,-0.028904943
7,12.366918325424194,-0.000139426,0.000208446,-0.028964365
8,13.912338018417358,-0.000139227,0.000297039,-0.029487424
9,15.46124529838562,-0.000141436,0.00026165,-0.028258699
10,17.008821725845337,-0.00014042,0.00015213,-0.027422699
11,18.555105924606323,-0.000140577,0.000163846,-0.02697199
12,20.10135579109192,-0.000140462,0.000170416,-0.026846005
13,21.647138118743896,-0.000140368,0.000169075,-0.026887358
14,23.193474292755127,-0.000139907,0.000177438,-0.027025219
15,24.740360498428345,-0.00014041,0.000185004,-0.027128773
16,26.28682231903076,-0.000140473,0.000175237,-0.027230975
17,27.832486867904663,-0.000140619,0.0001753,-0.027194878
18,29.379754304885864,-0.000140504,0.000174524,-0.026990038
19,30.92614507675171,-0.000140525,0.000176432,-0.027026187
