t,V_out,V_R
-0.0005,-0.10400000000000001,1.72
-0.0004996,-0.096,1.76
-0.0004992,-0.10400000000000001,1.76
-0.0004988,-0.096,1.76
-0.0004984,-0.088,1.76
-0.000498,-0.088,1.76
-0.0004976000000000001,-0.084,1.76
-0.0004972,-0.084,1.76
-0.0004968,-0.084,1.76
-0.0004964,-0.084,1.8
-0.000496,-0.076,1.8
-0.0004956,-0.076,1.76
-0.0004952,-0.076,1.76
-0.0004948,-0.076,1.76
-0.0004944,-0.068,1.76
-0.000494,-0.068,1.76
-0.0004936,-0.07200000000000001,1.72
-0.0004932000000000001,-0.064,1.72
-0.0004928,-0.06,1.76
-0.0004924,-0.06,1.72
-0.000492,-0.056,1.72
-0.0004916,-0.052000000000000005,1.72
-0.0004912,-0.048,1.72
-0.0004908,-0.048,1.72
-0.0004904,-0.048,1.72
-0.00049,-0.04,1.72
-0.0004896,-0.036000000000000004,1.68
-0.0004892,-0.036000000000000004,1.72
-0.0004888000000000001,-0.036000000000000004,1.68
-0.0004884,-0.032,1.6400000000000001
-0.000488,-0.028,1.6400000000000001
-0.00048760000000000003,-0.032,1.68
-0.0004872,-0.028,1.68
-0.0004868,-0.028,1.6400000000000001
-0.0004864,-0.024,1.6400000000000001
-0.000486,-0.02,1.6400000000000001
-0.0004856,-0.016,1.6400000000000001
-0.00048520000000000003,-0.012,1.6
-0.0004848,-0.012,1.6400000000000001
-0.0004844,-0.004,1.6
-0.000484,-0.004,1.56
-0.0004836,0.0,1.52
-0.00048320000000000004,-0.004,1.56
-0.0004828,0.0,1.52
-0.0004824,0.008,1.48
-0.000482,0.012,1.48
-0.0004816,0.012,1.52
-0.0004812,0.012,1.44
-0.00048080000000000003,0.012,1.44
-0.0004804,0.02,1.44
-0.00048,0.02,1.4000000000000001
-0.0004796,0.024,1.4000000000000001
-0.0004792,0.02,1.36
-0.00047880000000000004,0.024,1.4000000000000001
-0.00047840000000000003,0.028,1.36
-0.000478,0.036000000000000004,1.32
-0.0004776,0.036000000000000004,1.28
-0.0004772,0.032,1.28
-0.0004768,0.036000000000000004,1.24
-0.00047640000000000003,0.048,1.28
-0.000476,0.048,1.24
-0.0004756,0.052000000000000005,1.2
-0.0004752,0.052000000000000005,1.2
-0.0004748,0.06,1.16
-0.00047440000000000004,0.06,1.16
-0.00047400000000000003,0.06,1.08
-0.0004736,0.064,1.08
-0.0004732,0.064,1.08
