t,V_out,V_R
-0.000125,-0.8,0.6
-0.0001249,-0.76,0.64
-0.0001248,-0.84,0.64
-0.0001247,-0.8,0.64
-0.0001246,-0.84,0.64
-0.0001245,-0.84,0.68
-0.00012440000000000002,-0.88,0.72
-0.0001243,-0.88,0.76
-0.0001242,-0.88,0.8
-0.0001241,-0.92,0.8
-0.000124,-0.92,0.84
-0.0001239,-0.92,0.88
-0.0001238,-0.92,0.88
-0.0001237,-0.92,0.92
-0.0001236,-0.92,0.92
-0.0001235,-0.92,1.0
-0.0001234,-0.96,0.96
-0.00012330000000000002,-1.0,1.04
-0.0001232,-1.0,1.08
-0.0001231,-1.04,1.08
-0.000123,-1.0,1.08
-0.0001229,-1.0,1.12
-0.0001228,-0.96,1.12
-0.0001227,-1.04,1.16
-0.0001226,-1.04,1.2
-0.0001225,-1.04,1.16
-0.0001224,-1.0,1.24
-0.0001223,-1.04,1.24
-0.00012220000000000002,-1.0,1.28
-0.0001221,-1.04,1.24
-0.000122,-1.08,1.28
-0.00012190000000000001,-1.04,1.32
-0.0001218,-1.04,1.32
-0.0001217,-1.12,1.36
-0.0001216,-1.08,1.36
-0.0001215,-1.08,1.4000000000000001
-0.0001214,-1.04,1.4000000000000001
-0.00012130000000000001,-1.08,1.44
-0.0001212,-1.08,1.44
-0.0001211,-1.08,1.48
-0.000121,-1.08,1.48
-0.0001209,-1.08,1.52
-0.00012080000000000001,-1.04,1.56
-0.0001207,-1.08,1.56
-0.0001206,-1.12,1.56
-0.0001205,-1.08,1.56
-0.0001204,-1.08,1.56
-0.0001203,-1.04,1.56
-0.00012020000000000001,-1.04,1.6
-0.0001201,-1.08,1.6
-0.00012,-1.08,1.6
-0.0001199,-1.04,1.6
-0.0001198,-1.04,1.68
-0.00011970000000000001,-1.08,1.6400000000000001
-0.00011960000000000001,-1.08,1.6400000000000001
-0.0001195,-1.0,1.6400000000000001
-0.0001194,-1.04,1.68
-0.0001193,-1.08,1.68
-0.0001192,-1.0,1.68
-0.00011910000000000001,-1.0,1.68
-0.000119,-1.0,1.68
-0.0001189,-1.0,1.72
-0.0001188,-1.04,1.72
-0.0001187,-1.0,1.72
-0.00011860000000000001,-1.0,1.72
-0.00011850000000000001,-0.96,1.76
-0.0001184,-0.96,1.76
-0.0001183,-1.04,1.76
-0.0001182,-1.0,1.72
-0.0001181,-0.96,1.76
-0.00011800000000000001,-0.92,1.72
