,V_e,V_m,fase,Re,Im
0,-2.5,1.70531e-12,9.372,1.70531e-12,2.55797e-13
1,-2.438775510204082,1.76215e-12,147.198,-1.50636e-12,9.66345e-13
2,-2.377551020408163,4.00749e-12,-62.694,1.84742e-12,-3.60957e-12
3,-2.316326530612245,2.89903e-12,-105.948,-8.24233e-13,-2.81376e-12
4,-2.2551020408163267,1.67689e-12,-100.308,-3.12641e-13,-1.67689e-12
5,-2.193877551020408,4.57592e-12,-30.0,3.97907e-12,-2.30217e-12
6,-2.13265306122449,3.52431e-12,-51.51,2.18849e-12,-2.78534e-12
7,-2.0714285714285716,1.42109e-12,38.868,1.10845e-12,8.81076e-13
8,-2.010204081632653,4.26328e-12,-0.894,4.26328e-12,-8.52656e-14
9,-1.9489795918367347,1.27898e-12,27.552,1.13688e-12,5.96859e-13
10,-1.8877551020408163,4.20644e-12,-108.366,-1.33583e-12,-4.03591e-12
11,-1.8265306122448979,3.1264e-12,18.918,2.95587e-12,9.94767e-13
12,-1.7653061224489797,1.30741e-12,9.342,1.30741e-12,1.98953e-13
13,-1.7040816326530612,1.1653e-12,-66.696,4.54751e-13,-1.10845e-12
14,-1.6428571428571428,3.15482e-12,2.4,3.15482e-12,1.13688e-13
15,-1.5816326530612246,5.11594e-12,-67.368,1.96111e-12,-4.71803e-12
16,-1.5204081632653061,2.61481e-12,19.92,2.4727e-12,8.81076e-13
17,-1.4591836734693877,3.3822e-12,-24.798,3.04114e-12,-1.42109e-12
18,-1.3979591836734695,1.76215e-12,-11.832,1.73373e-12,-3.69484e-13
19,-1.336734693877551,2.24533e-12,-10.98,2.21691e-12,-4.54751e-13
20,-1.2755102040816326,4.06433e-12,-53.46,2.41586e-12,-3.29693e-12
21,-1.2142857142857144,2.81376e-12,-107.796,-8.81076e-13,-2.70008e-12
22,-1.153061224489796,1.79057e-12,19.938,1.67689e-12,5.96859e-13
23,-1.0918367346938775,1.19372e-12,-115.5,-5.40016e-13,-1.10845e-12
24,-1.0306122448979593,1.02319e-12,14.934,9.94767e-13,2.55797e-13
25,-0.9693877551020409,2.35902e-12,-9.726,2.33059e-12,-4.26327e-13
26,-0.9081632653061225,4.49066e-12,-7.206,4.46224e-12,-5.68438e-13
27,-0.846938775510204,9.03816e-12,30.528,7.7876e-12,4.57592e-12
28,-0.7857142857142858,4.09275e-12,18.144,3.8938e-12,1.27898e-12
29,-0.7244897959183674,4.09275e-12,-0.696,4.09275e-12,-5.68439e-14
30,-0.6632653061224489,4.34855e-12,-18.432,4.1496e-12,-1.39267e-12
31,-0.6020408163265307,6.5086e-12,-19.548,6.13912e-12,-2.18849e-12
32,-0.5408163265306123,5.8549e-12,-4.872,5.8549e-12,-5.11594e-13
33,-0.4795918367346941,6.59386e-12,-15.966,6.33807e-12,-1.819e-12
34,-0.4183673469387754,5.457e-12,-21.738,5.08751e-12,-2.04638e-12
35,-0.3571428571428572,5.8549e-12,11.148,5.74121e-12,1.10845e-12
36,-0.295918367346939,6.82124e-12,-3.21,6.82124e-12,-3.97906e-13
37,-0.23469387755102034,1.01466e-11,13.398,9.86239e-12,2.33059e-12
38,-0.17346938775510212,9.54975e-12,-12.366,9.32238e-12,-2.0748e-12
39,-0.11224489795918391,8.35604e-12,5.244,8.32762e-12,7.38968e-13
40,-0.05102040816326525,1.13119e-11,-6.684,1.12266e-11,-1.33583e-12
41,0.010204081632652962,1.13972e-11,-6.462,1.13119e-11,-1.30741e-12
42,0.07142857142857117,1.39835e-11,-0.27,1.39835e-11,-8.52656e-14
43,0.13265306122448983,1.31025e-11,8.766,1.29604e-11,1.98953e-12
44,0.19387755102040805,1.64847e-11,-3.996,1.64563e-11,-1.1653e-12
45,0.25510204081632626,1.78489e-11,4.122,1.77921e-11,1.27898e-12
46,0.3163265306122449,1.56889e-11,-3.222,1.56605e-11,-9.09502e-13
47,0.37755102040816313,1.8389e-11,13.518,1.78774e-11,4.29171e-12
48,0.43877551020408134,1.90711e-11,-1.548,1.90711e-11,-5.40016e-13
49,0.5,2.1629e-11,1.944,2.1629e-11,7.10546e-13
