,V_e,V_m,fase,Re,Im
0,-2.5,3.8938e-12,-18.9,3.69485e-12,-1.27898e-12
1,-2.438775510204082,3.55273e-12,45.0,2.50112e-12,2.50112e-12
2,-2.377551020408163,3.01272e-12,-119.82,-1.50636e-12,-2.64323e-12
3,-2.316326530612245,5.03067e-12,-52.638,3.04114e-12,-4.03591e-12
4,-2.2551020408163267,3.72327e-12,-10.758,3.66643e-12,-7.10546e-13
5,-2.193877551020408,2.41586e-12,-150.984,-2.16006e-12,-1.19372e-12
6,-2.13265306122449,2.81376e-12,-84.93,2.27375e-13,-2.84218e-12
7,-2.0714285714285716,2.98429e-12,-50.196,1.90427e-12,-2.30217e-12
8,-2.010204081632653,1.67689e-12,-52.224,1.02319e-12,-1.33583e-12
9,-1.9489795918367347,3.92222e-12,-66.798,1.53478e-12,-3.63801e-12
10,-1.8877551020408163,4.1496e-12,-64.776,1.76215e-12,-3.75169e-12
11,-1.8265306122448979,2.75692e-12,6.528,2.75692e-12,3.12641e-13
12,-1.7653061224489797,2.84218e-12,-10.458,2.78534e-12,-5.40016e-13
13,-1.7040816326530612,1.30741e-12,-96.498,-1.70531e-13,-1.33583e-12
14,-1.6428571428571428,9.09502e-13,-85.914,5.68439e-14,-9.37923e-13
15,-1.5816326530612246,5.03067e-12,-38.838,3.92222e-12,-3.18325e-12
16,-1.5204081632653061,2.64323e-12,-21.6,2.4727e-12,-9.94767e-13
17,-1.4591836734693877,5.68437e-12,7.896,5.62753e-12,7.6739e-13
18,-1.3979591836734695,3.26851e-12,-15.948,3.1264e-12,-9.09502e-13
19,-1.336734693877551,1.36425e-12,50.466,8.52655e-13,1.02319e-12
20,-1.2755102040816326,7.81603e-12,-29.898,6.76439e-12,-3.92222e-12
21,-1.2142857142857144,4.06433e-12,-107.694,-1.25056e-12,-3.8938e-12
22,-1.153061224489796,1.87585e-12,-29.496,1.64847e-12,-9.37923e-13
23,-1.0918367346938775,6.5086e-12,-18.204,6.16754e-12,-2.04638e-12
24,-1.0306122448979593,2.75692e-12,161.13,-2.64323e-12,8.81076e-13
25,-0.9693877551020409,5.11594e-12,39.732,3.92222e-12,3.26851e-12
26,-0.9081632653061225,4.74645e-12,-21.726,4.40539e-12,-1.79057e-12
27,-0.846938775510204,5.31489e-12,-5.37,5.31489e-12,-5.11594e-13
28,-0.7857142857142858,4.71803e-12,-13.254,4.57592e-12,-1.10845e-12
29,-0.7244897959183674,2.50112e-12,-38.538,1.96111e-12,-1.59162e-12
30,-0.6632653061224489,7.56023e-12,2.142,7.56023e-12,2.55797e-13
31,-0.6020408163265307,5.14436e-12,-5.01,5.11594e-12,-4.54751e-13
32,-0.5408163265306123,5.51384e-12,-54.3,3.21167e-12,-4.51908e-12
33,-0.4795918367346941,3.58115e-12,52.542,2.16006e-12,2.84218e-12
34,-0.4183673469387754,3.78012e-12,-5.538,3.78012e-12,-3.69484e-13
35,-0.3571428571428572,7.44654e-12,12.642,7.27601e-12,1.62004e-12
36,-0.295918367346939,6.28123e-12,12.564,6.1107e-12,1.36425e-12
37,-0.23469387755102034,1.00613e-11,-5.124,1.00045e-11,-9.09502e-13
38,-0.17346938775510212,8.92447e-12,-2.244,8.92447e-12,-3.69484e-13
39,-0.11224489795918391,1.23067e-11,1.626,1.23067e-11,3.41062e-13
40,-0.05102040816326525,1.41256e-11,1.752,1.41256e-11,4.26327e-13
41,0.010204081632652962,1.5092e-11,-6.72,1.49784e-11,-1.79057e-12
42,0.07142857142857117,1.83605e-11,12.21,1.79342e-11,3.86538e-12
43,0.13265306122448983,2.28796e-11,-0.876,2.28796e-11,-3.69484e-13
44,0.19387755102040805,1.85595e-11,3.186,1.85311e-11,1.02319e-12
45,0.25510204081632626,2.58354e-11,10.29,2.54091e-11,4.60434e-12
46,0.3163265306122449,2.33628e-11,4.494,2.33059e-11,1.819e-12
47,0.37755102040816313,2.36754e-11,10.62,2.32775e-11,4.34855e-12
48,0.43877551020408134,2.74271e-11,7.368,2.71713e-11,3.49588e-12
49,0.5,2.40733e-11,3.492,2.40449e-11,1.44951e-12
