,V_e,V_m,fase,Re,Im
0,-2.5,2.55797e-12,141.804,-2.04638e-12,1.59162e-12
1,-2.438775510204082,3.1264e-12,-50.82,1.96111e-12,-2.44428e-12
2,-2.377551020408163,1.02319e-12,-136.932,-7.6739e-13,-7.38968e-13
3,-2.316326530612245,8.81076e-13,123.39,-5.11594e-13,7.10546e-13
4,-2.2551020408163267,2.04638e-12,-46.974,1.39267e-12,-1.50636e-12
5,-2.193877551020408,3.15482e-12,-42.234,2.33059e-12,-2.16006e-12
6,-2.13265306122449,3.3822e-12,36.42,2.7285e-12,1.98953e-12
7,-2.0714285714285716,3.69485e-12,-54.312,2.16006e-12,-3.04114e-12
8,-2.010204081632653,1.39267e-12,64.332,5.96859e-13,1.27898e-12
9,-1.9489795918367347,3.95065e-12,-52.506,2.41586e-12,-3.15482e-12
10,-1.8877551020408163,3.86538e-12,-35.736,3.1264e-12,-2.27375e-12
11,-1.8265306122448979,2.50112e-12,-56.628,1.36425e-12,-2.10322e-12
12,-1.7653061224489797,4.83173e-13,-19.656,4.54751e-13,-1.70531e-13
13,-1.7040816326530612,3.09798e-12,73.506,8.81076e-13,2.95587e-12
14,-1.6428571428571428,2.70008e-12,-37.29,2.16006e-12,-1.67689e-12
15,-1.5816326530612246,3.69485e-12,75.648,9.09502e-13,3.58115e-12
16,-1.5204081632653061,3.69484e-13,7.434,3.69484e-13,2.84219e-14
17,-1.4591836734693877,5.05909e-12,-77.88,1.05161e-12,-4.97383e-12
18,-1.3979591836734695,3.09798e-12,12.03,3.04114e-12,6.25281e-13
19,-1.336734693877551,2.16006e-12,-55.332,1.22214e-12,-1.79057e-12
20,-1.2755102040816326,2.75692e-12,91.026,-5.68439e-14,2.75692e-12
21,-1.2142857142857144,2.04638e-12,-52.944,1.22214e-12,-1.64847e-12
22,-1.153061224489796,5.96859e-13,70.56,1.98953e-13,5.40016e-13
23,-1.0918367346938775,2.0748e-12,-73.866,5.68438e-13,-2.01796e-12
24,-1.0306122448979593,2.58639e-12,-68.538,9.37923e-13,-2.44428e-12
25,-0.9693877551020409,1.59162e-12,-116.028,-7.10546e-13,-1.44951e-12
26,-0.9081632653061225,4.40539e-12,30.93,3.78012e-12,2.24533e-12
27,-0.846938775510204,1.87585e-12,1.518,1.87585e-12,2.84219e-14
28,-0.7857142857142858,4.86014e-12,-20.166,4.57592e-12,-1.70531e-12
29,-0.7244897959183674,2.27375e-12,79.992,3.97906e-13,2.24533e-12
30,-0.6632653061224489,2.33059e-12,14.334,2.27375e-12,5.68438e-13
31,-0.6020408163265307,3.32535e-12,16.89,3.15482e-12,9.66345e-13
32,-0.5408163265306123,1.5632e-12,147.48,-1.33583e-12,8.24233e-13
33,-0.4795918367346941,1.90427e-12,29.25,1.64847e-12,9.09502e-13
34,-0.4183673469387754,5.62753e-12,-81.486,8.24233e-13,-5.57068e-12
35,-0.3571428571428572,3.58115e-12,-31.782,3.04114e-12,-1.90427e-12
36,-0.295918367346939,2.41586e-12,-14.802,2.33059e-12,-6.25281e-13
37,-0.23469387755102034,8.81076e-13,-69.57,3.12641e-13,-8.52655e-13
38,-0.17346938775510212,3.69484e-13,-41.424,2.55797e-13,-2.55797e-13
39,-0.11224489795918391,7.36128e-12,-40.686,5.57068e-12,-4.8033e-12
40,-0.05102040816326525,4.74645e-12,60.924,2.30217e-12,4.1496e-12
41,0.010204081632652962,2.67165e-12,86.448,1.42109e-13,2.67165e-12
42,0.07142857142857117,5.5991e-12,25.572,5.03067e-12,2.41586e-12
43,0.13265306122448983,2.67165e-12,-28.302,2.35902e-12,-1.30741e-12
44,0.19387755102040805,2.81376e-12,5.412,2.81376e-12,2.55797e-13
45,0.25510204081632626,8.66868e-12,-6.948,8.61183e-12,-1.05161e-12
46,0.3163265306122449,6.42333e-12,23.376,5.88332e-12,2.52955e-12
47,0.37755102040816313,7.02019e-12,-38.256,5.51384e-12,-4.37697e-12
48,0.43877551020408134,6.79282e-12,15.462,6.56544e-12,1.79057e-12
49,0.5,9.26553e-12,21.21,8.61183e-12,3.32535e-12
