,V_e,V_m,fase,Re,Im
0,-2.5,2.50112e-12,-71.922,7.6739e-13,-2.41586e-12
1,-2.438775510204082,2.55797e-13,3.366,2.55797e-13,0.0
2,-2.377551020408163,2.18849e-12,-51.474,1.36425e-12,-1.73373e-12
3,-2.316326530612245,7.6739e-13,-14.934,7.38968e-13,-2.27375e-13
4,-2.2551020408163267,2.16006e-12,-4.836,2.16006e-12,-1.98953e-13
5,-2.193877551020408,3.06956e-12,-84.72,2.55797e-13,-3.06956e-12
6,-2.13265306122449,3.60957e-12,6.078,3.58115e-12,3.69484e-13
7,-2.0714285714285716,2.04638e-12,-123.18,-1.13688e-12,-1.73373e-12
8,-2.010204081632653,2.13164e-12,-13.494,2.0748e-12,-5.11594e-13
9,-1.9489795918367347,3.60957e-12,-69.474,1.25056e-12,-3.41062e-12
10,-1.8877551020408163,4.1496e-12,89.082,5.68439e-14,4.1496e-12
11,-1.8265306122448979,4.37697e-12,-80.856,6.82124e-13,-4.37697e-12
12,-1.7653061224489797,5.40016e-13,-154.98,-5.11594e-13,-2.55797e-13
13,-1.7040816326530612,1.36425e-12,-71.784,4.26327e-13,-1.33583e-12
14,-1.6428571428571428,1.98953e-12,-77.94,3.97906e-13,-1.96111e-12
15,-1.5816326530612246,2.70008e-12,-52.494,1.64847e-12,-2.16006e-12
16,-1.5204081632653061,2.13164e-12,-37.05,1.67689e-12,-1.30741e-12
17,-1.4591836734693877,1.50636e-12,-36.492,1.19372e-12,-9.09502e-13
18,-1.3979591836734695,1.79057e-12,-88.422,2.84219e-14,-1.819e-12
19,-1.336734693877551,1.70531e-12,-8.826,1.70531e-12,-2.84219e-13
20,-1.2755102040816326,1.62004e-12,-170.634,-1.62004e-12,-2.84219e-13
21,-1.2142857142857144,5.40015e-12,-45.996,3.75169e-12,-3.92222e-12
22,-1.153061224489796,2.33059e-12,-93.27,-1.42109e-13,-2.35902e-12
23,-1.0918367346938775,3.92222e-12,-16.446,3.78012e-12,-1.13688e-12
24,-1.0306122448979593,2.81376e-12,-119.286,-1.39267e-12,-2.4727e-12
25,-0.9693877551020409,3.29693e-12,-14.034,3.18325e-12,-8.24233e-13
26,-0.9081632653061225,4.57592e-12,-44.706,3.24009e-12,-3.24009e-12
27,-0.846938775510204,7.10546e-13,-126.606,-4.54751e-13,-5.96859e-13
28,-0.7857142857142858,4.40539e-12,-4.332,4.37697e-12,-3.41062e-13
29,-0.7244897959183674,1.44951e-12,-18.018,1.36425e-12,-4.54751e-13
30,-0.6632653061224489,4.86014e-12,1.572,4.86014e-12,1.13688e-13
31,-0.6020408163265307,4.34855e-12,-6.144,4.32013e-12,-4.83173e-13
32,-0.5408163265306123,5.22962e-12,11.916,5.11594e-12,1.08003e-12
33,-0.4795918367346941,6.22438e-12,9.54,6.13912e-12,1.02319e-12
34,-0.4183673469387754,4.68961e-12,-25.386,4.23486e-12,-2.01796e-12
35,-0.3571428571428572,1.04308e-11,-5.946,1.0374e-11,-1.10845e-12
36,-0.295918367346939,6.5086e-12,-4.254,6.48018e-12,-5.11594e-13
37,-0.23469387755102034,1.15393e-11,-15.138,1.11414e-11,-3.04114e-12
38,-0.17346938775510212,8.78236e-12,25.254,7.92971e-12,3.72327e-12
39,-0.11224489795918391,9.3508e-12,11.712,9.15185e-12,1.87585e-12
40,-0.05102040816326525,1.08856e-11,15.69,1.04877e-11,2.92745e-12
41,0.010204081632652962,1.38983e-11,1.716,1.38983e-11,3.97906e-13
42,0.07142857142857117,1.47794e-11,9.864,1.4552e-11,2.50112e-12
43,0.13265306122448983,1.55752e-11,-7.434,1.54331e-11,-2.01796e-12
44,0.19387755102040805,1.57457e-11,3.456,1.57173e-11,9.37923e-13
45,0.25510204081632626,1.98385e-11,4.962,1.97816e-11,1.70531e-12
46,0.3163265306122449,2.08901e-11,0.09,2.08901e-11,0.0
47,0.37755102040816313,2.40733e-11,9.756,2.37322e-11,4.06433e-12
48,0.43877551020408134,2.07195e-11,5.58,2.06059e-11,1.98953e-12
49,0.5,2.42438e-11,5.01,2.41301e-11,2.10322e-12
