t,V_m,V_e
0.1925,7.76,5.04
0.19251000000000001,7.68,5.04
0.19252,7.76,5.04
0.19253,7.76,5.04
0.19254000000000002,7.76,5.04
0.19255,7.68,5.04
0.19256,7.76,5.04
0.19257,7.76,5.04
0.19258,7.76,5.04
0.19259,7.84,5.04
0.1926,7.76,5.04
0.19261,7.76,5.04
0.19262,7.76,5.04
0.19263,7.76,5.04
0.19264,7.76,5.04
0.19265000000000002,7.76,5.04
0.19266,7.76,5.04
0.19267,7.76,5.04
0.19268000000000002,7.76,5.04
0.19269,7.76,5.04
0.1927,7.76,5.04
0.19271,7.76,5.04
0.19272,7.76,5.04
0.19273,7.76,5.04
0.19274,7.76,5.04
0.19275,7.76,5.04
0.19276000000000001,7.76,5.04
0.19277,7.76,5.04
0.19278,7.76,5.04
0.19279000000000002,7.76,5.04
0.1928,7.76,5.04
0.19281,7.76,5.04
0.19282,7.76,5.04
0.19283,7.76,5.04
0.19284,7.84,5.04
0.19285,7.76,5.04
0.19286,7.84,5.04
0.19287,7.76,5.04
0.19288,7.76,5.04
0.19289,7.76,5.04
0.19290000000000002,7.76,5.04
0.19291,7.76,5.04
0.19292,7.76,5.04
0.19293000000000002,7.76,5.04
0.19294,7.84,5.04
0.19295,7.76,5.04
0.19296,7.76,5.04
0.19297,7.84,5.04
0.19298,7.84,5.04
0.19299,7.84,5.04
0.193,7.84,5.04
0.19301000000000001,7.84,5.04
0.19302,7.76,5.04
0.19303,7.84,5.04
0.19304000000000002,7.76,5.04
0.19305,7.76,5.04
0.19306,7.76,5.04
0.19307,7.84,5.04
0.19308,7.84,5.04
0.19309,7.84,5.04
0.1931,7.84,5.04
0.19311,7.76,5.04
0.19312,7.84,5.04
0.19313,7.84,5.04
0.19314,7.76,5.04
0.19315000000000002,7.84,5.04
0.19316,7.84,5.04
0.19317,7.84,5.04
0.19318000000000002,7.84,5.04
0.19319,7.84,5.04
0.1932,7.84,5.04
0.19321,7.84,5.04
0.19322,7.76,5.04
0.19323,7.84,5.04
0.19324,7.84,5.04
0.19325,7.84,5.04
0.19326000000000002,7.84,5.04
0.19327,7.84,5.04
0.19328,7.84,5.04
0.19329000000000002,7.84,5.04
0.1933,7.76,5.04
0.19331,7.84,5.04
0.19332,7.84,5.04
0.19333,7.84,5.04
0.19334,7.84,5.04
0.19335,7.76,5.04
0.19336,7.84,5.04
0.19337000000000001,7.76,5.04
0.19338,7.84,5.04
0.19339,7.84,5.04
0.19340000000000002,7.84,5.04
0.19341,7.84,5.04
0.19342,7.84,5.04
0.19343,7.84,5.04
0.19344,7.84,5.04
0.19345,7.84,5.04
0.19346,7.84,5.04
0.19347,7.84,5.04
0.19348,7.84,5.04
0.19349,7.84,5.04
0.1935,7.84,5.04
0.19351000000000002,7.84,5.04
0.19352,7.84,5.04
0.19353,7.84,5.04
0.19354000000000002,7.84,5.04
0.19355,7.84,5.04
0.19356,7.84,5.04
0.19357,7.84,5.04
0.19358,7.84,5.04
0.19359,7.84,5.04
0.1936,7.84,5.04
0.19361,7.92,5.04
0.19362000000000001,7.84,5.04
0.19363,7.84,5.04
0.19364,7.84,5.04
0.19365000000000002,7.92,4.96
0.19366,7.84,5.04
0.19367,7.84,5.04
0.19368,7.84,5.04
0.19369,7.84,5.04
0.1937,7.84,5.04
0.19371,7.84,5.04
0.19372,7.84,5.04
0.19373,7.92,5.04
0.19374,7.84,5.04
0.19375,7.84,5.04
0.19376000000000002,7.84,5.04
0.19377,7.84,5.04
0.19378,7.84,5.04
0.19379000000000002,7.84,5.04
0.1938,7.84,5.04
0.19381,7.84,5.04
0.19382,7.84,5.04
0.19383,7.92,5.04
0.19384,7.84,5.04
0.19385,7.92,5.04
0.19386,7.92,4.96
0.19387000000000001,7.84,5.04
0.19388,7.84,5.04
0.19389,7.84,5.04
0.19390000000000002,7.92,5.04
0.19391,7.84,5.04
0.19392,7.84,5.04
0.19393,7.92,5.04
0.19394,7.84,5.04
0.19395,7.92,5.04
0.19396,7.84,5.04
0.19397,7.92,5.04
0.19398,7.92,5.04
0.19399,7.92,5.04
0.194,7.92,5.04
0.19401000000000002,7.92,5.04
0.19402,7.84,5.04
0.19403,7.92,5.04
0.19404000000000002,7.84,5.04
0.19405,7.84,5.04
0.19406,7.92,5.04
0.19407,7.92,5.04
0.19408,7.92,5.04
0.19409,7.84,5.04
0.1941,7.92,5.04
0.19411,7.92,5.04
0.19412000000000001,7.92,5.04
0.19413,7.92,5.04
0.19414,7.92,5.04
0.19415000000000002,7.84,5.04
0.19416,7.92,5.04
0.19417,7.92,5.04
0.19418,7.84,5.04
0.19419,7.92,5.04
0.1942,7.92,5.04
0.19421,7.92,5.04
0.19422,7.84,5.04
0.19423,7.84,5.04
0.19424,7.84,5.04
0.19425,7.92,5.04
0.19426000000000002,7.92,5.04
0.19427,7.92,5.04
0.19428,7.92,5.04
0.19429000000000002,7.92,5.04
0.1943,7.92,5.04
0.19431,7.92,5.04
0.19432,7.92,5.04
0.19433,7.92,5.04
0.19434,7.92,5.04
0.19435,7.92,5.04
0.19436,7.92,5.04
0.19437000000000001,7.92,5.04
0.19438,7.92,5.04
0.19439,7.92,5.04
0.19440000000000002,7.92,5.04
0.19441,7.92,5.04
0.19442,7.92,5.04
0.19443,7.92,5.04
0.19444,7.84,5.04
0.19445,7.92,5.04
0.19446,7.92,5.04
0.19447,7.92,5.04
0.19448000000000001,7.92,5.04
0.19449,7.92,5.04
0.1945,7.92,5.04
0.19451000000000002,7.92,5.04
0.19452,7.92,5.04
0.19453,7.92,5.04
0.19454,7.92,5.04
0.19455,7.92,5.04
0.19456,7.92,5.04
0.19457,7.92,5.04
0.19458,7.92,5.04
0.19459,7.92,5.04
0.1946,7.92,5.04
0.19461,7.92,5.04
0.19462000000000002,7.92,5.04
0.19463,7.92,5.04
0.19464,7.92,5.04
0.19465000000000002,7.92,5.04
0.19466,7.92,5.04
0.19467,7.92,5.04
0.19468,7.92,5.04
0.19469,7.92,5.04
0.1947,7.92,5.04
0.19471,7.92,5.04
0.19472,7.92,5.04
0.19473000000000001,8.0,5.04
0.19474,8.0,5.04
0.19475,7.92,5.04
0.19476000000000002,7.92,5.04
0.19477,7.92,5.04
0.19478,7.92,5.04
0.19479000000000002,7.92,5.04
0.1948,7.92,5.04
0.19481,7.92,5.04
0.19482,8.0,5.04
0.19483,8.0,5.04
0.19484,7.92,5.04
0.19485,7.92,5.04
0.19486,7.92,5.04
0.19487000000000002,7.92,5.04
0.19488,7.92,5.04
0.19489,7.92,5.04
0.19490000000000002,8.0,5.04
0.19491,7.92,5.04
0.19492,7.92,5.04
0.19493,7.92,5.04
0.19494,7.92,5.04
0.19495,8.0,5.04
0.19496,7.92,5.04
0.19497,8.0,5.04
0.19498000000000001,7.92,5.04
0.19499,8.0,5.04
0.195,7.92,5.04
0.19501000000000002,7.92,5.04
0.19502,8.0,5.04
0.19503,7.92,5.04
0.19504,8.0,5.04
0.19505,7.92,5.04
0.19506,8.0,5.04
0.19507,8.0,5.04
0.19508,8.0,5.04
0.19509,7.92,5.04
0.1951,7.92,5.04
0.19511,8.0,5.04
0.19512000000000002,7.92,5.04
0.19513,8.0,5.04
0.19514,8.0,5.04
0.19515000000000002,7.92,5.04
0.19516,7.92,5.04
0.19517,7.92,5.04
0.19518,8.0,5.04
0.19519,8.0,5.04
0.1952,8.0,5.04
0.19521,7.92,5.04
0.19522,7.92,5.04
0.19523000000000001,8.0,5.04
0.19524,8.0,5.04
0.19525,7.92,5.04
0.19526000000000002,8.0,5.04
0.19527,8.0,5.04
0.19528,7.92,5.04
0.19529,7.92,5.04
0.1953,8.0,5.04
0.19531,8.0,4.96
0.19532,7.92,5.04
0.19533,8.0,5.04
0.19534,8.0,4.96
0.19535,8.0,5.04
0.19536,7.92,5.04
0.19537000000000002,7.92,5.04
0.19538,8.0,5.04
0.19539,7.92,5.04
0.19540000000000002,8.0,5.04
0.19541,8.0,5.04
0.19542,8.0,5.04
0.19543,8.0,5.04
0.19544,8.0,5.04
0.19545,8.0,5.04
0.19546,8.0,5.04
0.19547,8.0,5.04
0.19548000000000001,8.0,5.04
0.19549,8.0,5.04
0.1955,8.0,5.04
0.19551000000000002,8.0,5.04
0.19552,8.0,5.04
0.19553,8.0,5.04
0.19554,8.0,5.04
0.19555,8.0,5.04
0.19556,8.0,5.04
0.19557,8.0,5.04
0.19558,8.0,5.04
0.19559,8.0,5.04
0.1956,8.0,0.16
0.19561,8.0,0.16
0.19562000000000002,7.92,0.16
0.19563,7.92,0.16
0.19564,7.92,0.16
0.19565000000000002,7.92,0.16
0.19566,7.84,0.16
0.19567,7.84,0.16
0.19568,7.84,0.16
0.19569,7.84,0.16
0.1957,7.76,0.16
0.19571,7.84,0.16
0.19572,7.76,0.16
0.19573000000000002,7.68,0.16
0.19574,7.76,0.16
0.19575,7.68,0.16
