t,V_out,V_R
-5e-05,1.68,0.12
-4.996e-05,1.6,0.12
-4.992e-05,1.68,0.12
-4.9880000000000004e-05,1.6,0.16
-4.9840000000000004e-05,1.6,0.2
-4.9800000000000004e-05,1.68,0.2
-4.9760000000000005e-05,1.52,0.2
-4.9720000000000005e-05,1.6,0.24
-4.9680000000000005e-05,1.6,0.28
-4.964e-05,1.52,0.2
-4.96e-05,1.52,0.28
-4.956e-05,1.52,0.28
-4.952e-05,1.52,0.36
-4.948e-05,1.52,0.32
-4.944e-05,1.52,0.32
-4.94e-05,1.52,0.28
-4.936e-05,1.44,0.36
-4.932e-05,1.44,0.4
-4.928e-05,1.44,0.4
-4.924e-05,1.52,0.4
-4.92e-05,1.36,0.44
-4.9160000000000004e-05,1.36,0.4
-4.9120000000000004e-05,1.36,0.44
-4.9080000000000004e-05,1.36,0.44
-4.9040000000000005e-05,1.36,0.44
-4.9000000000000005e-05,1.28,0.52
-4.8960000000000006e-05,1.28,0.48
-4.892e-05,1.36,0.52
-4.888e-05,1.28,0.48
-4.884e-05,1.36,0.52
-4.88e-05,1.28,0.56
-4.876e-05,1.2,0.56
-4.872e-05,1.28,0.56
-4.868e-05,1.28,0.6
-4.864e-05,1.28,0.56
-4.86e-05,1.2,0.6
-4.856e-05,1.12,0.6
-4.852e-05,1.12,0.64
-4.8480000000000003e-05,1.12,0.68
-4.8440000000000004e-05,1.12,0.68
-4.8400000000000004e-05,1.12,0.68
-4.8360000000000005e-05,1.04,0.72
-4.8320000000000005e-05,1.04,0.72
-4.8280000000000005e-05,1.04,0.72
-4.824e-05,1.12,0.72
-4.82e-05,1.12,0.76
-4.816e-05,1.04,0.76
-4.812e-05,1.04,0.76
-4.808e-05,0.88,0.8
-4.804e-05,0.96,0.8
-4.8e-05,0.88,0.84
-4.796e-05,0.96,0.84
-4.792e-05,0.96,0.84
-4.788e-05,0.88,0.84
-4.784e-05,0.96,0.88
-4.78e-05,0.8,0.88
-4.7760000000000004e-05,0.96,0.88
-4.7720000000000004e-05,0.8,0.92
-4.7680000000000004e-05,0.8,0.92
-4.7640000000000005e-05,0.88,0.96
-4.7600000000000005e-05,0.8,1.0
-4.7560000000000005e-05,0.8,0.96
-4.7520000000000006e-05,0.8,0.96
-4.748e-05,0.8,1.0
-4.744e-05,0.72,0.96
-4.74e-05,0.64,1.04
-4.736e-05,0.72,1.0
-4.732e-05,0.72,1.04
-4.728e-05,0.64,1.0
-4.724e-05,0.64,1.08
-4.72e-05,0.64,1.08
-4.716e-05,0.56,1.04
-4.712e-05,0.56,1.12
-4.708e-05,0.64,1.12
-4.7040000000000004e-05,0.48,1.12
-4.7000000000000004e-05,0.56,1.12
-4.6960000000000004e-05,0.4,1.16
-4.6920000000000005e-05,0.48,1.16
-4.6880000000000005e-05,0.48,1.16
-4.6840000000000006e-05,0.4,1.16
-4.68e-05,0.48,1.16
-4.676e-05,0.48,1.16
-4.672e-05,0.48,1.2
-4.668e-05,0.4,1.16
-4.664e-05,0.32,1.2
-4.66e-05,0.32,1.24
-4.656e-05,0.32,1.2
-4.652e-05,0.32,1.24
-4.648e-05,0.4,1.28
-4.644e-05,0.24,1.32
-4.64e-05,0.16,1.28
-4.636e-05,0.24,1.28
-4.6320000000000004e-05,0.16,1.32
-4.6280000000000004e-05,0.24,1.32
-4.6240000000000005e-05,0.16,1.36
-4.6200000000000005e-05,0.16,1.32
-4.6160000000000005e-05,0.16,1.36
-4.612e-05,0.16,1.36
-4.6080000000000006e-05,0.16,1.4000000000000001
-4.604e-05,0.16,1.4000000000000001
-4.6e-05,0.08,1.4000000000000001
-4.596e-05,0.08,1.4000000000000001
-4.592e-05,0.08,1.4000000000000001
-4.588e-05,0.08,1.4000000000000001
-4.584e-05,0.0,1.44
-4.58e-05,-0.08,1.4000000000000001
-4.576e-05,0.0,1.44
-4.572e-05,-0.08,1.48
-4.568e-05,0.0,1.44
-4.5640000000000003e-05,-0.08,1.44
-4.5600000000000004e-05,-0.16,1.48
-4.5560000000000004e-05,-0.16,1.48
-4.5520000000000005e-05,-0.16,1.48
-4.5480000000000005e-05,-0.08,1.44
-4.544e-05,-0.08,1.48
-4.5400000000000006e-05,-0.16,1.52
-4.536e-05,-0.24,1.52
-4.532e-05,-0.24,1.52
-4.528e-05,-0.16,1.52
-4.524e-05,-0.24,1.52
-4.52e-05,-0.24,1.52
-4.516e-05,-0.32,1.56
-4.512e-05,-0.32,1.52
-4.508e-05,-0.4,1.56
-4.504e-05,-0.4,1.6
-4.5e-05,-0.4,1.6
-4.496e-05,-0.32,1.56
-4.4920000000000004e-05,-0.32,1.56
-4.4880000000000004e-05,-0.4,1.6
-4.4840000000000004e-05,-0.4,1.6
-4.4800000000000005e-05,-0.4,1.6
-4.4760000000000005e-05,-0.48,1.6
-4.4720000000000006e-05,-0.4,1.6
-4.468e-05,-0.56,1.6
-4.464e-05,-0.56,1.6
-4.46e-05,-0.56,1.6
-4.456e-05,-0.56,1.6400000000000001
-4.452e-05,-0.56,1.6400000000000001
-4.448e-05,-0.64,1.6400000000000001
-4.444e-05,-0.56,1.68
-4.44e-05,-0.64,1.68
-4.436e-05,-0.64,1.68
-4.432e-05,-0.64,1.68
-4.428e-05,-0.64,1.6400000000000001
-4.424e-05,-0.64,1.72
-4.4200000000000004e-05,-0.72,1.72
-4.4160000000000004e-05,-0.64,1.6400000000000001
-4.4120000000000004e-05,-0.72,1.6400000000000001
-4.4080000000000005e-05,-0.8,1.72
-4.4040000000000005e-05,-0.8,1.72
-4.4e-05,-0.8,1.72
-4.3960000000000006e-05,-0.8,1.72
-4.392e-05,-0.88,1.72
-4.388e-05,-0.8,1.72
-4.384e-05,-0.8,1.72
-4.38e-05,-0.88,1.72
-4.376e-05,-0.88,1.72
-4.372e-05,-0.88,1.72
-4.368e-05,-0.96,1.72
-4.364e-05,-0.88,1.72
-4.36e-05,-0.96,1.72
-4.356e-05,-0.96,1.76
-4.3520000000000003e-05,-0.96,1.72
-4.3480000000000004e-05,-1.04,1.72
-4.3440000000000004e-05,-0.96,1.72
-4.3400000000000005e-05,-1.12,1.72
-4.3360000000000005e-05,-1.04,1.72
-4.332e-05,-1.04,1.72
-4.3280000000000006e-05,-1.04,1.72
-4.324e-05,-1.04,1.72
-4.32e-05,-1.12,1.76
-4.316e-05,-1.04,1.76
-4.312e-05,-1.12,1.76
-4.308e-05,-1.12,1.76
-4.304e-05,-1.12,1.72
-4.3e-05,-1.2,1.72
-4.296e-05,-1.2,1.72
-4.292e-05,-1.2,1.76
-4.288e-05,-1.28,1.72
-4.284e-05,-1.28,1.76
-4.2800000000000004e-05,-1.28,1.72
-4.2760000000000004e-05,-1.28,1.76
-4.2720000000000004e-05,-1.28,1.72
-4.2680000000000005e-05,-1.28,1.72
-4.2640000000000005e-05,-1.28,1.72
-4.2600000000000005e-05,-1.36,1.72
-4.256e-05,-1.36,1.76
-4.252e-05,-1.36,1.72
-4.248e-05,-1.36,1.76
-4.244e-05,-1.44,1.8
-4.24e-05,-1.44,1.76
-4.236e-05,-1.44,1.8
-4.232e-05,-1.52,1.76
-4.228e-05,-1.36,1.72
-4.224e-05,-1.52,1.72
-4.22e-05,-1.44,1.76
-4.216e-05,-1.52,1.72
-4.212e-05,-1.52,1.72
-4.2080000000000004e-05,-1.44,1.72
-4.2040000000000004e-05,-1.6,1.76
-4.2000000000000004e-05,-1.52,1.76
-4.196e-05,-1.52,1.68
-4.1920000000000005e-05,-1.52,1.76
-4.188e-05,-1.52,1.72
-4.1840000000000006e-05,-1.6,1.68
-4.18e-05,-1.68,1.68
-4.176e-05,-1.6,1.68
-4.172e-05,-1.6,1.68
-4.168e-05,-1.68,1.68
-4.164e-05,-1.68,1.68
-4.16e-05,-1.68,1.68
-4.156e-05,-1.52,1.68
-4.152e-05,-1.68,1.68
-4.148e-05,-1.68,1.6400000000000001
-4.144e-05,-1.76,1.68
-4.1400000000000003e-05,-1.76,1.68
-4.1360000000000004e-05,-1.68,1.6400000000000001
-4.1320000000000004e-05,-1.76,1.6400000000000001
-4.1280000000000005e-05,-1.76,1.6400000000000001
-4.1240000000000005e-05,-1.76,1.6400000000000001
-4.12e-05,-1.76,1.6400000000000001
-4.1160000000000006e-05,-1.76,1.68
-4.112e-05,-1.76,1.6
-4.108e-05,-1.76,1.6
-4.104e-05,-1.76,1.6400000000000001
-4.1e-05,-1.76,1.6400000000000001
-4.096e-05,-1.84,1.6
-4.092e-05,-1.84,1.6
-4.088e-05,-1.84,1.56
-4.084e-05,-1.92,1.6400000000000001
-4.08e-05,-1.92,1.6
-4.076e-05,-1.84,1.56
-4.072e-05,-1.84,1.56
-4.0680000000000004e-05,-1.92,1.56
-4.0640000000000004e-05,-2.0,1.56
-4.0600000000000004e-05,-1.92,1.6
-4.0560000000000005e-05,-1.92,1.52
-4.052e-05,-1.92,1.52
-4.0480000000000005e-05,-1.92,1.56
-4.044e-05,-1.84,1.48
-4.0400000000000006e-05,-2.0,1.52
-4.036e-05,-2.0,1.52
-4.032e-05,-1.92,1.52
-4.028e-05,-2.0,1.52
-4.024e-05,-2.0,1.52
-4.02e-05,-1.92,1.48
-4.016e-05,-2.0,1.52
-4.012e-05,-2.0,1.48
-4.008e-05,-2.0,1.48
-4.004e-05,-2.0,1.44
-4e-05,-2.08,1.44
-3.9960000000000004e-05,-2.0,1.44
-3.9920000000000004e-05,-2.0,1.4000000000000001
-3.9880000000000004e-05,-2.08,1.4000000000000001
-3.984e-05,-2.0,1.36
-3.9800000000000005e-05,-2.08,1.36
-3.976e-05,-2.08,1.36
-3.9720000000000006e-05,-2.0,1.36
-3.968e-05,-2.0,1.36
-3.964e-05,-2.08,1.36
-3.96e-05,-2.08,1.32
-3.956e-05,-2.16,1.32
-3.952e-05,-2.08,1.28
-3.948e-05,-2.08,1.32
-3.944e-05,-2.08,1.28
-3.94e-05,-2.08,1.28
-3.936e-05,-2.08,1.32
-3.932e-05,-2.16,1.28
-3.9280000000000003e-05,-2.08,1.28
-3.9240000000000004e-05,-2.08,1.24
-3.9200000000000004e-05,-2.08,1.2
-3.9160000000000005e-05,-2.16,1.2
-3.9120000000000005e-05,-2.16,1.2
-3.908e-05,-2.16,1.28
-3.9040000000000006e-05,-2.16,1.2
-3.9e-05,-2.08,1.2
-3.896e-05,-2.08,1.2
-3.892e-05,-2.16,1.2
-3.888e-05,-2.08,1.16
-3.884e-05,-2.08,1.16
-3.88e-05,-2.24,1.12
-3.876e-05,-2.08,1.12
-3.872e-05,-2.16,1.12
-3.868e-05,-2.24,1.08
-3.864e-05,-2.16,1.08
-3.86e-05,-2.16,1.04
-3.8560000000000004e-05,-2.08,1.08
-3.8520000000000004e-05,-2.08,1.04
-3.8480000000000004e-05,-2.16,1.08
-3.8440000000000005e-05,-2.16,1.04
-3.84e-05,-2.16,1.08
-3.8360000000000005e-05,-2.16,1.04
-3.832e-05,-2.08,0.96
-3.8280000000000006e-05,-2.16,1.0
-3.824e-05,-2.16,1.0
-3.82e-05,-2.24,0.96
-3.816e-05,-2.16,0.96
-3.812e-05,-2.08,0.92
-3.808e-05,-2.16,0.96
-3.804e-05,-2.08,0.92
-3.8e-05,-2.16,0.96
-3.796e-05,-2.16,0.92
-3.792e-05,-2.16,0.88
-3.788e-05,-2.16,0.84
-3.7840000000000004e-05,-2.24,0.88
-3.7800000000000004e-05,-2.16,0.84
-3.7760000000000004e-05,-2.08,0.8
-3.772e-05,-2.08,0.8
-3.7680000000000005e-05,-2.16,0.8
-3.764e-05,-2.08,0.8
-3.7600000000000006e-05,-2.16,0.76
-3.756e-05,-2.16,0.76
-3.752e-05,-2.08,0.76
-3.748e-05,-2.08,0.76
-3.744e-05,-2.08,0.68
-3.74e-05,-2.16,0.72
-3.736e-05,-2.08,0.72
-3.732e-05,-2.08,0.68
-3.728e-05,-2.08,0.72
-3.724e-05,-2.16,0.64
-3.72e-05,-2.08,0.64
-3.716e-05,-2.08,0.64
-3.7120000000000004e-05,-2.0,0.6
-3.7080000000000004e-05,-2.08,0.6
-3.7040000000000005e-05,-2.0,0.56
-3.7000000000000005e-05,-2.08,0.56
-3.696e-05,-2.08,0.56
-3.6920000000000006e-05,-2.0,0.56
-3.688e-05,-2.0,0.52
-3.684e-05,-2.08,0.52
-3.68e-05,-2.0,0.52
-3.676e-05,-2.0,0.48
-3.672e-05,-2.0,0.44
-3.668e-05,-2.08,0.48
-3.664e-05,-2.0,0.48
-3.66e-05,-1.92,0.44
-3.656e-05,-2.0,0.44
-3.652e-05,-2.0,0.4
-3.648e-05,-2.0,0.36
-3.6440000000000003e-05,-1.92,0.36
-3.6400000000000004e-05,-2.0,0.32
-3.6360000000000004e-05,-1.92,0.36
-3.6320000000000005e-05,-2.0,0.36
-3.628e-05,-2.0,0.32
-3.6240000000000005e-05,-1.92,0.28
-3.62e-05,-2.0,0.28
-3.6160000000000006e-05,-1.92,0.24
-3.612e-05,-1.92,0.28
-3.608e-05,-1.92,0.28
-3.604e-05,-1.92,0.24
-3.6e-05,-1.92,0.24
-3.596e-05,-1.84,0.24
-3.592e-05,-1.84,0.24
-3.588e-05,-1.84,0.16
-3.584e-05,-1.92,0.2
-3.58e-05,-1.84,0.16
-3.576e-05,-1.84,0.16
-3.5720000000000004e-05,-1.76,0.12
-3.5680000000000004e-05,-1.84,0.12
-3.5640000000000004e-05,-1.84,0.12
-3.56e-05,-1.84,0.08
-3.5560000000000005e-05,-1.84,0.04
-3.552e-05,-1.68,0.08
-3.5480000000000006e-05,-1.84,0.04
-3.544e-05,-1.84,0.04
-3.54e-05,-1.76,0.0
-3.536e-05,-1.76,-0.04
-3.532e-05,-1.76,0.04
-3.528e-05,-1.76,-0.04
-3.524e-05,-1.76,-0.04
-3.52e-05,-1.76,-0.08
-3.516e-05,-1.68,-0.04
-3.512e-05,-1.76,-0.08
-3.508e-05,-1.68,-0.12
-3.504e-05,-1.68,-0.12
-3.5000000000000004e-05,-1.76,-0.12
-3.4960000000000004e-05,-1.6,-0.16
-3.4920000000000004e-05,-1.6,-0.2
-3.4880000000000005e-05,-1.6,-0.16
-3.484e-05,-1.52,-0.2
-3.4800000000000006e-05,-1.6,-0.2
-3.476e-05,-1.6,-0.2
-3.4720000000000006e-05,-1.6,-0.2
-3.468e-05,-1.52,-0.24
-3.464e-05,-1.52,-0.28
-3.46e-05,-1.52,-0.28
-3.456e-05,-1.52,-0.24
-3.452e-05,-1.6,-0.28
-3.448e-05,-1.44,-0.32
-3.444e-05,-1.52,-0.32
-3.44e-05,-1.52,-0.32
-3.436e-05,-1.44,-0.36
-3.4320000000000003e-05,-1.52,-0.4
-3.4280000000000004e-05,-1.44,-0.4
-3.424e-05,-1.52,-0.36
-3.4200000000000005e-05,-1.44,-0.44
-3.416e-05,-1.36,-0.44
-3.4120000000000005e-05,-1.28,-0.4
-3.408e-05,-1.44,-0.52
-3.4040000000000006e-05,-1.36,-0.48
-3.4e-05,-1.28,-0.44
-3.396000000000001e-05,-1.36,-0.48
-3.392e-05,-1.36,-0.52
-3.388e-05,-1.28,-0.52
-3.384e-05,-1.28,-0.52
-3.38e-05,-1.2,-0.56
-3.376e-05,-1.28,-0.56
-3.372e-05,-1.28,-0.6
-3.368e-05,-1.2,-0.56
-3.364e-05,-1.28,-0.64
-3.3600000000000004e-05,-1.12,-0.6
-3.356e-05,-1.12,-0.68
-3.3520000000000004e-05,-1.2,-0.64
-3.348e-05,-1.12,-0.64
-3.3440000000000005e-05,-1.12,-0.64
-3.34e-05,-1.12,-0.68
-3.3360000000000006e-05,-1.04,-0.68
-3.332e-05,-1.04,-0.68
-3.328000000000001e-05,-1.04,-0.68
-3.324e-05,-1.04,-0.76
-3.32e-05,-1.12,-0.76
-3.316e-05,-0.96,-0.8
-3.312e-05,-0.96,-0.76
-3.308e-05,-1.04,-0.8
-3.304e-05,-1.04,-0.8
-3.3e-05,-0.88,-0.84
-3.296e-05,-0.96,-0.84
-3.292e-05,-0.96,-0.88
-3.2880000000000004e-05,-1.04,-0.88
-3.2840000000000004e-05,-0.88,-0.88
-3.28e-05,-0.88,-0.92
