t,V_out,V_R
-5e-05,0.264,1.44
-4.996e-05,0.248,1.48
-4.992e-05,0.256,1.52
-4.9880000000000004e-05,0.256,1.48
-4.9840000000000004e-05,0.248,1.52
-4.9800000000000004e-05,0.256,1.52
-4.9760000000000005e-05,0.248,1.52
-4.9720000000000005e-05,0.24,1.52
-4.9680000000000005e-05,0.232,1.52
-4.964e-05,0.248,1.56
-4.96e-05,0.24,1.56
-4.956e-05,0.232,1.56
-4.952e-05,0.232,1.56
-4.948e-05,0.232,1.6
-4.944e-05,0.232,1.6
-4.94e-05,0.232,1.6
-4.936e-05,0.216,1.6
-4.932e-05,0.224,1.68
-4.928e-05,0.216,1.6
-4.924e-05,0.224,1.6
-4.92e-05,0.216,1.6400000000000001
-4.9160000000000004e-05,0.216,1.6400000000000001
-4.9120000000000004e-05,0.20800000000000002,1.68
-4.9080000000000004e-05,0.2,1.68
-4.9040000000000005e-05,0.2,1.68
-4.9000000000000005e-05,0.2,1.68
-4.8960000000000006e-05,0.2,1.72
-4.892e-05,0.192,1.68
-4.888e-05,0.192,1.72
-4.884e-05,0.192,1.72
-4.88e-05,0.184,1.72
-4.876e-05,0.184,1.72
-4.872e-05,0.176,1.72
-4.868e-05,0.168,1.68
-4.864e-05,0.16,1.76
-4.86e-05,0.168,1.72
-4.856e-05,0.16,1.68
-4.852e-05,0.16,1.72
-4.8480000000000003e-05,0.16,1.76
-4.8440000000000004e-05,0.152,1.72
-4.8400000000000004e-05,0.152,1.72
-4.8360000000000005e-05,0.14400000000000002,1.72
-4.8320000000000005e-05,0.136,1.76
-4.8280000000000005e-05,0.14400000000000002,1.72
-4.824e-05,0.136,1.72
-4.82e-05,0.136,1.72
-4.816e-05,0.136,1.72
-4.812e-05,0.12,1.76
-4.808e-05,0.128,1.72
-4.804e-05,0.112,1.72
-4.8e-05,0.112,1.72
-4.796e-05,0.112,1.68
-4.792e-05,0.112,1.72
-4.788e-05,0.10400000000000001,1.72
-4.784e-05,0.088,1.76
-4.78e-05,0.088,1.72
-4.7760000000000004e-05,0.096,1.72
-4.7720000000000004e-05,0.07200000000000001,1.72
-4.7680000000000004e-05,0.08,1.72
-4.7640000000000005e-05,0.07200000000000001,1.72
-4.7600000000000005e-05,0.08,1.72
-4.7560000000000005e-05,0.07200000000000001,1.68
-4.7520000000000006e-05,0.064,1.68
-4.748e-05,0.056,1.6400000000000001
-4.744e-05,0.064,1.68
-4.74e-05,0.056,1.68
-4.736e-05,0.056,1.68
-4.732e-05,0.04,1.68
-4.728e-05,0.032,1.6400000000000001
-4.724e-05,0.032,1.6400000000000001
-4.72e-05,0.024,1.6400000000000001
-4.716e-05,0.04,1.6400000000000001
-4.712e-05,0.024,1.6400000000000001
-4.708e-05,0.024,1.6
-4.7040000000000004e-05,0.016,1.6
-4.7000000000000004e-05,0.008,1.6
-4.6960000000000004e-05,0.008,1.6
-4.6920000000000005e-05,0.008,1.6
-4.6880000000000005e-05,0.008,1.56
-4.6840000000000006e-05,0.0,1.52
-4.68e-05,-0.008,1.56
-4.676e-05,-0.016,1.56
-4.672e-05,-0.016,1.52
-4.668e-05,-0.008,1.52
-4.664e-05,-0.024,1.48
-4.66e-05,-0.024,1.48
-4.656e-05,-0.032,1.48
-4.652e-05,-0.032,1.44
-4.648e-05,-0.04,1.44
-4.644e-05,-0.04,1.48
-4.64e-05,-0.04,1.48
-4.636e-05,-0.056,1.36
-4.6320000000000004e-05,-0.056,1.44
-4.6280000000000004e-05,-0.064,1.36
-4.6240000000000005e-05,-0.064,1.36
-4.6200000000000005e-05,-0.07200000000000001,1.4000000000000001
-4.6160000000000005e-05,-0.064,1.32
-4.612e-05,-0.07200000000000001,1.32
-4.6080000000000006e-05,-0.088,1.32
-4.604e-05,-0.088,1.32
-4.6e-05,-0.096,1.32
-4.596e-05,-0.088,1.28
-4.592e-05,-0.096,1.24
-4.588e-05,-0.112,1.24
-4.584e-05,-0.10400000000000001,1.24
-4.58e-05,-0.10400000000000001,1.2
-4.576e-05,-0.10400000000000001,1.16
-4.572e-05,-0.12,1.16
-4.568e-05,-0.112,1.08
-4.5640000000000003e-05,-0.12,1.16
-4.5600000000000004e-05,-0.128,1.12
-4.5560000000000004e-05,-0.12,1.04
-4.5520000000000005e-05,-0.128,1.04
