t,V_out,V_R
-2.5e-05,-0.064,0.36
-2.498e-05,-0.064,0.36
-2.496e-05,-0.064,0.36
-2.4940000000000002e-05,-0.064,0.36
-2.4920000000000002e-05,-0.068,0.32
-2.4900000000000002e-05,-0.068,0.32
-2.4880000000000002e-05,-0.07200000000000001,0.28
-2.4860000000000003e-05,-0.068,0.32
-2.4840000000000003e-05,-0.068,0.24
-2.482e-05,-0.068,0.2
-2.48e-05,-0.07200000000000001,0.2
-2.478e-05,-0.068,0.16
-2.476e-05,-0.07200000000000001,0.2
-2.474e-05,-0.076,0.16
-2.472e-05,-0.07200000000000001,0.12
-2.47e-05,-0.076,0.12
-2.468e-05,-0.076,0.04
-2.466e-05,-0.08,0.08
-2.464e-05,-0.076,0.0
-2.462e-05,-0.076,-0.04
-2.46e-05,-0.08,0.0
-2.4580000000000002e-05,-0.076,0.0
-2.4560000000000002e-05,-0.084,-0.04
-2.4540000000000002e-05,-0.08,-0.04
-2.4520000000000002e-05,-0.08,-0.12
-2.4500000000000003e-05,-0.084,-0.12
-2.4480000000000003e-05,-0.08,-0.16
-2.446e-05,-0.08,-0.12
-2.444e-05,-0.08,-0.24
-2.442e-05,-0.08,-0.2
-2.44e-05,-0.088,-0.2
-2.438e-05,-0.088,-0.24
-2.436e-05,-0.092,-0.2
-2.434e-05,-0.088,-0.28
-2.432e-05,-0.088,-0.32
-2.43e-05,-0.084,-0.32
-2.428e-05,-0.084,-0.36
-2.426e-05,-0.08,-0.4
-2.4240000000000002e-05,-0.084,-0.4
-2.4220000000000002e-05,-0.08,-0.4
-2.4200000000000002e-05,-0.088,-0.4
-2.4180000000000002e-05,-0.088,-0.44
-2.4160000000000002e-05,-0.088,-0.44
-2.4140000000000003e-05,-0.092,-0.48
-2.412e-05,-0.092,-0.48
-2.41e-05,-0.092,-0.52
-2.408e-05,-0.088,-0.56
-2.406e-05,-0.084,-0.56
-2.404e-05,-0.084,-0.6
-2.402e-05,-0.088,-0.64
-2.4e-05,-0.088,-0.64
-2.398e-05,-0.088,-0.68
-2.396e-05,-0.092,-0.64
-2.394e-05,-0.092,-0.72
-2.392e-05,-0.088,-0.68
-2.39e-05,-0.088,-0.72
-2.3880000000000002e-05,-0.088,-0.76
-2.3860000000000002e-05,-0.084,-0.76
-2.3840000000000002e-05,-0.084,-0.8
