Distance_(pixels),Gray_Value
0,2.0000
1,2.0000
2,2.0000
3,2.0000
4,2.0000
5,2.0000
6,2.0000
7,2.0000
8,2.0000
9,2.0000
10,2.0000
11,2.0000
12,2.0000
13,2.0000
14,2.0000
15,2.0000
16,2.0000
17,2.0000
18,2.0000
19,2.0000
20,2.0000
21,2.0000
22,2.0000
23,2.0000
24,2.0000
25,2.0000
26,2.0000
27,2.0000
28,2.0000
29,2.0000
30,2.0000
31,2.0000
32,2.0000
33,2.0000
34,2.0000
35,2.0000
36,2.0000
37,1.0000
38,2.0000
39,2.0000
40,2.6667
41,2.6667
42,2.0000
43,2.0000
44,2.0000
45,2.0000
46,2.0000
47,2.0000
48,2.0000
49,2.0000
50,2.0000
51,2.0000
52,2.0000
53,2.0000
54,3.0000
55,4.0000
56,4.0000
57,3.0000
58,2.0000
59,2.0000
60,2.6667
61,2.6667
62,2.6667
63,2.6667
64,2.6667
65,2.6667
66,3.3333
67,3.3333
68,3.6667
69,3.6667
70,3.6667
71,3.6667
72,4.3333
73,4.3333
74,5.0000
75,5.0000
76,5.0000
77,5.6667
78,6.6667
79,6.6667
80,8.3333
81,8.3333
82,9.6667
83,10.6667
84,13.6667
85,13.6667
86,16.0000
87,17.0000
88,19.6667
89,19.6667
90,19.3333
91,19.3333
92,22.0000
93,22.0000
94,26.3333
95,26.3333
96,29.0000
97,29.0000
98,31.6667
99,31.6667
100,34.6667
101,35.6667
102,40.0000
103,40.0000
104,41.3333
105,41.3333
106,44.0000
107,45.0000
108,44.6667
109,44.6667
110,47.3333
111,47.3333
112,49.0000
113,49.0000
114,50.6667
115,50.6667
116,52.3333
117,53.6667
118,53.6667
119,53.6667
120,54.3333
121,54.3333
122,55.0000
123,55.0000
124,56.3333
125,56.3333
126,56.3333
127,56.3333
128,56.6667
129,55.6667
130,55.6667
131,55.6667
132,54.3333
133,54.3333
134,53.6667
135,53.6667
136,53.3333
137,53.3333
138,52.6667
139,52.6667
140,52.0000
141,52.0000
142,50.3333
143,50.3333
144,49.3333
145,49.3333
146,48.3333
147,49.3333
148,47.3333
149,46.0000
150,44.6667
151,43.6667
152,41.6667
153,41.6667
154,39.0000
155,37.6667
156,37.3333
157,36.3333
158,35.3333
159,34.3333
160,33.0000
161,33.0000
162,31.0000
163,32.0000
164,31.3333
165,30.3333
166,30.3333
167,30.3333
168,29.0000
169,28.0000
170,25.0000
171,25.0000
172,23.0000
173,23.6667
174,21.3333
175,21.3333
176,21.3333
177,21.3333
178,22.0000
179,21.0000
180,19.0000
181,19.6667
182,19.3333
183,19.3333
184,19.3333
185,19.3333
186,17.3333
187,18.6667
188,17.6667
189,16.6667
190,19.0000
191,19.0000
192,19.3333
193,20.3333
194,18.3333
195,20.0000
196,20.0000
197,21.0000
198,21.6667
199,22.6667
200,22.3333
201,23.6667
202,23.6667
203,23.6667
204,23.6667
205,25.6667
206,26.0000
207,26.0000
208,24.6667
209,24.6667
210,28.0000
211,30.6667
212,29.3333
213,31.3333
214,30.0000
215,33.0000
216,36.0000
217,37.0000
218,38.3333
219,39.3333
220,40.6667
221,40.6667
222,41.0000
223,42.0000
224,42.6667
225,44.0000
