Distance_(pixels),Gray_Value
0,2.0000
1,2.0000
2,1.0000
3,2.0000
4,2.0000
5,2.0000
6,2.0000
7,2.0000
8,2.0000
9,2.0000
10,2.0000
11,2.0000
12,2.0000
13,2.0000
14,2.0000
15,2.0000
16,2.6667
17,2.6667
18,2.6667
19,2.6667
20,2.0000
21,2.0000
22,2.0000
23,2.0000
24,2.0000
25,2.0000
26,2.0000
27,2.0000
28,2.0000
29,2.0000
30,2.6667
31,2.6667
32,2.6667
33,2.6667
34,2.0000
35,2.0000
36,2.6667
37,2.6667
38,2.0000
39,2.0000
40,2.0000
41,2.0000
42,2.6667
43,2.6667
44,2.0000
45,2.0000
46,2.6667
47,2.6667
48,2.6667
49,2.6667
50,2.6667
51,2.6667
52,2.6667
53,2.6667
54,2.6667
55,2.6667
56,2.6667
57,2.6667
58,2.6667
59,2.6667
60,3.6667
61,2.6667
62,3.3333
63,3.3333
64,3.6667
65,3.6667
66,3.6667
67,3.6667
68,3.6667
69,3.6667
70,3.3333
71,4.6667
72,3.6667
73,3.6667
74,5.0000
75,5.0000
76,5.6667
77,6.3333
78,8.6667
79,9.3333
80,11.6667
81,12.6667
82,16.0000
83,16.0000
84,19.6667
85,21.0000
86,22.3333
87,22.3333
88,25.3333
89,26.3333
90,29.0000
91,30.6667
92,32.6667
93,32.6667
94,34.3333
95,34.3333
96,37.3333
97,38.3333
98,42.3333
99,42.3333
100,44.0000
101,44.0000
102,46.0000
103,46.0000
104,49.6667
105,49.6667
106,51.3333
107,51.3333
108,53.0000
109,54.0000
110,55.3333
111,55.3333
112,56.6667
113,56.6667
114,58.3333
115,58.3333
116,58.3333
117,58.3333
118,59.6667
119,60.3333
120,60.3333
121,60.3333
122,60.3333
123,60.3333
124,61.0000
125,59.6667
126,59.3333
127,59.3333
128,58.3333
129,58.3333
130,59.0000
131,58.0000
132,57.0000
133,57.0000
134,55.0000
135,56.0000
136,54.0000
137,54.0000
138,52.3333
139,51.0000
140,51.6667
141,50.6667
142,49.3333
143,49.3333
144,47.3333
145,47.3333
146,45.6667
147,45.6667
148,43.3333
149,41.3333
150,39.0000
151,39.0000
152,39.0000
153,39.6667
154,37.3333
155,37.3333
156,36.3333
157,36.3333
158,34.0000
159,33.0000
160,30.3333
161,31.3333
162,29.0000
163,29.0000
164,27.6667
165,27.6667
166,26.3333
167,26.3333
168,24.0000
169,24.0000
170,23.6667
171,23.6667
172,22.3333
173,22.3333
174,20.6667
175,20.6667
176,19.6667
177,19.6667
178,19.3333
179,20.3333
180,20.0000
181,20.0000
182,20.0000
183,17.6667
184,17.3333
185,17.3333
186,17.6667
187,17.6667
188,17.0000
189,18.3333
190,18.3333
191,19.0000
192,20.0000
193,21.0000
194,21.0000
195,21.0000
196,20.0000
197,21.0000
198,20.6667
199,21.6667
200,20.6667
201,20.6667
202,22.0000
203,23.0000
204,22.3333
205,23.6667
206,24.6667
207,24.6667
208,24.3333
209,25.3333
210,26.0000
211,27.0000
212,27.6667
213,27.6667
214,29.6667
215,31.0000
216,31.6667
217,32.6667
218,32.0000
219,32.0000
220,32.0000
221,34.0000
222,33.6667
223,34.6667
224,35.3333
225,35.3333
