Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
Horizontal Units,S,
Horizontal Scale,0.0002,
Sample Interval,1.6e-07,
Filter Frequency,2e+08,
Record Length,20000,
Gating,0.0% to 100.0%,0.0% to 100.0%
Probe Attenuation,1,1
Vertical Units,V,V
Vertical Offset,0,0
Vertical Scale,5,0.005
Label,,
TIME,CH1,CH2
4.7104e-04,10.2,0.0012
4.7120e-04,10.2,0.001
4.7136e-04,10.2,0.0008
4.7152e-04,10.2,0.001
4.7168e-04,10.2,0.0012
4.7184e-04,10.2,0.0008
4.7200e-04,10.2,0.001
4.7216e-04,10.2,0.0008
4.7232e-04,10.2,0.0008
4.7248e-04,10.2,0.0008
4.7264e-04,10.2,0.0008
4.7280e-04,10.2,0.0008
4.7296e-04,10.2,0.0008
4.7312e-04,10.2,0.0008
4.7328e-04,10.2,0.0008
4.7344e-04,10.2,0.0006
4.7360e-04,10.2,0.0006
4.7376e-04,10.2,0.0006
4.7392e-04,10.2,0.0004
4.7408e-04,10.2,0.0006
4.7424e-04,10.2,0.0008
4.7440e-04,10.2,0.0006
4.7456e-04,10.2,0.0004
4.7472e-04,10.2,0.0002
4.7488e-04,10.2,0.0002
4.7504e-04,10.2,0.0004
4.7520e-04,10.2,0.0002
4.7536e-04,10.2,0.0006
4.7552e-04,10.2,0.0004
4.7568e-04,10.2,0.0004
4.7584e-04,10.2,0.0002
4.7600e-04,10.2,0.0002
4.7616e-04,10.2,0.0002
4.7632e-04,10.2,0.0002
4.7648e-04,10.2,0.0002
4.7664e-04,10.2,0
4.7680e-04,10.2,0
4.7696e-04,10.2,0.0002
4.7712e-04,10.2,-0.0002
4.7728e-04,10.2,-0.0002
4.7744e-04,10.2,-0.0004
4.7760e-04,10.2,0.0002
4.7776e-04,10.2,0.0004
4.7792e-04,10.2,-0.0004
4.7808e-04,10.2,-0.0002
4.7824e-04,10.2,-0.0002
4.7840e-04,10.2,-0.0002
4.7856e-04,10,0
4.7872e-04,10.2,-0.0002
4.7888e-04,10.2,-0.0002
4.7904e-04,10,0
4.7920e-04,10.2,-0.0002
4.7936e-04,10.2,-0.0004
4.7952e-04,10.2,-0.0006
4.7968e-04,10.2,-0.0004
4.7984e-04,10.2,-0.0002
4.8000e-04,10.2,0
4.8016e-04,10.2,-0.0004
4.8032e-04,10.2,-0.0002
4.8048e-04,10.2,-0.0002
4.8064e-04,10.2,-0.0002
4.8080e-04,10.2,-0.0004
4.8096e-04,10.2,-0.0004
4.8112e-04,10.2,-0.0002
4.8128e-04,10.2,-0.0004
4.8144e-04,10.2,-0.0004
4.8160e-04,10.2,-0.0004
4.8176e-04,10.2,-0.0006
4.8192e-04,10.2,-0.0004
4.8208e-04,10.2,-0.0004
4.8224e-04,10.2,-0.0002
4.8240e-04,10.2,-0.0004
4.8256e-04,10.2,-0.0004
4.8272e-04,10.2,-0.0002
4.8288e-04,10.2,-0.0002
4.8304e-04,10.2,-0.0002
4.8320e-04,10.2,-0.0004
4.8336e-04,10.2,-0.0002
4.8352e-04,10.2,0
4.8368e-04,10.2,-0.0002
4.8384e-04,10.2,-0.0002
4.8400e-04,10.2,-0.0002
4.8416e-04,10.2,-0.0004
4.8432e-04,10.2,0.0002
4.8448e-04,10.2,0
4.8464e-04,10,0
4.8480e-04,10.2,0
4.8496e-04,10.2,-0.0002
4.8512e-04,10.2,0.0002
4.8528e-04,10.2,0
4.8544e-04,10,0
4.8560e-04,10.2,-0.0002
4.8576e-04,10.2,0
4.8592e-04,10.2,0.0004
4.8608e-04,10.2,0.0002
4.8624e-04,10.2,0
4.8640e-04,10.2,0
4.8656e-04,10.2,0.0002
4.8672e-04,10.2,0.0004
4.8688e-04,10.2,0.0004
4.8704e-04,10.2,0.0004
4.8720e-04,10.2,0.0006
4.8736e-04,10.2,0.0006
4.8752e-04,10,0.0006
4.8768e-04,10,0.0004
4.8784e-04,10.2,0.0004
4.8800e-04,10.2,0.0006
4.8816e-04,10.2,0.0006
4.8832e-04,10.2,0.0008
4.8848e-04,10,0.0006
4.8864e-04,10.2,0.0006
4.8880e-04,10.2,0.0008
4.8896e-04,10.2,0.0008
4.8912e-04,10.2,0.0008
4.8928e-04,10,0.0008
4.8944e-04,10.2,0.0006
4.8960e-04,10.2,0.0012
4.8976e-04,10.2,0.001
4.8992e-04,10.2,0.0008
4.9008e-04,10.2,0.0006
4.9024e-04,10.2,0.0008
4.9040e-04,10.2,0.001
4.9056e-04,10,0.0008
4.9072e-04,10.2,0.0012
4.9088e-04,10.2,0.001
4.9104e-04,10,0.0008
4.9120e-04,10.2,0.001
4.9136e-04,10.2,0.001
4.9152e-04,10.2,0.001
4.9168e-04,10.2,0.001
4.9184e-04,10.2,0.001
4.9200e-04,10.2,0.001
4.9216e-04,10.2,0.001
4.9232e-04,10,0.0006
4.9248e-04,10.2,0.001
4.9264e-04,10.2,0.001
4.9280e-04,10.2,0.0012
4.9296e-04,10.2,0.0012
4.9312e-04,10.2,0.0012
4.9328e-04,10.2,0.001
4.9344e-04,10.2,0.001
4.9360e-04,10.2,0.001
4.9376e-04,10.2,0.0012
4.9392e-04,10,0.0012
4.9408e-04,10.2,0.0012
4.9424e-04,10.2,0.0014
4.9440e-04,10.2,0.001
4.9456e-04,10.2,0.001
4.9472e-04,10.2,0.001
4.9488e-04,10.2,0.0012
4.9504e-04,10.2,0.0012
4.9520e-04,10,0.0012
4.9536e-04,10.2,0.001
4.9552e-04,10.2,0.001
4.9568e-04,10.2,0.0012
4.9584e-04,10.2,0.0008
4.9600e-04,10.2,0.0008
4.9616e-04,10,0.001
4.9632e-04,10.2,0.001
4.9648e-04,10,0.0008
4.9664e-04,10,0.001
4.9680e-04,10,0.0008
4.9696e-04,10.2,0.0008
4.9712e-04,10.2,0.0008
4.9728e-04,10.2,0.001
4.9744e-04,10,0.001
4.9760e-04,10.2,0.001
4.9776e-04,10,0.0008
4.9792e-04,10,0.0008
4.9808e-04,10.2,0.0008
4.9824e-04,10.2,0.0004
4.9840e-04,10.2,0.0006
4.9856e-04,10.2,0.0008
4.9872e-04,10,0.0006
4.9888e-04,10,0.001
4.9904e-04,10,0.0004
4.9920e-04,10.2,0.0004
4.9936e-04,10.2,0.0004
4.9952e-04,10.2,0.0006
4.9968e-04,10.2,0.0006
4.9984e-04,10.2,0.0006
5.0000e-04,10.2,0.0004
5.0016e-04,10,0.0004
5.0032e-04,10.2,0.0002
5.0048e-04,10.2,0.0002
5.0064e-04,10.2,0.0002
5.0080e-04,10.2,0.0004
5.0096e-04,10.2,0.0002
5.0112e-04,10,0.0002
5.0128e-04,10.2,0.0002
5.0144e-04,10.2,0
5.0160e-04,10.2,-0.0002
5.0176e-04,10,0.0002
5.0192e-04,10.2,0
5.0208e-04,10.2,0
5.0224e-04,10,0
5.0240e-04,10.2,0.0002
5.0256e-04,10.2,0
5.0272e-04,10.2,-0.0004
5.0288e-04,10.2,-0.0004
5.0304e-04,10,0
5.0320e-04,10.2,-0.0002
5.0336e-04,10.2,0
5.0352e-04,10.2,-0.0002
5.0368e-04,10,-0.0002
5.0384e-04,10.2,-0.0002
5.0400e-04,10,-0.0002
5.0416e-04,10.2,-0.0002
5.0432e-04,10.2,-0.0002
5.0448e-04,10.2,0
5.0464e-04,10.2,0
5.0480e-04,10.2,0
5.0496e-04,10.2,-0.0002
5.0512e-04,10.2,-0.0002
5.0528e-04,10.2,0
5.0544e-04,10.2,0
5.0560e-04,10.2,-0.0002
5.0576e-04,10.2,-0.0002
5.0592e-04,10.2,-0.0004
5.0608e-04,10.2,-0.0002
5.0624e-04,10,-0.0004
5.0640e-04,10.2,-0.0002
5.0656e-04,10.2,-0.0002
5.0672e-04,10.2,-0.0002
5.0688e-04,10.2,-0.0002
5.0704e-04,10,0
5.0720e-04,10.2,-0.0002
5.0736e-04,10.2,-0.0004
5.0752e-04,10.2,-0.0004
5.0768e-04,10,0
5.0784e-04,10,0.0002
5.0800e-04,10.2,0
5.0816e-04,10.2,-0.0002
5.0832e-04,10.2,0
5.0848e-04,10.2,-0.0002
5.0864e-04,10.2,-0.0002
5.0880e-04,10.2,0.0002
5.0896e-04,10.2,0
5.0912e-04,10.2,0
5.0928e-04,10.2,0.0002
5.0944e-04,10.2,0
5.0960e-04,10,0
5.0976e-04,10.2,0
5.0992e-04,10,0.0002
5.1008e-04,10.2,0.0002
5.1024e-04,10.2,0.0002
5.1040e-04,10.2,0.0002
5.1056e-04,10.2,0.0002
5.1072e-04,10,0.0004
5.1088e-04,10.2,0.0002
5.1104e-04,10.2,0.0006
5.1120e-04,10.2,0.0004
5.1136e-04,10.2,0.0006
5.1152e-04,10.2,0.0006
5.1168e-04,10.2,0.0004
5.1184e-04,10.2,0.0002
5.1200e-04,10.2,0.0004
5.1216e-04,10.2,0.0004
5.1232e-04,10.2,0.0006
5.1248e-04,10.2,0.0008
5.1264e-04,10.2,0.0006
5.1280e-04,10.2,0.0006
5.1296e-04,10.2,0.0006
5.1312e-04,10.2,0.0006
5.1328e-04,10.2,0.0006
5.1344e-04,10.2,0.0006
5.1360e-04,10.2,0.001
5.1376e-04,10.2,0.0008
5.1392e-04,10.2,0.0008
5.1408e-04,10.2,0.0006
5.1424e-04,10.2,0.0008
5.1440e-04,10.2,0.001
5.1456e-04,10.2,0.0012
5.1472e-04,10.2,0.001
5.1488e-04,10.2,0.0012
5.1504e-04,10.2,0.001
5.1520e-04,10.2,0.001
5.1536e-04,10.2,0.0012
5.1552e-04,10.2,0.001
5.1568e-04,10.2,0.0012
5.1584e-04,10.2,0.0012
5.1600e-04,10,0.0012
5.1616e-04,10.2,0.0012
5.1632e-04,10.2,0.001
5.1648e-04,10.2,0.001
5.1664e-04,10.2,0.0012
5.1680e-04,10.2,0.0012
5.1696e-04,10.2,0.0016
5.1712e-04,10.2,0.0012
5.1728e-04,10.2,0.0012
5.1744e-04,10,0.0012
5.1760e-04,10.2,0.001
5.1776e-04,10.2,0.0012
5.1792e-04,10.2,0.0012
5.1808e-04,10.2,0.0012
5.1824e-04,10.2,0.0012
5.1840e-04,10.2,0.0012
5.1856e-04,10.2,0.0012
5.1872e-04,10.2,0.001
5.1888e-04,10.2,0.001
5.1904e-04,10.2,0.0012
5.1920e-04,10.2,0.0012
5.1936e-04,10.2,0.0012
5.1952e-04,10.2,0.0012
5.1968e-04,10.2,0.0012
5.1984e-04,10.2,0.001
5.2000e-04,10.2,0.0012
5.2016e-04,10.2,0.001
5.2032e-04,10.2,0.001
5.2048e-04,10.2,0.0012
5.2064e-04,10.2,0.001
5.2080e-04,10.2,0.001
5.2096e-04,10.2,0.001
5.2112e-04,10.2,0.001
5.2128e-04,10.2,0.001
5.2144e-04,10.2,0.0012
5.2160e-04,10.2,0.001
5.2176e-04,10.2,0.001
5.2192e-04,10.2,0.0008
5.2208e-04,10.2,0.0008
5.2224e-04,10.2,0.0008
5.2240e-04,10.2,0.0006
5.2256e-04,10.2,0.001
5.2272e-04,10.2,0.0008
5.2288e-04,10,0.0008
5.2304e-04,10.2,0.0006
5.2320e-04,10.2,0.0006
5.2336e-04,10.2,0.0006
5.2352e-04,10.2,0.0006
5.2368e-04,10.2,0.0006
5.2384e-04,10.2,0.0004
5.2400e-04,10.2,0.0006
5.2416e-04,10.2,0.0004
5.2432e-04,10.2,0.0002
5.2448e-04,10.2,0.0004
5.2464e-04,10.2,0.0004
5.2480e-04,10.2,0.0002
5.2496e-04,10.2,0.0004
5.2512e-04,10.2,0.0004
5.2528e-04,10.2,0.0004
5.2544e-04,10,0.0002
5.2560e-04,10.2,0.0002
5.2576e-04,10,0.0002
5.2592e-04,10,0.0002
5.2608e-04,10.2,0.0004
5.2624e-04,10.2,0.0002
5.2640e-04,10.2,0.0002
5.2656e-04,10.2,0
5.2672e-04,10.2,0
5.2688e-04,10.2,0.0002
5.2704e-04,10.2,0
5.2720e-04,10.2,0
5.2736e-04,10.2,0
5.2752e-04,10.2,0
5.2768e-04,10,-0.0002
5.2784e-04,10.2,-0.0002
5.2800e-04,10.2,0
5.2816e-04,10,0
5.2832e-04,10.2,0
5.2848e-04,10,0
5.2864e-04,10,0
5.2880e-04,10,0
5.2896e-04,10.2,-0.0002
5.2912e-04,10.2,-0.0004
5.2928e-04,10.2,-0.0002
5.2944e-04,10.2,0
5.2960e-04,10.2,0
5.2976e-04,10,0.0002
5.2992e-04,10.2,-0.0002
5.3008e-04,10.2,-0.0004
5.3024e-04,10.2,-0.0004
5.3040e-04,10.2,0
5.3056e-04,10,0.0002
5.3072e-04,10.2,0
5.3088e-04,10.2,0
5.3104e-04,10.2,-0.0002
5.3120e-04,10,-0.0002
5.3136e-04,10.2,0
5.3152e-04,10.2,-0.0002
5.3168e-04,10.2,0
5.3184e-04,10.2,0
5.3200e-04,10.2,-0.0002
5.3216e-04,10.2,0.0002
5.3232e-04,10.2,-0.0002
5.3248e-04,10.2,-0.0002
5.3264e-04,10.2,-0.0002
5.3280e-04,10.2,0
5.3296e-04,10.2,0
5.3312e-04,10.2,0
5.3328e-04,10.2,0
5.3344e-04,10.2,0
5.3360e-04,10.2,0
5.3376e-04,10.2,0
5.3392e-04,10.2,0
5.3408e-04,10.2,0.0004
5.3424e-04,10.2,0.0004
5.3440e-04,10.2,0
5.3456e-04,10,0
5.3472e-04,10.2,0
5.3488e-04,10.2,0.0004
5.3504e-04,10,0.0002
5.3520e-04,10.2,0.0004
5.3536e-04,10.2,0.0004
5.3552e-04,10.2,0.0002
5.3568e-04,10,0.0002
5.3584e-04,10,0.0002
5.3600e-04,10.2,0
5.3616e-04,10,0.0002
5.3632e-04,10.2,0.0004
5.3648e-04,10,0.0004
5.3664e-04,10.2,0.0006
5.3680e-04,10.2,0.0006
5.3696e-04,10.2,0.0006
5.3712e-04,10.2,0.0006
5.3728e-04,10.2,0.0006
5.3744e-04,10.2,0.0006
5.3760e-04,10.2,0.0008
5.3776e-04,10.2,0.0006
5.3792e-04,10.2,0.0006
5.3808e-04,10.2,0.0008
5.3824e-04,10.2,0.0008
5.3840e-04,10.2,0.0008
5.3856e-04,10.2,0.0006
5.3872e-04,10,0.0008
5.3888e-04,10,0.0012
5.3904e-04,10.2,0.001
5.3920e-04,10.2,0.001
5.3936e-04,10.2,0.001
5.3952e-04,10.2,0.001
5.3968e-04,10.2,0.0012
5.3984e-04,10,0.001
5.4000e-04,10.2,0.0012
5.4016e-04,10.2,0.0012
5.4032e-04,10.2,0.0008
5.4048e-04,10.2,0.001
5.4064e-04,10.2,0.001
5.4080e-04,10,0.001
5.4096e-04,10,0.0012
5.4112e-04,10.2,0.0012
5.4128e-04,10.2,0.0012
5.4144e-04,10,0.0012
5.4160e-04,10,0.001
5.4176e-04,10.2,0.001
5.4192e-04,10,0.0014
5.4208e-04,10.2,0.0014
5.4224e-04,10,0.0014
5.4240e-04,10,0.001
5.4256e-04,10.2,0.0012
5.4272e-04,10.2,0.0014
5.4288e-04,10,0.001
5.4304e-04,10.2,0.0012
5.4320e-04,10.2,0.001
5.4336e-04,10,0.0012
5.4352e-04,10,0.0012
5.4368e-04,10.2,0.0012
5.4384e-04,10.2,0.001
5.4400e-04,10.2,0.001
5.4416e-04,10.2,0.001
5.4432e-04,10.2,0.0012
5.4448e-04,10.2,0.001
5.4464e-04,10.2,0.0012
5.4480e-04,10.2,0.001
5.4496e-04,10.2,0.0012
5.4512e-04,10,0.0012
5.4528e-04,10,0.001
5.4544e-04,10.2,0.0006
5.4560e-04,10.2,0.001
5.4576e-04,10.2,0.0014
5.4592e-04,10.2,0.0012
5.4608e-04,10,0.001
5.4624e-04,10,0.001
5.4640e-04,10,0.001
5.4656e-04,10,0.001
5.4672e-04,10.2,0.001
5.4688e-04,10.2,0.0006
5.4704e-04,10.2,0.0008
5.4720e-04,10.2,0.0004
5.4736e-04,10.2,0.0006
5.4752e-04,10.2,0.0004
5.4768e-04,10.2,0.0004
5.4784e-04,10.2,0.0006
5.4800e-04,10.2,0.0008
5.4816e-04,10.2,0.0006
5.4832e-04,10.2,0.0006
5.4848e-04,10.2,0.0006
5.4864e-04,10.2,0.0002
5.4880e-04,10.2,0.0004
5.4896e-04,10.2,0.0004
5.4912e-04,10.2,0.0006
5.4928e-04,10,0.0004
5.4944e-04,10,0.0004
5.4960e-04,10,0.0004
5.4976e-04,10.2,0.0002
5.4992e-04,10.2,0.0002
5.5008e-04,10.2,0.0002
5.5024e-04,10.2,0.0004
5.5040e-04,10.2,0.0002
5.5056e-04,10.2,0.0002
5.5072e-04,10.2,0.0002
5.5088e-04,10.2,0
5.5104e-04,10.2,0
5.5120e-04,10.2,0
5.5136e-04,10.2,0
5.5152e-04,10.2,0.0002
5.5168e-04,10.2,0.0002
5.5184e-04,10.2,0
5.5200e-04,10.2,0
5.5216e-04,10.2,0
5.5232e-04,10.2,-0.0002
5.5248e-04,10.2,-0.0002
5.5264e-04,10.2,0
5.5280e-04,10.2,0
5.5296e-04,10.2,-0.0002
5.5312e-04,10.2,-0.0002
5.5328e-04,10.2,-0.0004
5.5344e-04,10.2,-0.0002
5.5360e-04,10.2,0
5.5376e-04,10.2,-0.0002
5.5392e-04,10.2,-0.0006
5.5408e-04,10.2,0
5.5424e-04,10.2,-0.0002
5.5440e-04,10.2,-0.0004
5.5456e-04,10.2,-0.0004
5.5472e-04,10.2,-0.0004
5.5488e-04,10.2,0
5.5504e-04,10.2,-0.0002
5.5520e-04,10.2,-0.0002
5.5536e-04,10.2,-0.0002
5.5552e-04,10.2,-0.0006
5.5568e-04,10.2,-0.0002
5.5584e-04,10.2,0
5.5600e-04,10.2,-0.0002
5.5616e-04,10.2,-0.0002
5.5632e-04,10.2,-0.0002
5.5648e-04,10.2,-0.0002
5.5664e-04,10.2,-0.0004
5.5680e-04,10.2,-0.0002
5.5696e-04,10,-0.0004
5.5712e-04,10.2,-0.0002
5.5728e-04,10.2,0.0002
5.5744e-04,10.2,0
5.5760e-04,10.2,-0.0002
5.5776e-04,10.2,-0.0002
5.5792e-04,10.2,0
5.5808e-04,10.2,0
5.5824e-04,10.2,0
5.5840e-04,10.2,-0.0002
5.5856e-04,10.2,0.0002
5.5872e-04,10.2,-0.0002
5.5888e-04,10.2,0
5.5904e-04,10.2,0
5.5920e-04,10.2,0
5.5936e-04,10,0.0002
5.5952e-04,10.2,0.0004
5.5968e-04,10.2,0.0006
5.5984e-04,10,0.0002
5.6000e-04,10,0.0002
5.6016e-04,10.2,0.0002
5.6032e-04,10,0.0004
5.6048e-04,10,0.0004
5.6064e-04,10.2,0.0004
5.6080e-04,10.2,0.0004
5.6096e-04,10.2,0.0004
5.6112e-04,10,0.0006
5.6128e-04,10,0.0002
5.6144e-04,10,0.0002
5.6160e-04,10.2,0.0004
5.6176e-04,10.2,0.0008
5.6192e-04,10.2,0.0008
5.6208e-04,10.2,0.0008
5.6224e-04,10.2,0.0008
5.6240e-04,10.2,0.0004
5.6256e-04,10.2,0.001
5.6272e-04,10.2,0.0006
5.6288e-04,10.2,0.0008
5.6304e-04,10.2,0.001
5.6320e-04,10.2,0.001
5.6336e-04,10,0.0008
5.6352e-04,10,0.0008
5.6368e-04,10.2,0.0006
5.6384e-04,10.2,0.0008
5.6400e-04,10.2,0.0012
5.6416e-04,10.2,0.001
5.6432e-04,10.2,0.0012
5.6448e-04,10.2,0.0008
5.6464e-04,10.2,0.001
5.6480e-04,10.2,0.001
5.6496e-04,10.2,0.001
5.6512e-04,10.2,0.0014
5.6528e-04,10.2,0.0012
5.6544e-04,10.2,0.001
5.6560e-04,10.2,0.0012
5.6576e-04,10.2,0.0012
5.6592e-04,10.2,0.0008
5.6608e-04,10.2,0.0012
5.6624e-04,10.2,0.0012
5.6640e-04,10.2,0.0016
5.6656e-04,10.2,0.0012
5.6672e-04,10.2,0.001
5.6688e-04,10.2,0.0012
5.6704e-04,10.2,0.0012
5.6720e-04,10.2,0.001
5.6736e-04,10.2,0.0014
5.6752e-04,10,0.001
5.6768e-04,10.2,0.0012
5.6784e-04,10.2,0.0012
5.6800e-04,10.2,0.001
5.6816e-04,10.2,0.0008
5.6832e-04,10.2,0.0012
5.6848e-04,10.2,0.0012
5.6864e-04,10.2,0.0012
5.6880e-04,10.2,0.001
5.6896e-04,10.2,0.001
5.6912e-04,10.2,0.0012
5.6928e-04,10.2,0.0008
5.6944e-04,10,0.001
5.6960e-04,10.2,0.0008
5.6976e-04,10.2,0.001
5.6992e-04,10.2,0.001
5.7008e-04,10.2,0.001
5.7024e-04,10.2,0.001
5.7040e-04,10.2,0.0008
5.7056e-04,10.2,0.0008
5.7072e-04,10.2,0.0008
5.7088e-04,10.2,0.001
5.7104e-04,10.2,0.0012
5.7120e-04,10.2,0.0006
5.7136e-04,10.2,0.0006
5.7152e-04,10.2,0.0008
5.7168e-04,10,0.0006
5.7184e-04,10.2,0.0008
5.7200e-04,10.2,0.0008
5.7216e-04,10.2,0.0006
5.7232e-04,10.2,0.0006
5.7248e-04,10,0.0006
5.7264e-04,10.2,0.0006
5.7280e-04,10.2,0.0004
5.7296e-04,10.2,0.0006
5.7312e-04,10.2,0.0006
5.7328e-04,10.2,0.0004
5.7344e-04,10.2,0.0004
5.7360e-04,10.2,0.0002
5.7376e-04,10,0.0004
5.7392e-04,10.2,0.0004
5.7408e-04,10,0.0004
5.7424e-04,10.2,0.0004
5.7440e-04,10.2,0
5.7456e-04,10,0.0002
5.7472e-04,10.2,0.0006
5.7488e-04,10.2,0.0004
5.7504e-04,10.2,0.0002
5.7520e-04,10,0.0002
5.7536e-04,10.2,0.0004
5.7552e-04,10.2,0.0004
5.7568e-04,10.2,0.0002
5.7584e-04,10,0.0002
5.7600e-04,10.2,0
5.7616e-04,10.2,0
5.7632e-04,10.2,0
5.7648e-04,10.2,-0.0002
5.7664e-04,10.2,0
5.7680e-04,10.2,0.0002
5.7696e-04,10.2,0
5.7712e-04,10.2,-0.0002
5.7728e-04,10.2,-0.0002
5.7744e-04,10,0
5.7760e-04,10.2,0
5.7776e-04,10.2,0
5.7792e-04,10.2,0
5.7808e-04,10.2,-0.0002
5.7824e-04,10.2,-0.0002
5.7840e-04,10.2,-0.0002
5.7856e-04,10,-0.0002
5.7872e-04,10.2,0.0002
5.7888e-04,10.2,0
5.7904e-04,10.2,-0.0004
5.7920e-04,10.2,0
5.7936e-04,10,0
5.7952e-04,10,-0.0006
5.7968e-04,10,0
5.7984e-04,10,0.0002
5.8000e-04,10.2,0
5.8016e-04,10.2,0
5.8032e-04,10,-0.0002
5.8048e-04,10,-0.0004
5.8064e-04,10.2,0
5.8080e-04,10.2,-0.0002
5.8096e-04,10.2,0
5.8112e-04,10,0
5.8128e-04,10.2,0
5.8144e-04,10,-0.0002
5.8160e-04,10,-0.0002
5.8176e-04,10,0
5.8192e-04,10,0
5.8208e-04,10.2,-0.0002
5.8224e-04,10.2,0.0002
5.8240e-04,10,0.0002
5.8256e-04,10.2,0
5.8272e-04,10.2,-0.0002
5.8288e-04,10.2,0
5.8304e-04,10.2,0
5.8320e-04,10.2,0
5.8336e-04,10.2,0.0004
5.8352e-04,10.2,0
5.8368e-04,10.2,0.0002
5.8384e-04,10.2,0.0004
5.8400e-04,10,0.0002
5.8416e-04,10.2,0.0004
5.8432e-04,10.2,0.0002
5.8448e-04,10.2,0.0002
5.8464e-04,10.2,0.0004
5.8480e-04,10.2,0.0004
5.8496e-04,10.2,0.0002
5.8512e-04,10.2,0.0002
5.8528e-04,10.2,0.0002
5.8544e-04,10.2,0.0002
5.8560e-04,10.2,0.0004
5.8576e-04,10.2,0.0008
5.8592e-04,10.2,0.0006
5.8608e-04,10.2,0.0004
5.8624e-04,10.2,0.0006
5.8640e-04,10.2,0.0004
5.8656e-04,10.2,0.0006
5.8672e-04,10.2,0.0006
5.8688e-04,10.2,0.0004
5.8704e-04,10.2,0.0008
5.8720e-04,10.2,0.0004
5.8736e-04,10.2,0.0006
5.8752e-04,10.2,0.0006
5.8768e-04,10.2,0.0006
5.8784e-04,10.2,0.0008
5.8800e-04,10.2,0.0008
5.8816e-04,10.2,0.0008
5.8832e-04,10.2,0.001
5.8848e-04,10.2,0.001
5.8864e-04,10.2,0.0008
5.8880e-04,10.2,0.0008
5.8896e-04,10.2,0.0008
5.8912e-04,10.2,0.0008
5.8928e-04,10.2,0.001
5.8944e-04,10.2,0.001
5.8960e-04,10.2,0.001
5.8976e-04,10.2,0.001
5.8992e-04,10.4,0.0006
5.9008e-04,10.2,0.001
5.9024e-04,10.2,0.001
5.9040e-04,10.2,0.001
5.9056e-04,10.2,0.0008
5.9072e-04,10.2,0.0008
5.9088e-04,10.2,0.0012
5.9104e-04,10.2,0.0008
5.9120e-04,10.2,0.001
5.9136e-04,10,0.0008
5.9152e-04,10.2,0.0008
5.9168e-04,10.2,0.001
5.9184e-04,10.2,0.0008
5.9200e-04,10.2,0.0008
5.9216e-04,10.2,0.0008
5.9232e-04,10.2,0.001
5.9248e-04,10.2,0.0008
5.9264e-04,10,0.001
5.9280e-04,10.2,0.001
5.9296e-04,10,0.001
5.9312e-04,10.2,0.001
5.9328e-04,10.2,0.0008
5.9344e-04,10.2,0.0008
5.9360e-04,10.2,0.0008
5.9376e-04,10.2,0.001
5.9392e-04,10.2,0.001
5.9408e-04,10.2,0.001
5.9424e-04,10,0.0006
5.9440e-04,10.2,0.0006
5.9456e-04,10,0.001
5.9472e-04,10.2,0.0008
5.9488e-04,10.2,0.001
5.9504e-04,10,0.0008
5.9520e-04,10,0.0006
5.9536e-04,10.2,0.0006
5.9552e-04,10.2,0.0008
5.9568e-04,10.2,0.0004
5.9584e-04,10,0.0006
5.9600e-04,10.2,0.0008
5.9616e-04,10.2,0.0008
5.9632e-04,10.2,0.0008
5.9648e-04,10,0.0006
5.9664e-04,10.2,0.0006
5.9680e-04,10.2,0.0004
5.9696e-04,10.2,0.0006
5.9712e-04,10.2,0.0006
5.9728e-04,10.2,0.0006
5.9744e-04,10,0.0004
5.9760e-04,10.2,0.0004
5.9776e-04,10.2,0.0004
5.9792e-04,10.2,0.0004
5.9808e-04,10.2,0.0004
5.9824e-04,10,0.0006
5.9840e-04,10.2,0.0004
5.9856e-04,10.2,0.0004
5.9872e-04,10.2,0.0004
5.9888e-04,10.2,0
5.9904e-04,10.2,0
5.9920e-04,10.2,0
5.9936e-04,10.2,0.0004
5.9952e-04,10,0.0002
5.9968e-04,10.2,0.0002
5.9984e-04,10.2,0
6.0000e-04,10.2,0
6.0016e-04,10.2,0
6.0032e-04,10.2,0
6.0048e-04,10.2,0
6.0064e-04,10.2,0.0002
6.0080e-04,10.2,0.0002
6.0096e-04,10.2,-0.0002
6.0112e-04,10.2,0
6.0128e-04,10.2,-0.0004
6.0144e-04,10.2,-0.0002
6.0160e-04,10.2,0
6.0176e-04,10.2,0
6.0192e-04,10.2,-0.0004
6.0208e-04,10.2,0
6.0224e-04,10.2,-0.0002
6.0240e-04,10.2,0
6.0256e-04,10.2,-0.0002
6.0272e-04,10.2,-0.0004
6.0288e-04,10,-0.0002
6.0304e-04,10.2,-0.0002
6.0320e-04,10,-0.0004
6.0336e-04,10.2,-0.0002
6.0352e-04,10.2,-0.0002
6.0368e-04,10.2,-0.0002
6.0384e-04,10.2,0
6.0400e-04,10.2,0.0002
6.0416e-04,10.2,-0.0002
6.0432e-04,10.2,-0.0004
6.0448e-04,10.2,0
6.0464e-04,10.2,-0.0002
6.0480e-04,10.2,-0.0002
6.0496e-04,10.2,-0.0002
6.0512e-04,10.2,0
6.0528e-04,10.2,0
6.0544e-04,10.2,-0.0002
6.0560e-04,10,0
6.0576e-04,10.2,-0.0002
6.0592e-04,10.2,0
6.0608e-04,10.2,0.0002
6.0624e-04,10.2,0
6.0640e-04,10.2,0.0002
6.0656e-04,10,0.0002
