Model,TBS1102C
Firmware Version,v2015-08-04-prequal4ch70_v1.3

Point Format,Y,
7.08800e-05,10.2,0.0004
7.09600e-05,10.2,0.0006
7.10400e-05,10.2,0.0006
7.11200e-05,10.2,0.0006
7.12000e-05,10.2,0.0004
7.12800e-05,10.2,0.0002
7.13600e-05,10.2,0.0004
7.14400e-05,10.2,0.0004
7.15200e-05,10.2,0.0004
7.16000e-05,10.2,0.0002
7.16800e-05,10.2,0.0002
7.17600e-05,10.2,0.0008
7.18400e-05,10.2,0.0004
7.19200e-05,10.2,0.0004
7.20000e-05,10.2,0.0004
7.20800e-05,10.2,0.0006
7.21600e-05,10.2,0.0004
7.22400e-05,10.2,0.0002
7.23200e-05,10.2,0.0002
7.24000e-05,10,0.0004
7.24800e-05,10,0.0004
7.25600e-05,10.2,0.0006
7.26400e-05,10,0.0002
7.27200e-05,10.2,0.0004
7.28000e-05,10.2,0.0006
7.28800e-05,10,0.0006
7.29600e-05,10.2,0.0008
7.30400e-05,10.2,0.0002
7.31200e-05,10,0.0004
7.32000e-05,10.2,0.0008
7.32800e-05,10.2,0.0004
7.33600e-05,10.2,0.0006
7.34400e-05,10.2,0.0004
7.35200e-05,10.2,0.0002
7.36000e-05,10.2,0.0006
7.36800e-05,10.2,0.0006
7.37600e-05,10.2,0.0002
7.38400e-05,10.2,0.0004
7.39200e-05,10.2,0.0002
7.40000e-05,10.2,0.0004
7.40800e-05,10.2,0.0006
7.41600e-05,10.2,0.0006
7.42400e-05,10.2,0.0004
7.43200e-05,10.2,0.0004
7.44000e-05,10.2,0.0004
7.44800e-05,10.2,0.0002
7.45600e-05,10.2,0.0004
7.46400e-05,10.2,0.0004
7.47200e-05,10.2,0.0002
7.48000e-05,10.2,0.0004
7.48800e-05,10.2,0.0002
7.49600e-05,10.2,0.0004
7.50400e-05,10.2,0.0004
7.51200e-05,10,0.0004
7.52000e-05,10,0.0006
7.52800e-05,10,0.0004
7.53600e-05,10,0.0006
7.54400e-05,10,0.0004
7.55200e-05,10,0.0004
7.56000e-05,10,0.0002
7.56800e-05,10.2,0.0004
7.57600e-05,10,0.0004
7.58400e-05,10,0.0004
7.59200e-05,10.2,0.0006
7.60000e-05,10,0.0006
7.60800e-05,10.2,0.0006
7.61600e-05,10,0.0004
7.62400e-05,10.2,0.0006
7.63200e-05,10,0.0002
7.64000e-05,10,0.0004
7.64800e-05,10.2,0.0006
7.65600e-05,10.2,0.0004
7.66400e-05,10,0.0008
7.67200e-05,10.2,0.0004
7.68000e-05,10.2,0.0004
7.68800e-05,10.2,0.0004
7.69600e-05,10.2,0.0002
7.70400e-05,10,0.0002
7.71200e-05,10,0.0004
7.72000e-05,10.2,0.0004
7.72800e-05,10.2,0.0006
7.73600e-05,10.2,0.0006
7.74400e-05,10,0.0006
7.75200e-05,10.2,0.0004
7.76000e-05,10.2,0.0006
7.76800e-05,10.2,0.0004
7.77600e-05,10,0.0002
7.78400e-05,10,0.0004
7.79200e-05,10.2,0.0006
7.80000e-05,10,0.0002
7.80800e-05,10.2,0.0004
7.81600e-05,10,0.0002
7.82400e-05,10,0.0002
7.83200e-05,10,0.0002
7.84000e-05,10,0.0006
7.84800e-05,10,0.0008
7.85600e-05,10,0.0004
7.86400e-05,10,0.0006
7.87200e-05,10.2,0.0004
7.88000e-05,10,0.0002
7.88800e-05,10,0.0004
7.89600e-05,10,0.0002
7.90400e-05,10,0.0004
7.91200e-05,10,0.0002
7.92000e-05,10,0.0002
7.92800e-05,10.2,0.0006
7.93600e-05,10.2,0.0002
7.94400e-05,10,0.0006
7.95200e-05,10.2,0.0006
7.96000e-05,10.2,0.0006
7.96800e-05,10.2,0.0004
7.97600e-05,10.2,0.0006
7.98400e-05,10.2,0.0006
7.99200e-05,10.2,0.0004
8.00000e-05,10.2,0.0004
8.00800e-05,10.2,0.0004
8.01600e-05,10.2,0.0004
8.02400e-05,10.2,0.0002
8.03200e-05,10.2,0.0006
8.04000e-05,10.2,0.0004
8.04800e-05,10.2,0.0004
8.05600e-05,10.2,0.0006
8.06400e-05,10,0.0006
8.07200e-05,10,0.0006
8.08000e-05,10,0.0006
8.08800e-05,10.2,0.0008
8.09600e-05,10.2,0.0004
8.10400e-05,10,0.0004
8.11200e-05,10.2,0.0006
8.12000e-05,10.2,0.0004
8.12800e-05,10,0.0002
8.13600e-05,10,0.0006
8.14400e-05,10,0.0004
8.15200e-05,10,0.0004
8.16000e-05,10.2,0.0006
8.16800e-05,10,0.0004
8.17600e-05,10,0.0004
8.18400e-05,10,0.0004
8.19200e-05,10,0.0006
8.20000e-05,10,0.0002
8.20800e-05,10,0.0006
8.21600e-05,10,0.0002
8.22400e-05,10,0.0002
8.23200e-05,10.2,0.0006
8.24000e-05,10,0.0002
8.24800e-05,10.2,0.0006
8.25600e-05,10.2,0.0004
8.26400e-05,10.2,0.0004
8.27200e-05,10.2,0.0004
8.28000e-05,10.2,0.0006
8.28800e-05,10.2,0.0006
8.29600e-05,10.2,0.0008
8.30400e-05,10.2,0.0004
8.31200e-05,10.2,0.0006
8.32000e-05,10.2,0.0004
8.32800e-05,10.2,0.0004
8.33600e-05,10.2,0.0004
8.34400e-05,10.2,0.0004
8.35200e-05,10,0.0004
8.36000e-05,10.2,0.0004
8.36800e-05,10,0.0004
8.37600e-05,10.2,0.0006
8.38400e-05,10.2,0.0006
8.39200e-05,10.2,0.0006
8.40000e-05,10,0.0006
8.40800e-05,10.2,0.0002
8.41600e-05,10.2,0.0006
8.42400e-05,10,0.0002
8.43200e-05,10,0.0006
8.44000e-05,10.2,0.0004
8.44800e-05,10.2,0.0002
8.45600e-05,10,0.0004
8.46400e-05,10.2,0.0004
8.47200e-05,10,0.0006
8.48000e-05,10.2,0.0006
8.48800e-05,10.2,0.0004
8.49600e-05,10.2,0.0006
8.50400e-05,10.2,0.0006
8.51200e-05,10.2,0.0006
8.52000e-05,10.2,0.0006
8.52800e-05,10.2,0.0004
8.53600e-05,10.2,0.0002
8.54400e-05,10.2,0.0004
8.55200e-05,10.2,0.0006
8.56000e-05,10.2,0.0004
8.56800e-05,10.2,0
8.57600e-05,10.2,0.0004
8.58400e-05,10.2,0.0004
8.59200e-05,10.2,0.0006
8.60000e-05,10.2,0.0008
8.60800e-05,10.2,0.0004
8.61600e-05,10.2,0.0006
8.62400e-05,10.2,0.0008
8.63200e-05,10.4,0.0002
8.64000e-05,10.2,0.0004
8.64800e-05,10.2,0.0004
8.65600e-05,10.2,0.0006
8.66400e-05,10.2,0.0002
8.67200e-05,10.2,0.0002
8.68000e-05,10.2,0.0004
8.68800e-05,10.4,0.0002
8.69600e-05,10,0.0004
8.70400e-05,10.2,0.0004
8.71200e-05,10.2,0.0004
8.72000e-05,10.2,0.0006
8.72800e-05,10.2,0.0006
8.73600e-05,10,0.0006
8.74400e-05,10.2,0.0006
8.75200e-05,10.2,0.0004
8.76000e-05,10.2,0.0002
8.76800e-05,10.2,0.0004
8.77600e-05,10,0.0004
8.78400e-05,10.2,0.0004
8.79200e-05,10,0.0004
8.80000e-05,10.2,0.0004
8.80800e-05,10.2,0.0002
8.81600e-05,10.2,0.0006
8.82400e-05,10.2,0.0008
8.83200e-05,10.2,0.0002
8.84000e-05,10.2,0.0006
8.84800e-05,10.2,0.0006
8.85600e-05,10.2,0.0006
8.86400e-05,10.2,0.0006
8.87200e-05,10.2,0.0002
8.88000e-05,10.2,0.0006
8.88800e-05,10.2,0.0002
8.89600e-05,10.2,0.0004
8.90400e-05,10.2,0.0006
8.91200e-05,10.2,0.0006
8.92000e-05,10.2,0.0004
8.92800e-05,10.2,0.0004
8.93600e-05,10.2,0.0006
8.94400e-05,10.2,0.0006
8.95200e-05,10.2,0.0004
8.96000e-05,10.2,0.0004
8.96800e-05,10.2,0.0004
8.97600e-05,10.2,0.0004
8.98400e-05,10.2,0.0004
8.99200e-05,10.2,0.0004
9.00000e-05,10.2,0.0002
9.00800e-05,10.2,0.0004
9.01600e-05,10.2,0.0004
9.02400e-05,10.2,0.0006
9.03200e-05,10.2,0.0006
9.04000e-05,10.2,0.0004
9.04800e-05,10.2,0.0008
9.05600e-05,10.2,0.0004
9.06400e-05,10.2,0.0004
9.07200e-05,10,0.0006
9.08000e-05,10.2,0.0002
9.08800e-05,10.2,0.0002
9.09600e-05,10.2,0.0004
9.10400e-05,10.2,0.0004
9.11200e-05,10,0.0004
9.12000e-05,10.2,0.0002
9.12800e-05,10.2,0.0004
9.13600e-05,10.2,0.0004
9.14400e-05,10.2,0.0006
9.15200e-05,10.2,0.0004
9.16000e-05,10.2,0.0004
9.16800e-05,10.2,0.0008
9.17600e-05,10.2,0.0004
9.18400e-05,10.2,0.0006
9.19200e-05,10.2,0.0004
9.20000e-05,10.2,0.0002
9.20800e-05,10.2,0.0006
9.21600e-05,10.2,0.0004
9.22400e-05,10.4,0.0004
9.23200e-05,10.2,0.0002
9.24000e-05,10.2,0.0004
9.24800e-05,10.2,0.0004
9.25600e-05,10.2,0.0006
9.26400e-05,10.2,0.0006
9.27200e-05,10.2,0.0004
9.28000e-05,10.2,0.0004
9.28800e-05,10.2,0.0004
9.29600e-05,10.2,0.0006
9.30400e-05,10.2,0.0006
9.31200e-05,10,0.0002
9.32000e-05,10,0.0004
9.32800e-05,10.2,0.0004
9.33600e-05,10.2,0.0004
9.34400e-05,10.2,0.0004
9.35200e-05,10,0.0004
9.36000e-05,10,0.0006
9.36800e-05,10,0.0006
9.37600e-05,10,0.0006
9.38400e-05,10,0.0004
9.39200e-05,10.2,0.0006
9.40000e-05,10,0.0004
9.40800e-05,10,0.0004
9.41600e-05,10,0.0004
9.42400e-05,10.2,0.0002
9.43200e-05,10.2,0.0004
9.44000e-05,10.2,0.0002
9.44800e-05,10.2,0.0006
9.45600e-05,10.2,0.0006
9.46400e-05,10,0.0006
9.47200e-05,10,0.0006
9.48000e-05,10.2,0.0004
9.48800e-05,10.2,0.0008
9.49600e-05,10.2,0.0004
9.50400e-05,10.2,0.0002
9.51200e-05,10.2,0.0004
9.52000e-05,10.2,0.0004
9.52800e-05,10.2,0.0004
9.53600e-05,10.2,0.0004
9.54400e-05,10.2,0.0002
9.55200e-05,10.2,0.0004
9.56000e-05,10.2,0.0006
9.56800e-05,10,0.0004
9.57600e-05,10.2,0.0006
9.58400e-05,10.2,0.0004
9.59200e-05,10,0.0004
9.60000e-05,10,0.0006
9.60800e-05,10.2,0.0006
9.61600e-05,10.2,0.0006
9.62400e-05,10.2,0.0006
9.63200e-05,10.2,0.0004
9.64000e-05,10.2,0.0006
9.64800e-05,10,0.0004
9.65600e-05,10,0.0006
9.66400e-05,10.2,0.0002
9.67200e-05,10,0.0006
9.68000e-05,10,0.0006
9.68800e-05,10.2,0.0006
9.69600e-05,10,0.0006
9.70400e-05,10,0.0004
9.71200e-05,10.2,0.0006
9.72000e-05,10.2,0.0006
9.72800e-05,10.2,0.0004
9.73600e-05,10.2,0.0002
9.74400e-05,10.2,0.0002
9.75200e-05,10,0.0004
9.76000e-05,10.2,0.0002
9.76800e-05,10.2,0.0006
9.77600e-05,10.2,0.0006
9.78400e-05,10.2,0.0004
9.79200e-05,10.2,0.0006
9.80000e-05,10.2,0.0008
9.80800e-05,10.2,0.0004
9.81600e-05,10.2,0.0004
9.82400e-05,10.2,0.0006
9.83200e-05,10.2,0.0002
9.84000e-05,10.2,0.0004
9.84800e-05,10.2,0.0002
9.85600e-05,10.2,0.0004
9.86400e-05,10.2,0.0004
9.87200e-05,10.2,0.0006
9.88000e-05,10.2,0.0008
9.88800e-05,10,0.0004
9.89600e-05,10.2,0.0004
9.90400e-05,10,0.0006
9.91200e-05,10,0.0006
9.92000e-05,10.2,0.0006
9.92800e-05,10.2,0.0004
9.93600e-05,10.2,0.0002
9.94400e-05,10,0.0004
9.95200e-05,10.2,0.0004
9.96000e-05,10.2,0.0006
9.96800e-05,10.2,0.0002
9.97600e-05,10.2,0.0002
9.98400e-05,10.2,0.0006
9.99200e-05,10.2,0.0004
1.00000e-04,10,0.0006
1.00080e-04,10.2,0.0006
1.00160e-04,10,0.0004
1.00240e-04,10.2,0.0008
1.00320e-04,10.2,0.0004
1.00400e-04,10.2,0.0004
1.00480e-04,10.2,0.0002
1.00560e-04,10.2,0.0002
1.00640e-04,10.2,0.0002
1.00720e-04,10.2,0.0002
1.00800e-04,10.2,0.0004
1.00880e-04,10.2,0.0006
1.00960e-04,10.2,0.0004
1.01040e-04,10.2,0.0004
1.01120e-04,10.2,0.0002
1.01200e-04,10.2,0.0006
1.01280e-04,10.2,0.0004
1.01360e-04,10.2,0.0004
1.01440e-04,10.2,0.0006
1.01520e-04,10.2,0.0004
1.01600e-04,10.2,0.0004
1.01680e-04,10.2,0.0004
1.01760e-04,10.2,0.0002
1.01840e-04,10.2,0.0006
1.01920e-04,10.2,0.0004
1.02000e-04,10,0.0002
1.02080e-04,10.2,0.0006
1.02160e-04,10.2,0.0006
1.02240e-04,10.2,0.0006
1.02320e-04,10.2,0.0006
1.02400e-04,10.2,0.0004
1.02480e-04,10.2,0.0004
1.02560e-04,10,0.0002
1.02640e-04,10.2,0.0002
1.02720e-04,10.2,0.0002
1.02800e-04,10.2,0.0002
1.02880e-04,10.2,0.0004
1.02960e-04,10.2,0.0002
1.03040e-04,10.2,0.0006
1.03120e-04,10.2,0.0006
1.03200e-04,10,0.0002
1.03280e-04,10.2,0.0004
1.03360e-04,10.2,0.0002
1.03440e-04,10.2,0.0004
1.03520e-04,10.2,0.0006
1.03600e-04,10.4,0.0004
1.03680e-04,10.2,0.0002
1.03760e-04,10.2,0.0002
1.03840e-04,10.2,0.0002
1.03920e-04,10.2,0.0004
1.04000e-04,10.2,0.0004
1.04080e-04,10.2,0.0004
1.04160e-04,10.2,0.0004
1.04240e-04,10,0.0006
1.04320e-04,10.2,0.0006
1.04400e-04,10.4,0.0004
1.04480e-04,10.2,0.0006
1.04560e-04,10.2,0.0006
1.04640e-04,10.2,0.0004
1.04720e-04,10.2,0.0006
1.04800e-04,10.2,0.0004
1.04880e-04,10.2,0.0004
1.04960e-04,10.2,0.0004
1.05040e-04,10.2,0.0002
1.05120e-04,10.2,0.0006
1.05200e-04,10.2,0.0004
1.05280e-04,10.2,0.0006
1.05360e-04,10.2,0.0004
1.05440e-04,10,0.0004
1.05520e-04,10.2,0.0006
1.05600e-04,10.2,0.0004
1.05680e-04,10.2,0.0006
1.05760e-04,10.2,0.0004
1.05840e-04,10.2,0.0002
1.05920e-04,10.2,0.0004
1.06000e-04,10.2,0.0002
1.06080e-04,10.2,0.0006
1.06160e-04,10.2,0.0004
1.06240e-04,10.2,0.0004
1.06320e-04,10.2,0.0008
1.06400e-04,10.2,0.0004
1.06480e-04,10.2,0.0008
1.06560e-04,10.2,0.0006
1.06640e-04,10.2,0.0006
1.06720e-04,10.2,0.0006
1.06800e-04,10.2,0.0004
1.06880e-04,10.2,0.0004
1.06960e-04,10.2,0.0004
1.07040e-04,10.2,0.0004
1.07120e-04,10.2,0.0006
1.07200e-04,10.2,0.0002
1.07280e-04,10.2,0.0006
1.07360e-04,10.2,0.0006
1.07440e-04,10.2,0.0006
1.07520e-04,10.2,0.0008
1.07600e-04,10.2,0.0004
1.07680e-04,10.2,0.0008
1.07760e-04,10.2,0.0006
1.07840e-04,10.2,0.0002
1.07920e-04,10.2,0.0002
1.08000e-04,10.2,0.0002
1.08080e-04,10.2,0.0002
1.08160e-04,10.2,0.0006
1.08240e-04,10.2,0.0004
1.08320e-04,10.2,0.0006
1.08400e-04,10.2,0.0006
1.08480e-04,10.2,0.0006
1.08560e-04,10.2,0.0008
1.08640e-04,10.2,0.0004
1.08720e-04,10.2,0.0008
1.08800e-04,10.2,0.0004
1.08880e-04,10.2,0.0004
1.08960e-04,10,0.0006
1.09040e-04,10.2,0.0002
1.09120e-04,10.2,0.0006
1.09200e-04,10.2,0.0002
1.09280e-04,10.2,0.0004
1.09360e-04,10.2,0.0004
1.09440e-04,10.2,0.0004
1.09520e-04,10,0.0004
1.09600e-04,10.2,0.0006
1.09680e-04,10.2,0.0004
1.09760e-04,10.2,0.0006
1.09840e-04,10.2,0.0004
1.09920e-04,10.2,0.0006
1.10000e-04,10.2,0.0006
1.10080e-04,10.2,0.0004
1.10160e-04,10.2,0.0006
1.10240e-04,10.2,0.0006
1.10320e-04,10.2,0.0004
1.10400e-04,10.2,0.0004
1.10480e-04,10.2,0.0006
1.10560e-04,10.2,0.0008
1.10640e-04,10.2,0.0004
1.10720e-04,10.2,0.0004
1.10800e-04,10.2,0.0006
1.10880e-04,10,0.0004
1.10960e-04,10.2,0.0006
1.11040e-04,10.2,0.0004
1.11120e-04,10.2,0.0002
1.11200e-04,10.2,0.0006
1.11280e-04,10,0.0004
1.11360e-04,10.2,0.0004
1.11440e-04,10.2,0.0002
1.11520e-04,10.2,0.0002
1.11600e-04,10.2,0.0006
1.11680e-04,10.2,0.0006
1.11760e-04,10.2,0.0008
1.11840e-04,10.2,0.0006
1.11920e-04,10.2,0.0006
1.12000e-04,10.2,0.0004
1.12080e-04,10,0.0004
1.12160e-04,10.2,0.0008
1.12240e-04,10.2,0.0004
1.12320e-04,10.2,0.0004
1.12400e-04,10.2,0.0006
1.12480e-04,10,0.0004
1.12560e-04,10.2,0.0006
1.12640e-04,10.2,0.0004
1.12720e-04,10.2,0.0004
1.12800e-04,10.2,0.0006
1.12880e-04,10.2,0.0006
1.12960e-04,10.2,0.0006
1.13040e-04,10.2,0.0008
1.13120e-04,10.2,0.0006
1.13200e-04,10.2,0.0006
1.13280e-04,10.2,0.0006
1.13360e-04,10.2,0.0006
1.13440e-04,10,0.0004
1.13520e-04,10.2,0.0004
1.13600e-04,10.2,0.0004
1.13680e-04,10.2,0.0002
1.13760e-04,10.2,0.0006
1.13840e-04,10,0.0006
1.13920e-04,10,0.0006
1.14000e-04,10.2,0.0006
1.14080e-04,10.2,0.0004
1.14160e-04,10.2,0.0006
1.14240e-04,10.2,0.0006
1.14320e-04,10.2,0.0006
1.14400e-04,10,0.0006
1.14480e-04,10,0.0006
1.14560e-04,10.2,0.0006
1.14640e-04,10,0.0006
1.14720e-04,10.2,0.0002
1.14800e-04,10,0.0006
1.14880e-04,10,0.0006
1.14960e-04,10.2,0.0006
1.15040e-04,10,0.0008
1.15120e-04,10.2,0.0006
1.15200e-04,10.2,0.0008
1.15280e-04,10,0.0006
1.15360e-04,10.2,0.0006
1.15440e-04,10,0.0008
1.15520e-04,10.2,0.0004
1.15600e-04,10.2,0.0004
1.15680e-04,10.2,0.0006
1.15760e-04,10.2,0
1.15840e-04,10.2,0.0006
1.15920e-04,10.2,0.0004
1.16000e-04,10.2,0.0004
1.16080e-04,10,0.0008
1.16160e-04,10.2,0.0004
1.16240e-04,10.2,0.0004
1.16320e-04,10.2,0.0006
1.16400e-04,10.2,0.0006
1.16480e-04,10.2,0.0006
1.16560e-04,10,0.0004
1.16640e-04,10,0
1.16720e-04,10.2,0.0004
1.16800e-04,10.2,0.0004
1.16880e-04,10.2,0.0004
1.16960e-04,10.2,0.0002
1.17040e-04,10,0.0006
1.17120e-04,10,0.0006
1.17200e-04,10.2,0.0006
1.17280e-04,10,0.0006
1.17360e-04,10.2,0.0004
1.17440e-04,10.2,0.0004
1.17520e-04,10,0.0004
1.17600e-04,10.2,0.0002
1.17680e-04,10,0.0006
1.17760e-04,10.2,0.0004
1.17840e-04,10.2,0.0004
1.17920e-04,10,0.0002
1.18000e-04,10.2,0.0002
1.18080e-04,10.2,0.0004
1.18160e-04,10.2,0.0004
1.18240e-04,10.2,0.0006
1.18320e-04,10.2,0.0006
1.18400e-04,10.2,0.0006
1.18480e-04,10.2,0.0008
1.18560e-04,10.2,0.0004
1.18640e-04,10.2,0.0006
1.18720e-04,10.2,0.0004
1.18800e-04,10.2,0.0004
1.18880e-04,10.2,0.0006
1.18960e-04,10.2,0.0004
1.19040e-04,10.2,0.0004
1.19120e-04,10.2,0.0004
1.19200e-04,10.4,0.0004
1.19280e-04,10.2,0.0006
1.19360e-04,10.2,0.0004
1.19440e-04,10.2,0.0006
1.19520e-04,10.2,0.0006
1.19600e-04,10.2,0.0004
1.19680e-04,10.2,0.0004
1.19760e-04,10.2,0.0004
1.19840e-04,10.2,0.0006
1.19920e-04,10.2,0.0006
1.20000e-04,10.2,0.0004
1.20080e-04,10.2,0.0006
1.20160e-04,10,0.0002
1.20240e-04,10.2,0.0006
1.20320e-04,10,0.0006
1.20400e-04,10.2,0.0006
1.20480e-04,10.2,0.0004
1.20560e-04,10.2,0.0006
1.20640e-04,10.2,0.0008
1.20720e-04,10.2,0.0008
1.20800e-04,10,0.0004
1.20880e-04,10.2,0.0006
1.20960e-04,10,0.0004
1.21040e-04,10.2,0.0002
1.21120e-04,10.2,0.0006
1.21200e-04,10,0.0006
1.21280e-04,10.2,0.0006
1.21360e-04,10.2,0.0004
1.21440e-04,10.2,0.0002
1.21520e-04,10.2,0.0006
1.21600e-04,10.2,0.0008
1.21680e-04,10.2,0.0008
1.21760e-04,10.2,0.0008
1.21840e-04,10.2,0.0008
1.21920e-04,10.2,0.0008
1.22000e-04,10.2,0.0006
1.22080e-04,10.2,0.0006
1.22160e-04,10.2,0.0006
1.22240e-04,10,0.0004
1.22320e-04,10.2,0.0006
1.22400e-04,10.2,0.0006
1.22480e-04,10.2,0.0004
1.22560e-04,10.2,0.0004
1.22640e-04,10.2,0.0004
1.22720e-04,10.2,0.0006
1.22800e-04,10.2,0.0004
1.22880e-04,10.2,0.0006
1.22960e-04,10.2,0.0008
1.23040e-04,10.2,0.0004
1.23120e-04,10.2,0.0006
1.23200e-04,10.2,0.0004
1.23280e-04,10.2,0.0006
1.23360e-04,10.2,0.0006
1.23440e-04,10.2,0.0004
1.23520e-04,10.2,0.0004
1.23600e-04,10.2,0.0004
1.23680e-04,10.2,0.0004
1.23760e-04,10.2,0.0006
1.23840e-04,10.2,0.0006
1.23920e-04,10.2,0.0006
1.24000e-04,10.2,0.0008
1.24080e-04,10.2,0.0004
1.24160e-04,10.2,0.0006
1.24240e-04,10.2,0.0006
1.24320e-04,10.2,0.0004
1.24400e-04,10.2,0.0006
1.24480e-04,10.2,0.0002
1.24560e-04,10.2,0.0008
1.24640e-04,10.2,0.0004
1.24720e-04,10.2,0.0004
1.24800e-04,10.2,0.0006
1.24880e-04,10.2,0.0006
1.24960e-04,10.2,0.0006
1.25040e-04,10.2,0.0006
1.25120e-04,10.2,0.0006
1.25200e-04,10.2,0.0006
1.25280e-04,10.2,0.0006
1.25360e-04,10.2,0.0006
1.25440e-04,10.2,0.0004
1.25520e-04,10.2,0.0004
1.25600e-04,10.2,0.0006
1.25680e-04,10.2,0.0004
1.25760e-04,10.2,0.0006
1.25840e-04,10.2,0.0006
1.25920e-04,10,0.0004
1.26000e-04,10.2,0.0008
1.26080e-04,10.2,0.0006
1.26160e-04,10.2,0.0008
1.26240e-04,10.2,0.0008
1.26320e-04,10,0.0008
1.26400e-04,10.2,0.0006
1.26480e-04,10.2,0.0006
1.26560e-04,10.2,0.0006
1.26640e-04,10.2,0.0006
1.26720e-04,10.2,0.0006
1.26800e-04,10,0.0004
1.26880e-04,10,0.0006
1.26960e-04,10.2,0.0008
1.27040e-04,10.2,0.0008
1.27120e-04,10.2,0.0008
1.27200e-04,10.2,0.0008
1.27280e-04,10.2,0.0006
1.27360e-04,10.2,0.0006
1.27440e-04,10.2,0.0008
1.27520e-04,10.2,0.0004
1.27600e-04,10.2,0.0004
1.27680e-04,10.2,0.0006
1.27760e-04,10.2,0.0004
1.27840e-04,10,0.0004
1.27920e-04,10.2,0.0002
1.28000e-04,10.2,0.0006
1.28080e-04,10.2,0.0006
1.28160e-04,10.2,0.0008
1.28240e-04,10.2,0.0008
1.28320e-04,10.2,0.0006
1.28400e-04,10,0.0006
1.28480e-04,10.2,0.0004
1.28560e-04,10,0.0006
1.28640e-04,10.2,0.0004
1.28720e-04,10.2,0.0006
1.28800e-04,10,0.0006
1.28880e-04,10.2,0.0004
1.28960e-04,10.2,0.0004
1.29040e-04,10,0.0006
1.29120e-04,10.2,0.0004
1.29200e-04,10,0.0006
