amp,err amp,angulo,err angulo,
1.7,0.005,0,0.5
0.592,0.005,30,0.5
0.46,0.005,60,0.5
0.192,0.005,90,0.5
0.96,0.005,120,0.5
0.8,0.005,150,0.5
0.96,0.005,180,0.5
0.112,0.005,210,0.5
0.5,0.005,240,0.5
0.176,0.005,270,0.5
0.464,0.005,300,0.5
0.71,0.005,330,0.5
1,0.005,360,0.5
