t,V_m,V_e
-0.0005,-3.12,2.4
-0.0004996,-3.12,2.32
-0.0004992,-3.12,2.32
-0.0004988,-3.04,2.32
-0.0004984,-2.96,2.4
-0.000498,-2.96,2.32
-0.0004976000000000001,-2.88,2.32
-0.0004972,-2.96,2.32
-0.0004968,-2.88,2.24
-0.0004964,-2.88,2.32
-0.000496,-2.88,2.32
-0.0004956,-2.72,2.24
-0.0004952,-2.8000000000000003,2.24
-0.0004948,-2.8000000000000003,2.16
-0.0004944,-2.72,2.24
-0.000494,-2.72,2.24
-0.0004936,-2.64,2.16
-0.0004932000000000001,-2.64,2.16
-0.0004928,-2.56,2.16
-0.0004924,-2.56,2.24
-0.000492,-2.4,2.08
-0.0004916,-2.48,2.0
-0.0004912,-2.56,2.08
-0.0004908,-2.32,2.08
-0.0004904,-2.4,2.08
-0.00049,-2.4,2.0
-0.0004896,-2.24,2.0
-0.0004892,-2.32,1.92
-0.0004888000000000001,-2.16,1.92
-0.0004884,-2.16,1.92
-0.000488,-2.16,1.92
-0.00048760000000000003,-2.0,2.0
-0.0004872,-1.92,1.84
-0.0004868,-2.0,1.84
-0.0004864,-2.0,1.84
-0.000486,-1.84,1.84
-0.0004856,-1.84,1.76
-0.00048520000000000003,-1.84,1.76
-0.0004848,-1.76,1.76
-0.0004844,-1.68,1.76
-0.000484,-1.6,1.68
-0.0004836,-1.68,1.76
-0.00048320000000000004,-1.52,1.6
-0.0004828,-1.52,1.6
-0.0004824,-1.44,1.52
-0.000482,-1.44,1.52
-0.0004816,-1.36,1.52
-0.0004812,-1.28,1.52
-0.00048080000000000003,-1.2,1.52
-0.0004804,-1.2,1.36
-0.00048,-1.2,1.44
-0.0004796,-1.04,1.28
-0.0004792,-1.04,1.28
-0.00047880000000000004,-0.96,1.28
-0.00047840000000000003,-0.96,1.28
-0.000478,-0.88,1.2
-0.0004776,-0.8,1.28
-0.0004772,-0.72,1.12
-0.0004768,-0.88,1.12
-0.00047640000000000003,-0.64,1.12
-0.000476,-0.72,1.04
-0.0004756,-0.56,0.96
-0.0004752,-0.56,1.04
-0.0004748,-0.4,0.88
-0.00047440000000000004,-0.48,0.96
-0.00047400000000000003,-0.32,0.88
-0.0004736,-0.32,0.72
-0.0004732,-0.24,0.88
-0.0004728,-0.16,0.8
-0.0004724,-0.16,0.72
-0.00047200000000000003,0.0,0.72
-0.0004716,0.0,0.64
-0.0004712,0.08,0.72
-0.0004708,0.16,0.56
-0.0004704,0.16,0.56
-0.00047000000000000004,0.16,0.56
-0.00046960000000000003,0.32,0.4
-0.0004692,0.32,0.4
-0.0004688,0.4,0.4
-0.0004684,0.4,0.4
-0.000468,0.48,0.4
-0.0004676,0.56,0.32
-0.0004672,0.64,0.24
-0.0004668,0.72,0.16
-0.0004664,0.8,0.16
-0.000466,0.72,0.08
-0.00046560000000000004,0.8,0.08
-0.00046520000000000003,0.88,0.08
-0.0004648,0.88,0.0
-0.0004644,1.04,0.0
-0.000464,1.04,-0.08
-0.0004636,1.12,-0.08
-0.0004632,1.2,-0.16
-0.00046280000000000003,1.12,-0.16
-0.0004624,1.28,-0.24
-0.000462,1.28,-0.32
-0.0004616,1.28,-0.24
-0.0004612,1.36,-0.4
-0.00046080000000000003,1.52,-0.32
-0.0004604,1.52,-0.48
-0.00046,1.52,-0.48
-0.0004596,1.52,-0.48
-0.0004592,1.76,-0.48
-0.0004588,1.76,-0.48
-0.00045840000000000003,1.84,-0.56
-0.000458,1.76,-0.64
-0.0004576,1.92,-0.72
-0.0004572,1.92,-0.72
-0.0004568,1.92,-0.72
-0.00045640000000000003,2.0,-0.72
-0.000456,2.08,-0.8
-0.0004556,2.08,-0.8
-0.0004552,2.16,-0.88
-0.0004548,2.16,-0.96
-0.0004544,2.32,-0.96
-0.00045400000000000003,2.24,-0.96
-0.0004536,2.32,-0.96
-0.0004532,2.4,-1.2
-0.0004528,2.32,-1.04
-0.0004524,2.48,-1.12
-0.00045200000000000004,2.4,-1.2
-0.0004516,2.48,-1.28
-0.0004512,2.48,-1.2
-0.0004508,2.64,-1.28
-0.0004504,2.56,-1.36
-0.00045,2.72,-1.36
-0.00044960000000000003,2.72,-1.36
-0.0004492,2.8000000000000003,-1.44
-0.0004488,2.8000000000000003,-1.44
-0.0004484,2.96,-1.44
-0.000448,2.96,-1.6
-0.00044760000000000004,2.96,-1.52
-0.00044720000000000003,2.88,-1.52
-0.0004468,2.96,-1.6
-0.0004464,3.04,-1.6
-0.000446,2.96,-1.68
-0.0004456,3.12,-1.76
-0.00044520000000000003,3.04,-1.68
-0.0004448,3.12,-1.68
-0.0004444,3.12,-1.76
-0.000444,3.2,-1.76
-0.0004436,3.12,-1.84
-0.00044320000000000004,3.2,-1.84
-0.00044280000000000003,3.2800000000000002,-1.92
-0.0004424,3.2800000000000002,-1.84
-0.000442,3.2,-1.92
-0.0004416,3.2,-1.92
-0.0004412,3.36,-1.92
-0.00044080000000000004,3.36,-2.08
-0.0004404,3.2800000000000002,-1.92
-0.00044,3.44,-2.08
-0.0004396,3.36,-2.0
-0.0004392,3.52,-2.08
-0.00043880000000000004,3.44,-2.16
-0.00043840000000000003,3.44,-2.08
-0.000438,3.44,-2.16
-0.0004376,3.52,-2.16
-0.0004372,3.44,-2.16
-0.0004368,3.52,-2.16
-0.0004364,3.52,-2.24
-0.000436,3.52,-2.24
-0.0004356,3.52,-2.24
-0.0004352,3.52,-2.24
-0.0004348,3.52,-2.4
-0.00043440000000000004,3.6,-2.24
-0.00043400000000000003,3.6,-2.32
-0.0004336,3.6,-2.32
-0.0004332,3.6,-2.24
-0.0004328,3.6,-2.32
-0.0004324,3.6,-2.32
-0.000432,3.52,-2.32
-0.00043160000000000003,3.6,-2.32
-0.0004312,3.44,-2.4
-0.0004308,3.6,-2.32
-0.0004304,3.52,-2.32
-0.00043000000000000004,3.6,-2.48
-0.00042960000000000003,3.68,-2.48
-0.0004292,3.6,-2.48
-0.0004288,3.52,-2.32
-0.0004284,3.6,-2.4
-0.000428,3.6,-2.48
-0.0004276,3.52,-2.32
-0.00042720000000000003,3.44,-2.4
-0.0004268,3.52,-2.4
-0.0004264,3.44,-2.32
-0.000426,3.52,-2.48
-0.00042560000000000005,3.36,-2.4
-0.00042520000000000004,3.44,-2.56
-0.0004248,3.44,-2.48
-0.0004244,3.52,-2.56
-0.000424,3.36,-2.48
-0.0004236,3.44,-2.4
-0.0004232,3.36,-2.48
-0.00042280000000000003,3.36,-2.4
-0.0004224,3.36,-2.64
-0.000422,3.36,-2.4
-0.0004216,3.2800000000000002,-2.4
-0.00042120000000000005,3.36,-2.32
-0.00042080000000000004,3.2800000000000002,-2.32
-0.00042040000000000003,3.2800000000000002,-2.4
-0.00042,3.2,-2.48
-0.0004196,3.2,-2.4
-0.0004192,3.12,-2.4
-0.0004188,3.12,-2.4
-0.00041840000000000003,3.04,-2.32
-0.000418,3.04,-2.4
-0.0004176,3.04,-2.4
-0.0004172,3.04,-2.4
-0.00041680000000000005,2.96,-2.32
-0.00041640000000000004,3.04,-2.32
-0.00041600000000000003,2.88,-2.32
-0.0004156,2.88,-2.16
-0.0004152,2.96,-2.4
-0.0004148,2.88,-2.24
-0.0004144,2.72,-2.24
-0.00041400000000000003,2.72,-2.24
-0.0004136,2.72,-2.24
-0.0004132,2.8000000000000003,-2.16
-0.0004128,2.64,-2.24
-0.0004124,2.56,-2.16
-0.00041200000000000004,2.56,-2.08
-0.00041160000000000003,2.56,-2.08
-0.0004112,2.56,-2.08
-0.0004108,2.4,-2.0
-0.0004104,2.4,-2.0
-0.00041,2.4,-2.0
-0.0004096,2.4,-2.08
-0.0004092,2.24,-2.0
-0.0004088,2.32,-1.92
-0.0004084,2.16,-1.92
-0.000408,2.16,-1.84
-0.00040760000000000004,2.08,-1.84
-0.00040720000000000003,2.08,-1.76
-0.0004068,2.08,-1.84
-0.0004064,2.0,-1.84
-0.000406,1.92,-1.68
-0.0004056,1.92,-1.68
-0.0004052,1.92,-1.68
-0.00040480000000000003,1.76,-1.6
-0.0004044,1.76,-1.6
-0.000404,1.68,-1.6
-0.0004036,1.68,-1.44
-0.00040320000000000004,1.6,-1.52
-0.00040280000000000003,1.52,-1.6
-0.0004024,1.44,-1.44
-0.000402,1.44,-1.44
-0.0004016,1.44,-1.36
-0.0004012,1.36,-1.36
-0.0004008,1.2,-1.2
-0.00040040000000000003,1.36,-1.36
-0.0004,1.2,-1.2
-0.0003996,1.2,-1.28
-0.0003992,1.04,-1.28
-0.00039880000000000004,1.04,-1.2
-0.00039840000000000003,0.96,-1.12
-0.000398,0.88,-1.04
-0.0003976,0.8,-1.12
-0.0003972,0.8,-1.04
-0.0003968,0.72,-0.96
-0.0003964,0.64,-0.96
-0.00039600000000000003,0.56,-0.96
-0.0003956,0.56,-0.96
-0.0003952,0.48,-0.96
-0.0003948,0.48,-0.88
-0.00039440000000000005,0.4,-0.8
-0.00039400000000000004,0.4,-0.88
-0.0003936,0.24,-0.72
-0.0003932,0.24,-0.72
-0.0003928,0.16,-0.64
-0.0003924,0.16,-0.64
-0.000392,0.08,-0.56
-0.00039160000000000003,0.0,-0.56
-0.0003912,0.0,-0.48
-0.0003908,-0.16,-0.48
-0.0003904,-0.16,-0.4
-0.00039000000000000005,-0.16,-0.48
-0.00038960000000000004,-0.24,-0.4
-0.00038920000000000003,-0.32,-0.4
-0.0003888,-0.4,-0.32
-0.0003884,-0.4,-0.32
-0.000388,-0.4,-0.24
-0.0003876,-0.64,-0.08
-0.00038720000000000003,-0.64,-0.08
-0.0003868,-0.72,0.0
-0.0003864,-0.72,0.0
-0.000386,-0.72,0.0
-0.00038560000000000005,-0.8,0.0
-0.00038520000000000004,-0.96,0.0
-0.00038480000000000003,-0.96,0.0
-0.0003844,-1.04,0.16
-0.000384,-0.96,0.24
-0.0003836,-1.12,0.24
-0.0003832,-1.12,0.24
-0.00038280000000000003,-1.28,0.24
-0.0003824,-1.2,0.4
-0.000382,-1.28,0.4
-0.0003816,-1.36,0.48
-0.0003812,-1.36,0.48
-0.00038080000000000004,-1.44,0.48
-0.00038040000000000003,-1.52,0.56
-0.00038,-1.44,0.56
-0.0003796,-1.6,0.64
-0.0003792,-1.68,0.56
-0.0003788,-1.68,0.64
-0.0003784,-1.76,0.72
-0.000378,-1.76,0.8
-0.0003776,-1.84,0.72
-0.0003772,-1.84,0.88
-0.00037680000000000005,-2.0,0.88
-0.00037640000000000004,-1.92,0.88
-0.00037600000000000003,-2.08,0.88
-0.0003756,-2.0,0.88
-0.0003752,-2.16,1.04
-0.0003748,-2.16,0.96
-0.0003744,-2.16,1.12
-0.000374,-2.16,1.04
-0.00037360000000000003,-2.24,1.12
-0.0003732,-2.32,1.2
-0.0003728,-2.32,1.2
-0.00037240000000000005,-2.4,1.28
-0.00037200000000000004,-2.4,1.28
-0.00037160000000000003,-2.48,1.28
-0.0003712,-2.56,1.28
-0.0003708,-2.48,1.36
-0.0003704,-2.64,1.36
-0.00037,-2.64,1.44
-0.0003696,-2.72,1.44
-0.00036920000000000003,-2.72,1.44
-0.0003688,-2.72,1.6
-0.0003684,-2.72,1.52
-0.00036800000000000005,-2.8000000000000003,1.52
-0.00036760000000000004,-2.8000000000000003,1.6
-0.00036720000000000004,-2.88,1.6
-0.0003668,-2.8000000000000003,1.6
-0.0003664,-2.96,1.6
-0.000366,-2.96,1.68
-0.0003656,-2.96,1.84
-0.0003652,-2.88,1.84
-0.0003648,-2.96,1.84
-0.0003644,-3.04,1.76
-0.000364,-3.04,1.84
-0.00036360000000000006,-3.04,1.84
-0.00036320000000000005,-3.12,1.84
-0.00036280000000000004,-3.12,1.84
-0.0003624,-3.12,1.92
-0.000362,-3.2,2.0
-0.0003616,-3.2,1.92
-0.0003612,-3.2,2.08
-0.0003608,-3.2,2.0
-0.0003604,-3.12,2.08
-0.00036,-3.2,2.0
-0.0003596,-3.2800000000000002,2.16
-0.0003592,-3.2800000000000002,2.08
-0.00035880000000000005,-3.2800000000000002,2.08
-0.00035840000000000004,-3.2800000000000002,2.16
-0.00035800000000000003,-3.2800000000000002,2.08
-0.0003576,-3.2800000000000002,2.16
-0.0003572,-3.36,2.16
-0.0003568,-3.36,2.16
-0.0003564,-3.36,2.24
-0.000356,-3.36,2.24
-0.0003556,-3.36,2.24
-0.0003552,-3.36,2.24
-0.0003548,-3.44,2.24
-0.00035440000000000005,-3.36,2.24
-0.00035400000000000004,-3.2800000000000002,2.32
-0.00035360000000000003,-3.36,2.24
-0.0003532,-3.36,2.32
-0.0003528,-3.2800000000000002,2.32
-0.0003524,-3.36,2.32
-0.000352,-3.2800000000000002,2.4
-0.0003516,-3.2800000000000002,2.32
-0.0003512,-3.44,2.32
-0.0003508,-3.2800000000000002,2.4
-0.0003504,-3.36,2.4
-0.00035000000000000005,-3.36,2.32
-0.00034960000000000004,-3.2800000000000002,2.4
-0.00034920000000000003,-3.2800000000000002,2.48
-0.0003488,-3.36,2.4
-0.0003484,-3.2800000000000002,2.4
-0.000348,-3.2800000000000002,2.4
-0.0003476,-3.2800000000000002,2.32
-0.0003472,-3.2800000000000002,2.4
-0.0003468,-3.2,2.4
-0.0003464,-3.12,2.4
-0.000346,-3.2,2.32
-0.00034560000000000005,-3.2,2.4
-0.00034520000000000004,-3.2,2.4
-0.00034480000000000003,-3.12,2.4
-0.0003444,-3.2,2.4
-0.000344,-3.2,2.4
-0.0003436,-3.04,2.32
-0.0003432,-3.12,2.32
-0.0003428,-3.04,2.4
-0.00034240000000000003,-3.04,2.4
-0.000342,-3.04,2.32
-0.0003416,-2.96,2.32
-0.00034120000000000005,-2.96,2.32
-0.00034080000000000004,-3.04,2.32
-0.00034040000000000003,-2.96,2.32
-0.00034,-2.88,2.32
-0.0003396,-2.88,2.32
-0.0003392,-2.8000000000000003,2.24
-0.0003388,-2.8000000000000003,2.24
-0.0003384,-2.72,2.24
-0.00033800000000000003,-2.72,2.16
-0.0003376,-2.72,2.24
-0.0003372,-2.72,2.24
-0.00033680000000000006,-2.64,2.24
-0.00033640000000000005,-2.64,2.08
-0.00033600000000000004,-2.56,2.16
-0.0003356,-2.48,2.16
-0.0003352,-2.56,2.08
-0.0003348,-2.48,2.08
-0.0003344,-2.4,2.08
-0.000334,-2.32,2.08
-0.00033360000000000003,-2.32,2.08
-0.0003332,-2.24,2.0
-0.0003328,-2.32,2.0
-0.00033240000000000006,-2.08,2.0
-0.00033200000000000005,-2.24,1.92
-0.00033160000000000004,-2.16,2.0
-0.00033120000000000003,-2.16,1.84
-0.0003308,-2.08,1.76
-0.0003304,-2.0,1.84
-0.00033,-1.92,1.84
-0.0003296,-1.92,1.76
-0.0003292,-1.84,1.76
-0.0003288,-1.84,1.76
-0.0003284,-1.84,1.76
-0.00032800000000000006,-1.76,1.76
-0.00032760000000000005,-1.76,1.76
-0.00032720000000000004,-1.68,1.68
-0.00032680000000000003,-1.6,1.76
-0.0003264,-1.6,1.68
-0.000326,-1.44,1.6
-0.0003256,-1.36,1.52
-0.0003252,-1.44,1.52
-0.0003248,-1.44,1.52
-0.0003244,-1.28,1.44
-0.000324,-1.28,1.44
-0.0003236,-1.2,1.44
-0.00032320000000000005,-1.12,1.44
-0.00032280000000000004,-1.12,1.28
-0.00032240000000000003,-1.12,1.28
-0.000322,-0.96,1.2
-0.0003216,-1.04,1.36
-0.0003212,-0.8,1.12
-0.0003208,-0.72,1.2
-0.0003204,-0.8,1.2
-0.00032,-0.72,1.12
-0.0003196,-0.64,1.12
-0.0003192,-0.56,1.04
-0.00031880000000000005,-0.56,0.96
-0.00031840000000000004,-0.56,0.96
-0.00031800000000000003,-0.4,0.96
-0.0003176,-0.4,0.96
-0.0003172,-0.32,0.8
-0.0003168,-0.32,0.88
-0.0003164,-0.24,0.72
-0.000316,-0.08,0.8
-0.00031560000000000003,-0.08,0.72
-0.0003152,-0.08,0.64
-0.0003148,-0.08,0.72
-0.00031440000000000005,0.0,0.56
-0.00031400000000000004,0.0,0.48
-0.00031360000000000003,0.16,0.56
-0.0003132,0.24,0.48
-0.0003128,0.24,0.48
-0.0003124,0.32,0.48
-0.000312,0.32,0.4
-0.0003116,0.4,0.32
-0.00031120000000000003,0.56,0.24
-0.0003108,0.56,0.24
-0.0003104,0.72,0.32
-0.00031000000000000005,0.64,0.24
-0.00030960000000000004,0.72,0.16
-0.00030920000000000003,0.72,0.08
-0.0003088,0.8,0.08
-0.0003084,0.88,0.0
-0.000308,0.96,0.0
-0.0003076,1.04,-0.08
-0.0003072,1.04,-0.08
-0.00030680000000000003,1.04,-0.08
-0.0003064,1.28,-0.16
-0.000306,1.28,-0.24
-0.00030560000000000006,1.28,-0.24
-0.00030520000000000005,1.28,-0.24
-0.00030480000000000004,1.44,-0.24
-0.0003044,1.44,-0.32
-0.000304,1.52,-0.4
-0.0003036,1.52,-0.4
-0.0003032,1.52,-0.48
-0.0003028,1.68,-0.56
-0.00030240000000000003,1.76,-0.56
-0.000302,1.76,-0.56
-0.0003016,1.84,-0.72
-0.00030120000000000006,1.76,-0.64
-0.00030080000000000005,1.92,-0.72
-0.00030040000000000004,1.92,-0.8
-0.00030000000000000003,2.0,-0.72
-0.0002996,2.0,-0.88
-0.0002992,2.0,-0.88
-0.0002988,2.16,-0.8
-0.0002984,2.08,-0.88
-0.000298,2.16,-0.88
-0.0002976,2.32,-0.96
-0.0002972,2.32,-1.04
-0.00029680000000000006,2.32,-1.12
-0.00029640000000000005,2.4,-1.04
-0.00029600000000000004,2.48,-1.12
-0.00029560000000000003,2.48,-1.2
-0.0002952,2.4,-1.2
-0.0002948,2.56,-1.2
-0.0002944,2.56,-1.2
-0.000294,2.72,-1.28
-0.0002936,2.64,-1.28
-0.0002932,2.64,-1.28
-0.0002928,2.72,-1.28
-0.00029240000000000006,2.72,-1.36
-0.00029200000000000005,2.64,-1.44
