,,,-2.4280000E-6,719.999969006E-3,,,,,-2.4280000E-6,159.99999642E-3,
,,,-2.4260000E-6,799.999952316E-3,,,,,-2.4260000E-6,319.99999285E-3,
,,,-2.4239998E-6,719.999969006E-3,,,,,-2.4239998E-6,319.99999285E-3,
,,,-2.4219999E-6,799.999952316E-3,,,,,-2.4219999E-6,239.99999464E-3,
,,,-2.4199999E-6,879.999995232E-3,,,,,-2.4199999E-6,319.99999285E-3,
,,,-2.4179999E-6,799.999952316E-3,,,,,-2.4179999E-6,239.99999464E-3,
,,,-2.4159999E-6,879.999995232E-3,,,,,-2.4159999E-6,399.99997616E-3,
,,,-2.4139999E-6,879.999995232E-3,,,,,-2.4139999E-6,239.99999464E-3,
,,,-2.4120000E-6,879.999995232E-3,,,,,-2.4120000E-6,319.99999285E-3,
,,,-2.4100000E-6,879.999995232E-3,,,,,-2.4100000E-6,399.99997616E-3,
,,,-2.4080000E-6,879.999995232E-3,,,,,-2.4080000E-6,239.99999464E-3,
,,,-2.4060000E-6,879.999995232E-3,,,,,-2.4060000E-6,319.99999285E-3,
,,,-2.4040000E-6,879.999995232E-3,,,,,-2.4040000E-6,399.99997616E-3,
,,,-2.4019998E-6,959.999978542E-3,,,,,-2.4019998E-6,319.99999285E-3,
,,,-2.3999999E-6,879.999995232E-3,,,,,-2.3999999E-6,399.99997616E-3,
,,,-2.3979999E-6,959.999978542E-3,,,,,-2.3979999E-6,319.99999285E-3,
,,,-2.3959999E-6,959.999978542E-3,,,,,-2.3959999E-6,399.99997616E-3,
,,,-2.3939999E-6,959.999978542E-3,,,,,-2.3939999E-6,399.99997616E-3,
,,,-2.3919999E-6,1.0400000,,,,,-2.3919999E-6,319.99999285E-3,
,,,-2.3900000E-6,1.0400000,,,,,-2.3900000E-6,319.99999285E-3,
,,,-2.3880000E-6,1.1200000,,,,,-2.3880000E-6,399.99997616E-3,
,,,-2.3860000E-6,959.999978542E-3,,,,,-2.3860000E-6,319.99999285E-3,
,,,-2.3840000E-6,879.999995232E-3,,,,,-2.3840000E-6,479.999989271E-3,
,,,-2.3820000E-6,959.999978542E-3,,,,,-2.3820000E-6,399.99997616E-3,
,,,-2.3799998E-6,879.999995232E-3,,,,,-2.3799998E-6,399.99997616E-3,
,,,-2.3779999E-6,879.999995232E-3,,,,,-2.3779999E-6,399.99997616E-3,
,,,-2.3759999E-6,1.0400000,,,,,-2.3759999E-6,479.999989271E-3,
,,,-2.3739999E-6,1.0400000,,,,,-2.3739999E-6,479.999989271E-3,
,,,-2.3719999E-6,1.0400000,,,,,-2.3719999E-6,479.999989271E-3,
,,,-2.3699999E-6,1.0400000,,,,,-2.3699999E-6,479.999989271E-3,
,,,-2.3680000E-6,1.0400000,,,,,-2.3680000E-6,399.99997616E-3,
,,,-2.3660000E-6,1.0400000,,,,,-2.3660000E-6,399.99997616E-3,
,,,-2.3640000E-6,1.0400000,,,,,-2.3640000E-6,479.999989271E-3,
,,,-2.3620000E-6,1.1200000,,,,,-2.3620000E-6,479.999989271E-3,
,,,-2.3600001E-6,1.1200000,,,,,-2.3600001E-6,560.000002384E-3,
,,,-2.3579998E-6,1.1200000,,,,,-2.3579998E-6,560.000002384E-3,
,,,-2.3559999E-6,1.0400000,,,,,-2.3559999E-6,479.999989271E-3,
,,,-2.3539999E-6,1.0400000,,,,,-2.3539999E-6,479.999989271E-3,
,,,-2.3519999E-6,1.1999999,,,,,-2.3519999E-6,560.000002384E-3,
,,,-2.3499999E-6,1.1200000,,,,,-2.3499999E-6,560.000002384E-3,
,,,-2.3480000E-6,1.1200000,,,,,-2.3480000E-6,479.999989271E-3,
,,,-2.3460000E-6,1.1999999,,,,,-2.3460000E-6,479.999989271E-3,
,,,-2.3440000E-6,1.1200000,,,,,-2.3440000E-6,479.999989271E-3,
,,,-2.3420000E-6,1.1200000,,,,,-2.3420000E-6,560.000002384E-3,
,,,-2.3400000E-6,1.1999999,,,,,-2.3400000E-6,479.999989271E-3,
,,,-2.3379998E-6,1.1999999,,,,,-2.3379998E-6,560.000002384E-3,
,,,-2.3359999E-6,1.2800000,,,,,-2.3359999E-6,560.000002384E-3,
,,,-2.3339999E-6,1.1999999,,,,,-2.3339999E-6,560.000002384E-3,
,,,-2.3319999E-6,1.1999999,,,,,-2.3319999E-6,560.000002384E-3,
,,,-2.3299999E-6,1.2800000,,,,,-2.3299999E-6,560.000002384E-3,
,,,-2.3279999E-6,1.2800000,,,,,-2.3279999E-6,560.000002384E-3,
,,,-2.3260000E-6,1.2800000,,,,,-2.3260000E-6,560.000002384E-3,
,,,-2.3240000E-6,1.1200000,,,,,-2.3240000E-6,719.999969006E-3,
,,,-2.3220000E-6,1.1200000,,,,,-2.3220000E-6,719.999969006E-3,
,,,-2.3200000E-6,1.1999999,,,,,-2.3200000E-6,639.999985695E-3,
,,,-2.3180000E-6,1.3600000,,,,,-2.3180000E-6,639.999985695E-3,
,,,-2.3159998E-6,1.2800000,,,,,-2.3159998E-6,639.999985695E-3,
,,,-2.3139999E-6,1.2800000,,,,,-2.3139999E-6,719.999969006E-3,
,,,-2.3119999E-6,1.3600000,,,,,-2.3119999E-6,639.999985695E-3,
,,,-2.3099999E-6,1.3600000,,,,,-2.3099999E-6,639.999985695E-3,
,,,-2.3079999E-6,1.3600000,,,,,-2.3079999E-6,639.999985695E-3,
,,,-2.3059999E-6,1.4399999,,,,,-2.3059999E-6,639.999985695E-3,
,,,-2.3040000E-6,1.3600000,,,,,-2.3040000E-6,719.999969006E-3,
,,,-2.3020000E-6,1.4399999,,,,,-2.3020000E-6,639.999985695E-3,
,,,-2.3000000E-6,1.4399999,,,,,-2.3000000E-6,639.999985695E-3,
,,,-2.2980000E-6,1.3600000,,,,,-2.2980000E-6,719.999969006E-3,
,,,-2.2960000E-6,1.4399999,,,,,-2.2960000E-6,719.999969006E-3,
,,,-2.2939998E-6,1.4399999,,,,,-2.2939998E-6,719.999969006E-3,
,,,-2.2919999E-6,1.4399999,,,,,-2.2919999E-6,719.999969006E-3,
,,,-2.2899999E-6,1.4399999,,,,,-2.2899999E-6,719.999969006E-3,
,,,-2.2879999E-6,1.3600000,,,,,-2.2879999E-6,799.999952316E-3,
,,,-2.2859999E-6,1.5200000,,,,,-2.2859999E-6,719.999969006E-3,
,,,-2.2839999E-6,1.3600000,,,,,-2.2839999E-6,799.999952316E-3,
,,,-2.2820000E-6,1.3600000,,,,,-2.2820000E-6,799.999952316E-3,
,,,-2.2800000E-6,1.4399999,,,,,-2.2800000E-6,879.999995232E-3,
,,,-2.2780000E-6,1.4399999,,,,,-2.2780000E-6,799.999952316E-3,
,,,-2.2760000E-6,1.4399999,,,,,-2.2760000E-6,799.999952316E-3,
,,,-2.2740001E-6,1.5200000,,,,,-2.2740001E-6,799.999952316E-3,
,,,-2.2719998E-6,1.3600000,,,,,-2.2719998E-6,799.999952316E-3,
,,,-2.2699999E-6,1.4399999,,,,,-2.2699999E-6,799.999952316E-3,
,,,-2.2679999E-6,1.5200000,,,,,-2.2679999E-6,879.999995232E-3,
,,,-2.2659999E-6,1.5999999,,,,,-2.2659999E-6,799.999952316E-3,
,,,-2.2639999E-6,1.5200000,,,,,-2.2639999E-6,799.999952316E-3,
,,,-2.2620000E-6,1.4399999,,,,,-2.2620000E-6,719.999969006E-3,
,,,-2.2600000E-6,1.5200000,,,,,-2.2600000E-6,799.999952316E-3,
,,,-2.2580000E-6,1.5999999,,,,,-2.2580000E-6,879.999995232E-3,
,,,-2.2560000E-6,1.5200000,,,,,-2.2560000E-6,879.999995232E-3,
,,,-2.2540000E-6,1.5999999,,,,,-2.2540000E-6,879.999995232E-3,
,,,-2.2519998E-6,1.5999999,,,,,-2.2519998E-6,799.999952316E-3,
,,,-2.2499999E-6,1.5999999,,,,,-2.2499999E-6,879.999995232E-3,
,,,-2.2479999E-6,1.6799999,,,,,-2.2479999E-6,879.999995232E-3,
,,,-2.2459999E-6,1.6799999,,,,,-2.2459999E-6,959.999978542E-3,
,,,-2.2439999E-6,1.6799999,,,,,-2.2439999E-6,879.999995232E-3,
,,,-2.2419999E-6,1.6799999,,,,,-2.2419999E-6,959.999978542E-3,
,,,-2.2400000E-6,1.6799999,,,,,-2.2400000E-6,879.999995232E-3,
,,,-2.2380000E-6,1.7600000,,,,,-2.2380000E-6,959.999978542E-3,
,,,-2.2360000E-6,1.5999999,,,,,-2.2360000E-6,959.999978542E-3,
,,,-2.2340000E-6,1.5999999,,,,,-2.2340000E-6,879.999995232E-3,
,,,-2.2320000E-6,1.6799999,,,,,-2.2320000E-6,879.999995232E-3,
,,,-2.2299998E-6,1.5999999,,,,,-2.2299998E-6,959.999978542E-3,
,,,-2.2279999E-6,1.7600000,,,,,-2.2279999E-6,1.0400000,
,,,-2.2259999E-6,1.5999999,,,,,-2.2259999E-6,959.999978542E-3,
,,,-2.2239999E-6,1.6799999,,,,,-2.2239999E-6,959.999978542E-3,
,,,-2.2219999E-6,1.7600000,,,,,-2.2219999E-6,879.999995232E-3,
,,,-2.2199999E-6,1.5999999,,,,,-2.2199999E-6,959.999978542E-3,
,,,-2.2180000E-6,1.6799999,,,,,-2.2180000E-6,1.0400000,
,,,-2.2160000E-6,1.6799999,,,,,-2.2160000E-6,959.999978542E-3,
,,,-2.2140000E-6,1.7600000,,,,,-2.2140000E-6,1.0400000,
,,,-2.2120000E-6,1.7600000,,,,,-2.2120000E-6,1.0400000,
,,,-2.2100000E-6,1.8399999,,,,,-2.2100000E-6,959.999978542E-3,
,,,-2.2079998E-6,1.7600000,,,,,-2.2079998E-6,1.1200000,
,,,-2.2059999E-6,1.9200000,,,,,-2.2059999E-6,1.0400000,
,,,-2.2039999E-6,1.8399999,,,,,-2.2039999E-6,1.0400000,
,,,-2.2019999E-6,1.7600000,,,,,-2.2019999E-6,1.0400000,
,,,-2.1999999E-6,1.8399999,,,,,-2.1999999E-6,1.0400000,
,,,-2.1979999E-6,1.9200000,,,,,-2.1979999E-6,1.0400000,
,,,-2.1960000E-6,1.8399999,,,,,-2.1960000E-6,959.999978542E-3,
,,,-2.1940000E-6,1.9200000,,,,,-2.1940000E-6,1.0400000,
,,,-2.1920000E-6,1.8399999,,,,,-2.1920000E-6,1.0400000,
,,,-2.1900000E-6,1.9200000,,,,,-2.1900000E-6,1.1200000,
,,,-2.1880001E-6,1.8399999,,,,,-2.1880001E-6,1.1200000,
,,,-2.1859998E-6,1.8399999,,,,,-2.1859998E-6,1.0400000,
,,,-2.1839999E-6,2.0000000,,,,,-2.1839999E-6,1.1999999,
,,,-2.1819999E-6,1.7600000,,,,,-2.1819999E-6,1.0400000,
,,,-2.1799999E-6,1.8399999,,,,,-2.1799999E-6,1.1200000,
,,,-2.1779999E-6,1.8399999,,,,,-2.1779999E-6,1.1999999,
,,,-2.1760000E-6,1.8399999,,,,,-2.1760000E-6,1.1200000,
,,,-2.1740000E-6,1.9200000,,,,,-2.1740000E-6,1.0400000,
,,,-2.1720000E-6,1.9200000,,,,,-2.1720000E-6,1.1200000,
,,,-2.1700000E-6,1.9200000,,,,,-2.1700000E-6,1.1999999,
,,,-2.1680000E-6,1.9200000,,,,,-2.1680000E-6,1.1999999,
,,,-2.1660001E-6,1.8399999,,,,,-2.1660001E-6,1.1999999,
,,,-2.1639999E-6,1.9200000,,,,,-2.1639999E-6,1.1999999,
,,,-2.1619999E-6,1.9200000,,,,,-2.1619999E-6,1.1200000,
,,,-2.1599999E-6,2.0000000,,,,,-2.1599999E-6,1.1200000,
,,,-2.1579999E-6,2.0000000,,,,,-2.1579999E-6,1.1999999,
,,,-2.1559999E-6,1.9200000,,,,,-2.1559999E-6,1.1999999,
,,,-2.1540000E-6,1.9200000,,,,,-2.1540000E-6,1.1999999,
,,,-2.1520000E-6,2.0000000,,,,,-2.1520000E-6,1.1999999,
,,,-2.1500000E-6,2.0000000,,,,,-2.1500000E-6,1.1999999,
,,,-2.1480000E-6,2.0799999,,,,,-2.1480000E-6,1.1200000,
,,,-2.1460000E-6,2.0799999,,,,,-2.1460000E-6,1.1999999,
,,,-2.1439998E-6,1.9200000,,,,,-2.1439998E-6,1.1999999,
,,,-2.1419999E-6,2.1599998,,,,,-2.1419999E-6,1.1999999,
,,,-2.1399999E-6,2.0799999,,,,,-2.1399999E-6,1.2800000,
,,,-2.1379999E-6,2.1599998,,,,,-2.1379999E-6,1.2800000,
,,,-2.1359999E-6,2.0799999,,,,,-2.1359999E-6,1.2800000,
,,,-2.1339999E-6,2.0799999,,,,,-2.1339999E-6,1.1999999,
,,,-2.1320000E-6,2.1599998,,,,,-2.1320000E-6,1.2800000,
,,,-2.1300000E-6,2.0799999,,,,,-2.1300000E-6,1.2800000,
,,,-2.1280000E-6,2.1599998,,,,,-2.1280000E-6,1.1999999,
,,,-2.1260000E-6,2.0799999,,,,,-2.1260000E-6,1.3600000,
,,,-2.1240000E-6,2.0799999,,,,,-2.1240000E-6,1.3600000,
,,,-2.1219998E-6,2.0799999,,,,,-2.1219998E-6,1.2800000,
,,,-2.1199999E-6,2.1599998,,,,,-2.1199999E-6,1.3600000,
,,,-2.1179999E-6,2.1599998,,,,,-2.1179999E-6,1.2800000,
,,,-2.1159999E-6,2.1599998,,,,,-2.1159999E-6,1.3600000,
,,,-2.1139999E-6,2.2400000,,,,,-2.1139999E-6,1.3600000,
,,,-2.1119999E-6,2.2400000,,,,,-2.1119999E-6,1.3600000,
,,,-2.1100000E-6,2.2400000,,,,,-2.1100000E-6,1.2800000,
,,,-2.1080000E-6,2.2400000,,,,,-2.1080000E-6,1.3600000,
,,,-2.1060000E-6,2.2400000,,,,,-2.1060000E-6,1.3600000,
,,,-2.1040000E-6,2.2400000,,,,,-2.1040000E-6,1.3600000,
,,,-2.1020001E-6,2.1599998,,,,,-2.1020001E-6,1.3600000,
,,,-2.0999998E-6,2.1599998,,,,,-2.0999998E-6,1.3600000,
,,,-2.0979999E-6,2.2400000,,,,,-2.0979999E-6,1.2800000,
,,,-2.0959999E-6,2.2400000,,,,,-2.0959999E-6,1.2800000,
,,,-2.0939999E-6,2.2400000,,,,,-2.0939999E-6,1.4399999,
,,,-2.0919999E-6,2.1599998,,,,,-2.0919999E-6,1.4399999,
,,,-2.0900000E-6,2.1599998,,,,,-2.0900000E-6,1.3600000,
,,,-2.0880000E-6,2.2400000,,,,,-2.0880000E-6,1.4399999,
,,,-2.0860000E-6,2.2400000,,,,,-2.0860000E-6,1.3600000,
,,,-2.0840000E-6,2.3199999,,,,,-2.0840000E-6,1.4399999,
,,,-2.0820000E-6,2.3199999,,,,,-2.0820000E-6,1.4399999,
,,,-2.0800001E-6,2.3199999,,,,,-2.0800001E-6,1.5200000,
,,,-2.0779999E-6,2.3999999,,,,,-2.0779999E-6,1.4399999,
,,,-2.0759999E-6,2.3199999,,,,,-2.0759999E-6,1.4399999,
,,,-2.0739999E-6,2.3199999,,,,,-2.0739999E-6,1.4399999,
,,,-2.0719999E-6,2.3199999,,,,,-2.0719999E-6,1.4399999,
,,,-2.0699999E-6,2.3199999,,,,,-2.0699999E-6,1.4399999,
,,,-2.0680000E-6,2.3999999,,,,,-2.0680000E-6,1.5200000,
,,,-2.0660000E-6,2.4800000,,,,,-2.0660000E-6,1.4399999,
,,,-2.0640000E-6,2.3199999,,,,,-2.0640000E-6,1.5200000,
,,,-2.0620000E-6,2.3199999,,,,,-2.0620000E-6,1.5200000,
,,,-2.0600000E-6,2.3999999,,,,,-2.0600000E-6,1.5200000,
,,,-2.0579998E-6,2.3999999,,,,,-2.0579998E-6,1.5200000,
,,,-2.0559999E-6,2.3999999,,,,,-2.0559999E-6,1.5200000,
,,,-2.0539999E-6,2.3199999,,,,,-2.0539999E-6,1.5999999,
,,,-2.0519999E-6,2.0799999,,,,,-2.0519999E-6,1.5999999,
,,,-2.0499999E-6,1.5200000,,,,,-2.0499999E-6,1.5200000,
,,,-2.0479999E-6,719.999969006E-3,,,,,-2.0479999E-6,1.5999999,
,,,-2.0460000E-6,-79.999998212E-3,,,,,-2.0460000E-6,1.5999999,
,,,-2.0440000E-6,-719.999969006E-3,,,,,-2.0440000E-6,1.5200000,
,,,-2.0420000E-6,-1.2800000,,,,,-2.0420000E-6,1.5999999,
,,,-2.0400000E-6,-1.7600000,,,,,-2.0400000E-6,1.5200000,
,,,-2.0380000E-6,-2.0799999,,,,,-2.0380000E-6,1.4399999,
,,,-2.0359998E-6,-2.3199999,,,,,-2.0359998E-6,1.3600000,
,,,-2.0339999E-6,-2.3199999,,,,,-2.0339999E-6,1.2800000,
,,,-2.0319999E-6,-2.1599998,,,,,-2.0319999E-6,1.2800000,
,,,-2.0299999E-6,-1.8399999,,,,,-2.0299999E-6,1.1200000,
,,,-2.0279999E-6,-1.7600000,,,,,-2.0279999E-6,1.1200000,
,,,-2.0259999E-6,-1.6799999,,,,,-2.0259999E-6,1.0400000,
,,,-2.0240000E-6,-1.5999999,,,,,-2.0240000E-6,1.0400000,
,,,-2.0220000E-6,-1.8399999,,,,,-2.0220000E-6,879.999995232E-3,
,,,-2.0200000E-6,-2.0000000,,,,,-2.0200000E-6,879.999995232E-3,
,,,-2.0180000E-6,-2.1599998,,,,,-2.0180000E-6,799.999952316E-3,
,,,-2.0160001E-6,-2.2400000,,,,,-2.0160001E-6,639.999985695E-3,
,,,-2.0139998E-6,-2.4800000,,,,,-2.0139998E-6,639.999985695E-3,
,,,-2.0119999E-6,-2.3999999,,,,,-2.0119999E-6,560.000002384E-3,
,,,-2.0099999E-6,-2.3199999,,,,,-2.0099999E-6,479.999989271E-3,
,,,-2.0079999E-6,-2.1599998,,,,,-2.0079999E-6,479.999989271E-3,
,,,-2.0059999E-6,-2.1599998,,,,,-2.0059999E-6,560.000002384E-3,
,,,-2.0040000E-6,-1.9200000,,,,,-2.0040000E-6,399.99997616E-3,
,,,-2.0020000E-6,-1.8399999,,,,,-2.0020000E-6,399.99997616E-3,
,,,-2.0000000E-6,-1.8399999,,,,,-2.0000000E-6,399.99997616E-3,
,,,-1.9980000E-6,-1.8399999,,,,,-1.9980000E-6,239.99999464E-3,
,,,-1.9960000E-6,-2.0000000,,,,,-1.9960000E-6,319.99999285E-3,
,,,-1.9940001E-6,-2.0000000,,,,,-1.9940001E-6,239.99999464E-3,
,,,-1.9919999E-6,-2.1599998,,,,,-1.9919999E-6,159.99999642E-3,
,,,-1.9899999E-6,-2.2400000,,,,,-1.9899999E-6,159.99999642E-3,
,,,-1.9879999E-6,-2.2400000,,,,,-1.9879999E-6,239.99999464E-3,
,,,-1.9859999E-6,-2.1599998,,,,,-1.9859999E-6,79.999998212E-3,
,,,-1.9839999E-6,-2.0799999,,,,,-1.9839999E-6,0.0,
,,,-1.9820000E-6,-2.0799999,,,,,-1.9820000E-6,-79.999998212E-3,
,,,-1.9800000E-6,-1.9200000,,,,,-1.9800000E-6,0.0,
,,,-1.9780000E-6,-1.9200000,,,,,-1.9780000E-6,-159.99999642E-3,
,,,-1.9760000E-6,-1.8399999,,,,,-1.9760000E-6,-79.999998212E-3,
,,,-1.9740000E-6,-1.9200000,,,,,-1.9740000E-6,-159.99999642E-3,
,,,-1.9720001E-6,-1.9200000,,,,,-1.9720001E-6,-159.99999642E-3,
,,,-1.9699999E-6,-2.0799999,,,,,-1.9699999E-6,-239.99999464E-3,
,,,-1.9679999E-6,-2.1599998,,,,,-1.9679999E-6,-239.99999464E-3,
,,,-1.9659999E-6,-2.0799999,,,,,-1.9659999E-6,-319.99999285E-3,
,,,-1.9639999E-6,-2.0799999,,,,,-1.9639999E-6,-399.99997616E-3,
,,,-1.9619999E-6,-2.0000000,,,,,-1.9619999E-6,-319.99999285E-3,
,,,-1.9600000E-6,-1.9200000,,,,,-1.9600000E-6,-399.99997616E-3,
,,,-1.9580000E-6,-1.8399999,,,,,-1.9580000E-6,-399.99997616E-3,
,,,-1.9560000E-6,-1.8399999,,,,,-1.9560000E-6,-399.99997616E-3,
,,,-1.9540000E-6,-1.8399999,,,,,-1.9540000E-6,-319.99999285E-3,
,,,-1.9520000E-6,-1.8399999,,,,,-1.9520000E-6,-399.99997616E-3,
,,,-1.9499998E-6,-1.8399999,,,,,-1.9499998E-6,-479.999989271E-3,
,,,-1.9479999E-6,-1.7600000,,,,,-1.9479999E-6,-479.999989271E-3,
,,,-1.9459999E-6,-2.0000000,,,,,-1.9459999E-6,-479.999989271E-3,
,,,-1.9439999E-6,-1.9200000,,,,,-1.9439999E-6,-639.999985695E-3,
,,,-1.9419999E-6,-1.8399999,,,,,-1.9419999E-6,-560.000002384E-3,
,,,-1.9399999E-6,-1.9200000,,,,,-1.9399999E-6,-560.000002384E-3,
,,,-1.9380000E-6,-1.8399999,,,,,-1.9380000E-6,-560.000002384E-3,
,,,-1.9360000E-6,-1.9200000,,,,,-1.9360000E-6,-719.999969006E-3,
,,,-1.9340000E-6,-1.7600000,,,,,-1.9340000E-6,-719.999969006E-3,
,,,-1.9320000E-6,-1.6799999,,,,,-1.9320000E-6,-639.999985695E-3,
,,,-1.9300001E-6,-1.7600000,,,,,-1.9300001E-6,-719.999969006E-3,
,,,-1.9279998E-6,-1.8399999,,,,,-1.9279998E-6,-639.999985695E-3,
,,,-1.9259999E-6,-1.8399999,,,,,-1.9259999E-6,-639.999985695E-3,
,,,-1.9239999E-6,-1.9200000,,,,,-1.9239999E-6,-719.999969006E-3,
,,,-1.9219999E-6,-1.7600000,,,,,-1.9219999E-6,-719.999969006E-3,
,,,-1.9199999E-6,-1.8399999,,,,,-1.9199999E-6,-799.999952316E-3,
,,,-1.9180000E-6,-1.9200000,,,,,-1.9180000E-6,-799.999952316E-3,
,,,-1.9160000E-6,-1.7600000,,,,,-1.9160000E-6,-799.999952316E-3,
,,,-1.9140000E-6,-1.8399999,,,,,-1.9140000E-6,-799.999952316E-3,
,,,-1.9120000E-6,-1.7600000,,,,,-1.9120000E-6,-799.999952316E-3,
,,,-1.9100000E-6,-1.6799999,,,,,-1.9100000E-6,-799.999952316E-3,
,,,-1.9080001E-6,-1.7600000,,,,,-1.9080001E-6,-879.999995232E-3,
,,,-1.9060000E-6,-1.7600000,,,,,-1.9060000E-6,-879.999995232E-3,
,,,-1.9040000E-6,-1.7600000,,,,,-1.9040000E-6,-879.999995232E-3,
,,,-1.9020000E-6,-1.7600000,,,,,-1.9020000E-6,-879.999995232E-3,
,,,-1.8999999E-6,-1.7600000,,,,,-1.8999999E-6,-879.999995232E-3,
,,,-1.8979999E-6,-1.7600000,,,,,-1.8979999E-6,-959.999978542E-3,
,,,-1.8960000E-6,-1.6799999,,,,,-1.8960000E-6,-959.999978542E-3,
,,,-1.8940000E-6,-1.6799999,,,,,-1.8940000E-6,-959.999978542E-3,
,,,-1.8920000E-6,-1.7600000,,,,,-1.8920000E-6,-959.999978542E-3,
,,,-1.8899999E-6,-1.6799999,,,,,-1.8899999E-6,-959.999978542E-3,
,,,-1.8879999E-6,-1.7600000,,,,,-1.8879999E-6,-959.999978542E-3,
,,,-1.8859999E-6,-1.6799999,,,,,-1.8859999E-6,-879.999995232E-3,
,,,-1.8840000E-6,-1.6799999,,,,,-1.8840000E-6,-959.999978542E-3,
,,,-1.8820000E-6,-1.5999999,,,,,-1.8820000E-6,-1.0400000,
,,,-1.8799999E-6,-1.6799999,,,,,-1.8799999E-6,-1.0400000,
,,,-1.8779999E-6,-1.6799999,,,,,-1.8779999E-6,-959.999978542E-3,
,,,-1.8759999E-6,-1.7600000,,,,,-1.8759999E-6,-1.0400000,
,,,-1.8740000E-6,-1.5999999,,,,,-1.8740000E-6,-959.999978542E-3,
,,,-1.8720000E-6,-1.5999999,,,,,-1.8720000E-6,-1.0400000,
,,,-1.8700000E-6,-1.6799999,,,,,-1.8700000E-6,-1.0400000,
,,,-1.8679999E-6,-1.5200000,,,,,-1.8679999E-6,-1.0400000,
,,,-1.8659999E-6,-1.5999999,,,,,-1.8659999E-6,-1.0400000,
