t,V_e,V_m
-1.25e-05,7.12,3.0
-1.249e-05,7.12,3.04
-1.248e-05,7.08,3.0
-1.2470000000000001e-05,7.16,3.0
-1.2460000000000001e-05,7.16,3.04
-1.2450000000000001e-05,7.12,3.04
-1.2440000000000001e-05,7.16,3.04
-1.2430000000000001e-05,7.16,3.04
-1.2420000000000001e-05,7.12,3.04
-1.241e-05,7.2,3.0
-1.24e-05,7.16,3.04
-1.239e-05,7.2,3.0
-1.238e-05,7.16,3.04
-1.237e-05,7.16,3.08
-1.236e-05,7.2,3.08
-1.235e-05,7.16,3.08
-1.234e-05,7.16,3.08
-1.233e-05,7.16,3.08
-1.232e-05,7.16,3.08
-1.231e-05,7.2,3.12
-1.23e-05,7.24,3.12
-1.2290000000000001e-05,7.2,3.04
-1.2280000000000001e-05,7.2,3.12
-1.2270000000000001e-05,7.24,3.16
-1.2260000000000001e-05,7.16,3.16
-1.2250000000000001e-05,7.2,3.16
-1.2240000000000001e-05,7.24,3.12
-1.223e-05,7.2,3.16
-1.222e-05,7.24,3.12
-1.221e-05,7.2,3.16
-1.22e-05,7.24,3.16
-1.219e-05,7.28,3.12
-1.218e-05,7.28,3.16
-1.217e-05,7.28,3.2
-1.216e-05,7.28,3.2
-1.215e-05,7.24,3.2
-1.214e-05,7.32,3.16
-1.213e-05,7.24,3.16
-1.2120000000000001e-05,7.24,3.2
-1.2110000000000001e-05,7.24,3.16
-1.2100000000000001e-05,7.36,3.16
-1.2090000000000001e-05,7.24,3.16
-1.2080000000000001e-05,7.32,3.16
-1.2070000000000001e-05,7.28,3.2
-1.206e-05,7.28,3.2
-1.205e-05,7.32,3.24
-1.204e-05,7.32,3.2
-1.203e-05,7.32,3.2
-1.202e-05,7.28,3.24
-1.201e-05,7.28,3.24
-1.2e-05,7.32,3.2
-1.199e-05,7.32,3.24
-1.198e-05,7.32,3.2
-1.197e-05,7.36,3.24
-1.196e-05,7.36,3.24
-1.195e-05,7.4,3.2800000000000002
-1.1940000000000001e-05,7.32,3.2800000000000002
-1.1930000000000001e-05,7.36,3.2800000000000002
-1.1920000000000001e-05,7.36,3.2800000000000002
-1.1910000000000001e-05,7.36,3.2800000000000002
-1.1900000000000001e-05,7.36,3.24
-1.1890000000000001e-05,7.36,3.2800000000000002
-1.1880000000000001e-05,7.36,3.3200000000000003
-1.187e-05,7.36,3.24
-1.186e-05,7.36,3.2800000000000002
-1.185e-05,7.4,3.2800000000000002
-1.184e-05,7.4,3.2800000000000002
-1.183e-05,7.4,3.3200000000000003
-1.182e-05,7.36,3.2800000000000002
-1.181e-05,7.36,3.3200000000000003
-1.18e-05,7.44,3.2800000000000002
-1.179e-05,7.4,3.3200000000000003
-1.178e-05,7.44,3.3200000000000003
-1.177e-05,7.4,3.3200000000000003
-1.1760000000000001e-05,7.4,3.3200000000000003
-1.1750000000000001e-05,7.4,3.3200000000000003
-1.1740000000000001e-05,7.44,3.36
-1.1730000000000001e-05,7.4,3.36
-1.1720000000000001e-05,7.4,3.3200000000000003
-1.1710000000000001e-05,7.44,3.36
-1.17e-05,7.4,3.3200000000000003
-1.169e-05,7.44,3.36
-1.168e-05,7.48,3.4
-1.167e-05,7.48,3.4
-1.166e-05,7.4,3.36
-1.165e-05,7.48,3.36
-1.164e-05,7.44,3.4
-1.163e-05,7.44,3.4
-1.162e-05,7.44,3.36
-1.161e-05,7.48,3.4
-1.16e-05,7.4,3.4
-1.159e-05,7.48,3.36
-1.1580000000000001e-05,7.5200000000000005,3.4
-1.1570000000000001e-05,7.5200000000000005,3.44
-1.1560000000000001e-05,7.48,3.4
