,V_H,V_Bnint,V_B,V_pt,V_pr
0,2.1012234770557567,-0.006898767654300822,-0.05527491955260426,-1.969093897453149,-0.22426232255132017
1,2.866687979528219,-0.012328744160472804,-0.050832211949802183,-1.9417794463543088,-0.22097142915226403
2,2.8734343483061453,-0.01891053377108165,-0.05000948831475949,-1.914300452808173,-0.21685781237650675
3,2.8842943571521023,0.008568438539126144,-0.053464927571653054,-1.8863278270976458,-0.21455418696893946
4,2.903875283978003,0.017618399879296413,-0.054452195925814045,-1.858026114123998,-0.2125796508977657
5,2.92131711990666,0.009884796539791636,-0.05428765120027308,-1.826598051944988,-0.2091242127563832
6,2.933328951386749,0.010872065043064746,-0.052971293393748384,-1.7961572614709536,-0.2046815065429663
7,2.951428973096015,-0.005088775469934331,-0.055604009002893806,-1.7655519288139603,-0.20089697899958198
8,2.962947169781863,-0.0195687127265156,-0.052477659215293765,-1.7337947852614723,-0.19760608546233843
9,2.973313547503557,-0.014138736313611816,-0.051325846130092403,-1.7018730996011604,-0.19299883447677058
10,2.9805535577385376,0.010213886040618306,-0.05330038284574591,-1.6691286927736078,-0.1897079408916334
11,2.9872999312074766,0.01498568383236127,-0.05527491955260426,-1.6362197438306547,-0.18723977068957454
12,2.995362670606458,0.011365699295593924,-0.05379401702328418,-1.6011717160031202,-0.18312615366085927
13,3.001944498991082,0.005935722550451314,-0.057084911526183904,-1.5666173250748456,-0.17868344723414503
14,3.0088554190898362,-0.009531483544856112,-0.055604009002893806,-1.5315693026097783,-0.17391165140090875
15,3.015108156583136,-0.017265086378029898,-0.051819480309831564,-1.4953694698368638,-0.1701271236402746
16,3.019715437000505,-0.017758720596615957,-0.05066766722291624,-1.458840550252528,-0.1656844171036348
17,3.0234999888731595,-0.012657833643439961,-0.053464927571653054,-1.4218179991166089,-0.1618998892831457
18,3.0269554493585216,0.0029739170833073397,-0.05428765120027308,-1.3849599950034632,-0.1582799061245082
19,3.029423635466256,0.000999380117008064,-0.05593309845293977,-1.3474438145037182,-0.15383719948578028
20,3.0332081875739108,-0.021214160110640784,-0.05428765120027308,-1.3086112790302433,-0.14906540342323593
21,3.035182736536112,-0.02878321799589313,-0.05165493558331305,-1.2701078349210806,-0.14379997323299598
22,3.0361700110266003,-0.012328744160472804,-0.05428765120027308,-1.231604392717118,-0.1401799899451871
23,3.035182736536112,0.008732983288978362,-0.05478128537671299,-1.1929364076383664,-0.1367245513277947
24,3.0338663705585307,0.01202387829989264,-0.05757854569951944,-1.152129344250359,-0.1317882104040799
25,3.025803629188253,-0.022201428538062007,-0.057084911526183904,-1.111651371633111,-0.12668732473100208
26,3.0081972362102474,-0.030099575875335044,-0.05379401702328418,-1.0701861327893096,-0.12109280489941392
27,2.97874355514906,-0.022859607488405417,-0.052477659215293765,-1.0287208951547895,-0.11665009792845542
28,2.9397462315804477,-0.003772417512738213,-0.05511037482736811,-0.9892301935801744,-0.1135237485540271
29,2.8921925458466586,0.00823934903961955,-0.05478128537671299,-0.9472713239523181,-0.1087519521011885
30,2.8390443249063644,-0.014467825795166117,-0.05428765120027308,-0.9059706332669359,-0.10332197676923825
31,2.779972482615429,-0.024834144333345326,-0.054452195925814045,-0.8610499621544706,-0.09772745666517611
32,2.715141569850787,-0.018581444292982016,-0.051984025036288864,-0.8189265491287521,-0.09229748120641022
33,2.646690681909183,-0.010518751999552794,-0.051984025036288864,-0.7768031360536154,-0.08851295281903397
34,2.577581637499506,0.0031384618309244633,-0.051819480309831564,-0.7322115539481355,-0.08324752196786518
35,2.508801707915256,-0.0036078727677964217,-0.05000948831475949,-0.6884426942194528,-0.07748845690553731
36,2.442325434328908,-0.006898767654300822,-0.05017403304189064,-0.6459901904307654,-0.07370392839657465
37,2.37914008462634,0.006264812048114146,-0.05099675667662684,-0.5995886154194364,-0.06893213153606621
38,2.316777478499511,0.0001766563838289381,-0.051161301403390244,-0.5561488417741479,-0.06317306629253412
39,2.254743979354108,-0.01183510993553974,-0.04902221995068401,-0.5117217989972194,-0.0585658140445509
40,2.191887771043377,-0.00706331239794547,-0.04902221995068401,-0.4672947544008075,-0.05379401702328418
41,2.126563403614286,0.0016575591047276877,-0.04968039886031314,-0.4222095292436489,-0.04852858576781734
42,2.0564672489143394,-0.015290549497929656,-0.04902221995068401,-0.3772888463140384,-0.04276952026008114
43,1.98209294432407,-0.01677145215886859,-0.048034951584397606,-0.331874526811718,-0.03766863360420142
44,1.9037695816656897,-0.0029496937873792206,-0.04968039886031314,-0.2854729364135203,-0.032403202154674945
45,1.8196871695501053,-0.015126004757505154,-0.048693130495501,-0.24104587859249765,-0.02779594958366567
46,1.7308329792639314,-0.011341475710027582,-0.04770586212847701,-0.195631549330455,-0.021872339062509183
47,1.6373715570000649,-0.019075078510035787,-0.0468831384875987,-0.15054630565434596,-0.017100541638373407
48,1.540948350623605,-0.01496146001701655,-0.04638950430233284,-0.10513196855344549,-0.01183510993553974
49,1.4423860827793826,-0.007556946628491171,-0.046554049030816405,-0.05905944821624749,-0.006405133422978396
50,1.342013841190046,-0.017758720596615957,-0.044908601743206225,-0.011670565193766719,-0.001139701585863212
51,1.241970703901731,-0.00887330457376799,-0.04507314647224485,0.03341469652115762,0.004125730318003645
52,1.1420921232617232,-0.010847841483935958,-0.044908601743206225,0.07882905289265436,0.008897528038896547
53,1.0412262841676738,0.004290275066079707,-0.04523769120122176,0.12490159390796227,0.014327504823287866
54,0.9397022730316658,-0.00870875983083455,-0.04392133336767749,0.16998687188656075,0.018605668401294136
55,0.836861908574513,-0.010683296741776593,-0.04359224390867353,0.21622396967300822,0.024035645315305776
56,0.7338569997906015,-0.015290549497929656,-0.043427699179078794,0.2611447150256045,0.028971988027871383
57,0.6301939097188106,-0.010518751999552794,-0.04293406498992339,0.30771091568367176,0.0345665098423028
58,0.5270244472573389,-0.011506020451929319,-0.04211134134009298,0.3521380395983093,0.03999648697265598
59,0.4235258862153074,-0.022859607488405417,-0.04095952822772776,0.396894260177181,0.04493282988308408
60,0.3220018482740312,-0.013151467867408631,-0.04079498349714178,0.4419795778358883,0.05019826238914932
61,0.22113597382267075,-0.013645102090799138,-0.041288617688713614,0.4867358130170884,0.054970060658995255
62,0.12323188601907199,-0.008379670344773882,-0.04095952822772776,0.5306693307419275,0.06040003807177081
63,0.026973225905074685,-0.018581444292982016,-0.04063043876649375,0.5762483066405278,0.06533638124046569
64,-0.06583001556081543,-0.010354207257264547,-0.03816226779931671,0.6191945696754361,0.07060181402361022
65,-0.15501329352182797,-0.010847841483935958,-0.0373395441404797,0.6639508367420827,0.07537361254598118
66,-0.24222205596215524,0.0001766563838289381,-0.03947862565021858,0.7077198416238041,0.08047450068785769
67,-0.3287726624880764,-0.005582409702812069,-0.03947862565021858,0.7518179454293993,0.08590447846291188
68,-0.41598147405218855,-0.00805058085845474,-0.035858641550644846,0.7952578773237208,0.09067627717847031
69,-0.5023675881271895,-0.006734222910591434,-0.035200462620206194,0.8373814561585363,0.09544807595493508
70,-0.5895764564199419,0.0013284696107371124,-0.0365168204800843,0.8808214058435766,0.10005533000409332
71,-0.6777726268469485,0.0001766563838289381,-0.037010454676508625,0.9232740930119625,0.10482712890119206
72,-0.7689306448234428,-0.005253320214291771,-0.0350359178874403,0.966055880073487,0.10976347265292935
73,-0.8589368845788098,-0.019733257465214704,-0.033719560023061465,1.0062049504670396,0.11420618208636839
74,-0.9479558920864722,-0.0019624253148017995,-0.0350359178874403,1.047834938285492,0.11914252596481706
75,-1.0373040313902582,1.2111637389039531e-05,-0.03635227574781806,1.089300390104034,0.12342069071381553
76,-1.1258294865541232,-0.005253320214291771,-0.03552955208555049,1.129943124014532,0.12802794511559829
77,-1.2104058923840417,-0.026150502224904906,-0.033555015289732454,1.169434048570888,0.1327997443797368
78,-1.2926787014090424,-0.010847841483935958,-0.033555015289732454,1.2100768012296654,0.1375715437075729
79,-1.3731415490369099,-0.01249328890198853,-0.03404864948953164,1.248580470679195,0.14217879829173807
