t,V_out,V_R
-5e-05,-2.08,-0.32
-4.996e-05,-2.16,-0.34
-4.992e-05,-2.08,-0.32
-4.9880000000000004e-05,-2.08,-0.28
-4.9840000000000004e-05,-2.08,-0.26
-4.9800000000000004e-05,-2.08,-0.28
-4.9760000000000005e-05,-2.08,-0.28
-4.9720000000000005e-05,-2.08,-0.26
-4.9680000000000005e-05,-2.0,-0.26
-4.964e-05,-2.08,-0.26
-4.96e-05,-2.08,-0.24
-4.956e-05,-2.08,-0.24
-4.952e-05,-2.08,-0.22
-4.948e-05,-2.08,-0.22
-4.944e-05,-2.0,-0.2
-4.94e-05,-2.0,-0.2
-4.936e-05,-2.0,-0.2
-4.932e-05,-2.0,-0.18
-4.928e-05,-2.0,-0.18
-4.924e-05,-2.0,-0.18
-4.92e-05,-2.0,-0.18
-4.9160000000000004e-05,-1.92,-0.14
-4.9120000000000004e-05,-1.92,-0.14
-4.9080000000000004e-05,-2.0,-0.16
-4.9040000000000005e-05,-1.92,-0.12
-4.9000000000000005e-05,-2.0,-0.14
-4.8960000000000006e-05,-1.92,-0.12
-4.892e-05,-1.92,-0.1
-4.888e-05,-1.92,-0.08
-4.884e-05,-1.92,-0.1
-4.88e-05,-1.84,-0.06
-4.876e-05,-1.84,-0.06
-4.872e-05,-1.92,-0.06
-4.868e-05,-1.84,-0.02
-4.864e-05,-1.84,-0.04
-4.86e-05,-1.76,-0.04
-4.856e-05,-1.84,0.0
-4.852e-05,-1.84,0.0
-4.8480000000000003e-05,-1.76,0.0
-4.8440000000000004e-05,-1.84,0.02
-4.8400000000000004e-05,-1.68,0.02
-4.8360000000000005e-05,-1.84,0.04
-4.8320000000000005e-05,-1.76,0.04
-4.8280000000000005e-05,-1.68,0.02
-4.824e-05,-1.76,0.06
-4.82e-05,-1.6,0.08
-4.816e-05,-1.68,0.08
-4.812e-05,-1.6,0.08
-4.808e-05,-1.6,0.08
-4.804e-05,-1.68,0.12
-4.8e-05,-1.6,0.12
-4.796e-05,-1.6,0.12
-4.792e-05,-1.6,0.12
-4.788e-05,-1.52,0.16
-4.784e-05,-1.52,0.14
-4.78e-05,-1.6,0.16
-4.7760000000000004e-05,-1.52,0.16
-4.7720000000000004e-05,-1.44,0.18
-4.7680000000000004e-05,-1.44,0.18
-4.7640000000000005e-05,-1.52,0.2
-4.7600000000000005e-05,-1.44,0.2
-4.7560000000000005e-05,-1.52,0.22
-4.7520000000000006e-05,-1.44,0.24
-4.748e-05,-1.52,0.24
-4.744e-05,-1.36,0.22
-4.74e-05,-1.36,0.26
-4.736e-05,-1.28,0.26
-4.732e-05,-1.36,0.26
-4.728e-05,-1.36,0.26
-4.724e-05,-1.28,0.28
-4.72e-05,-1.2,0.28
-4.716e-05,-1.2,0.3
-4.712e-05,-1.2,0.3
-4.708e-05,-1.12,0.28
-4.7040000000000004e-05,-1.12,0.32
-4.7000000000000004e-05,-1.12,0.32
-4.6960000000000004e-05,-1.12,0.32
-4.6920000000000005e-05,-1.12,0.34
-4.6880000000000005e-05,-1.04,0.38
-4.6840000000000006e-05,-1.04,0.38
-4.68e-05,-1.04,0.36
-4.676e-05,-0.96,0.38
-4.672e-05,-1.04,0.4
-4.668e-05,-1.04,0.4
-4.664e-05,-1.04,0.4
-4.66e-05,-1.04,0.4
-4.656e-05,-0.96,0.42
-4.652e-05,-0.88,0.42
-4.648e-05,-0.96,0.44
-4.644e-05,-0.8,0.44
-4.64e-05,-0.8,0.44
